restaurant_id,name,cuisine,address,zipcode,inspection_grade,inspection_score,lat,lon,pluto_bbl,pluto_address,pluto_commercial_area_proxy,restaurant_count_in_bbl,raw_estimated_area_sqft,estimated_area_sqft,seat_density,capacity,turnover_rate,takeaway_ratio,eat_in_ratio,supply_index,effective_supply_index,match_distance_m,match_quality
41081510,CHOP'T,Salads,"60 EAST   56 STREET, MANHATTAN, NY 10022",10022,A,9.0,40.761350839717,-73.97226234471,1012910047.0,58 EAST 56 STREET,1350.0,2,540.0,540.0,0.083,44.82,2.5,0.6,0.4,112.05,44.82,23.25039968952297,good
50182935,SAVOUR,Korean,"3360 BROADWAY, MANHATTAN, NY 10031",10031,N,22.0,40.820541306275,-73.954736122649,1019880134.0,3350 BROADWAY,4500.0,2,1125.0,1125.0,0.055,61.875,1.0,0.15,0.85,61.875,52.59375,37.44913306356733,good
41562415,THE COMFORT DINER,American,"214 EAST   45 STREET, MANHATTAN, NY 10017",10017,Z,26.0,40.752441405529,-73.972489845978,1013190007.0,213 EAST 45 STREET,1706.0,1,1364.8000000000002,1364.8000000000002,0.06,81.888,1.2,0.2,0.8,98.2656,78.61248,26.38549189969651,good
50117809,MING WONG,Chinese,"61 MOTT STREET, MANHATTAN, NY 10013",10013,Z,42.0,40.71596128159,-73.998297342146,1002010002.0,58 MOTT STREET,930.0,5,148.8,200.0,0.06,12.0,1.2,0.3,0.7,14.399999999999999,10.079999999999998,16.05755162051634,good
50119902,MASSERIA EAST,Italian,"1404 3RD AVE, MANHATTAN, NY 10075",10075,N,42.0,40.774800906366,-73.956926427738,1015080039.0,1404 3 AVENUE,1000.0,1,800.0,800.0,0.055,44.0,1.0,0.1,0.9,44.0,39.6,28.01355418055527,good
50180580,DUNKIN' BASKIN ROBINS,Donuts,"201 WEST  145 STREET, MANHATTAN, NY 10039",10039,A,12.0,40.821846310549,-73.939560259174,1020310029.0,2500 ADAM C POWELL BLVD,3304.0,1,1652.0,1652.0,0.083,137.116,3.0,0.8,0.19999999999999996,411.34800000000007,82.2696,22.63378736740351,good
50084817,456 NEW SHANGHAI RESTAURANT,Chinese,"69 MOTT STREET, MANHATTAN, NY 10013",10013,,40.0,40.716167137274,-73.998171080067,1002010006.0,66 MOTT STREET,2000.0,2,800.0,800.0,0.06,48.0,1.2,0.3,0.7,57.599999999999994,40.31999999999999,21.707860075191647,good
50181856,SUNDAY MORNING,Bakery Products/Desserts,"11 WEST   25 STREET, MANHATTAN, NY 10010",10010,Z,23.0,40.743257522665,-73.989678804521,1008270028.0,1121 BROADWAY,105667.0,2,2641.675,2641.675,0.083,219.25902500000004,3.0,0.7,0.30000000000000004,657.7770750000001,197.33312250000006,25.58659451176022,good
50171765,SEMICOLON CAFE,Coffee/Tea,"516A 3 AVENUE, MANHATTAN, NY 10016",10016,,,40.746091190562,-73.977862616496,1008900045.0,514 3 AVENUE,1550.0,4,310.0,310.0,0.083,25.73,3.0,0.7,0.30000000000000004,77.19,23.157000000000004,24.77885229790571,good
50086327,ETC.,American,"20 EAST   46 STREET, MANHATTAN, NY 10017",10017,,37.0,40.75558809138,-73.978011046346,1012810061.0,16 EAST 46 STREET,9453.6,1,4726.8,4726.8,0.06,283.608,1.2,0.2,0.8,340.32959999999997,272.26367999999997,22.562582667767654,good
50163161,SUPERHET COFFEE,American,"390 MANHATTAN AVENUE, MANHATTAN, NY 10026",10026,,21.0,40.805393755815,-73.956538110413,1019430147.0,390 MANHATTAN AVENUE,900.0,1,720.0,720.0,0.06,43.199999999999996,1.2,0.2,0.8,51.839999999999996,41.472,20.8404858883746,good
50015433,FRUCES,"Juice, Smoothies, Fruit Salads","1496 AMSTERDAM AVENUE, MANHATTAN, NY 10031",10031,Z,22.0,40.818097718134,-73.952830188244,1019870036.0,1496 AMSTERDAM AVENUE,5324.7,1,2662.35,2662.35,0.083,220.97505,3.0,0.8,0.19999999999999996,662.92515,132.58503,29.62953666279304,good
50125628,BUTTERDOSE,Coffee/Tea,"236 EAST   13 STREET, MANHATTAN, NY 10003",10003,A,2.0,40.732204061238,-73.986775915207,1004680020.0,222 EAST 13 STREET,1778.4,1,1422.72,1422.72,0.083,118.08576000000001,3.0,0.7,0.30000000000000004,354.25728000000004,106.27718400000003,23.051656805074,good
50141382,SOMM TIME,New American,"254 BROOME STREET, MANHATTAN, NY 10002",10002,A,12.0,40.718044134176,-73.989964104324,1004080010.0,88 ORCHARD STREET,1800.0,4,360.0,360.0,0.05,18.0,0.8,0.05,0.95,14.4,13.68,13.767951169632427,good
50140400,OLE & STEEN,American,"1280 LEXINGTON AVENUE, MANHATTAN, NY 10028",10028,A,13.0,40.779595455676,-73.955518718157,1015157505.0,1289 LEXINGTON AVENUE,31722.0,2,4758.3,4758.3,0.06,285.498,1.2,0.2,0.8,342.5976,274.07808,37.0668905976625,good
41697654,HOT JALAPENO,Mexican,"219 EAST  116 STREET, MANHATTAN, NY 10029",10029,A,12.0,40.797684222238,-73.939390857221,1016650145.0,210 EAST 116 STREET,816.0,1,652.8000000000001,652.8000000000001,0.067,43.73760000000001,1.8,0.4,0.6,78.72768000000002,47.23660800000001,28.15833708992614,good
50108454,NOZ MARKET,Japanese,"1374 3 AVENUE, MANHATTAN, NY 10075",10075,N,18.0,40.773700557744,-73.95772866569,1014130033.0,1374 3 AVENUE,3110.0,1,1555.0,1555.0,0.055,85.525,1.0,0.15,0.85,85.525,72.69625,28.95321022707893,good
50000233,PALM COURT,American,"768 FIFTH AVENUE, MANHATTAN, NY 10019",10019,Z,29.0,40.7641481437,-73.973950630007,1012730044.0,4 WEST 58 STREET,61000.0,3,3050.0,3050.0,0.06,183.0,1.2,0.2,0.8,219.6,175.68,53.58888191437656,acceptable
41196542,STARBUCKS COFFEE,Coffee/Tea,"373 5 AVENUE, MANHATTAN, NY 10016",10016,A,11.0,40.749185556873,-73.984000717891,1008650001.0,373 5 AVENUE,2300.0,2,920.0,920.0,0.083,76.36,3.0,0.7,0.30000000000000004,229.07999999999998,68.724,27.966019229418944,good
40851227,THE MAGICIAN,American,"118 RIVINGTON STREET, MANHATTAN, NY 10002",10002,,22.0,40.719773078381,-73.987341166409,1003540038.0,118 RIVINGTON STREET,1497.0,1,1197.6,1197.6,0.06,71.856,1.2,0.2,0.8,86.2272,68.98176,18.09061036880606,good
50159486,GREEN BLEND EATERY,"Juice, Smoothies, Fruit Salads","387 8 AVENUE, MANHATTAN, NY 10001",10001,,50.0,40.749238739137,-73.995618510276,1007530037.0,387 8 AVENUE,900.0,2,360.0,360.0,0.083,29.880000000000003,3.0,0.8,0.19999999999999996,89.64000000000001,17.927999999999997,23.22569760692272,good
50160241,YUKA,Japanese,"1557 2 AVENUE, MANHATTAN, NY 10028",10028,,20.0,40.774508909984,-73.954207903167,1015260027.0,1557 2 AVENUE,1507.0,1,1205.6,1205.6,0.055,66.30799999999999,1.0,0.15,0.85,66.30799999999999,56.361799999999995,25.86664272168792,good
50120191,MUSETTE WINE BAR,French,"420 LENOX AVENUE, MANHATTAN, NY 10037",10037,A,9.0,40.811651166096,-73.942640206505,1017290001.0,420 LENOX AVENUE,1200.0,1,960.0,960.0,0.05,48.0,0.8,0.05,0.95,38.400000000000006,36.480000000000004,33.43917157196357,good
41707875,NEW GOLDEN STAR RESTAURANT,Chinese,"4247 BROADWAY, MANHATTAN, NY 10033",10033,,11.0,40.849780417529,-73.936158731473,1021760137.0,4249 BROADWAY,6825.0,3,1137.5,1137.5,0.06,68.25,1.2,0.3,0.7,81.89999999999999,57.32999999999999,24.888651455938984,good
50007126,SANDWICHERIE OF NEW YORK,American,"202 EAST   42 STREET, MANHATTAN, NY 10017",10017,A,13.0,40.750652220779,-73.97420857256,1013150048.0,202 EAST 42 STREET,6280.0,5,628.0,628.0,0.06,37.68,1.2,0.2,0.8,45.216,36.1728,30.87777586259068,good
50156679,PICA POLLO JOA RESTAURANT,Spanish,"1370 SAINT NICHOLAS AVENUE, MANHATTAN, NY 10033",10033,Z,43.0,40.847765049235,-73.934852223376,1021620044.0,1381 ST NICHOLAS AVENUE,2500.0,1,2000.0,2000.0,0.055,110.0,0.9,0.1,0.9,99.0,89.10000000000001,54.9368069008041,acceptable
50091096,BENARES,Indian,"45 MURRAY STREET, MANHATTAN, NY 10007",10007,A,7.0,40.71404780671,-74.009382384449,1001337508.0,47 MURRAY STREET,3267.0,1,1633.5,1633.5,0.055,89.8425,1.0,0.15,0.85,89.8425,76.366125,23.725541510795065,good
50081133,TACO INN,Tex-Mex,"1495 SAINT NICHOLAS AVENUE, MANHATTAN, NY 10033",10033,A,10.0,40.851603320565,-73.932068736195,1021570008.0,1488 ST NICHOLAS AVENUE,7544.0,3,1257.3333333333333,1257.3333333333333,0.067,84.24133333333333,1.8,0.4,0.6,151.6344,90.98064,32.85411150748482,good
41398154,LITTLE ITALY PIZZA,Pizza,"154 CHURCH STREET, MANHATTAN, NY 10007",10007,A,7.0,40.714838403799,-74.008015342742,1001367506.0,108 CHAMBERS STREET,1689.0,1,1351.2,1351.2,0.067,90.53040000000001,1.8,0.5,0.5,162.95472000000004,81.47736000000002,19.77494956332261,good
50135702,GARVEY'S TIMES SQUARE,American,"206 WEST   41 STREET, MANHATTAN, NY 10036",10036,A,13.0,40.755589570563,-73.987998478006,1010120037.0,206 WEST 41 STREET,2110.0,2,844.0,844.0,0.06,50.64,1.2,0.2,0.8,60.768,48.6144,23.133317967880014,good
50157598,NO GEM,Korean,"51 CANAL STREET, MANHATTAN, NY 10002",10002,A,3.0,40.714841128296,-73.991699682984,1002940022.0,50 CANAL STREET,2317.0,1,1853.6,1853.6,0.055,101.948,1.0,0.15,0.85,101.948,86.65579999999999,19.432187926009448,good
50119559,LULLABY,American,"151 RIVINGTON STREET, MANHATTAN, NY 10002",10002,A,5.0,40.719240393784,-73.985645741014,1003480016.0,153 RIVINGTON STREET,1190.0,3,317.3333333333333,317.3333333333333,0.06,19.04,1.2,0.2,0.8,22.848,18.2784,13.804775841181533,good
50129506,TERIYAKI ONE,Asian/Asian Fusion,"42 WEST   56 STREET, MANHATTAN, NY 10019",10019,A,12.0,40.762877744595,-73.975889632694,1012710054.0,26 WEST 56 STREET,11421.0,2,1713.15,1713.15,0.06,102.789,1.1,0.2,0.8,113.06790000000001,90.45432000000001,22.39574564533046,good
50181109,PIZZA STOP,Pizza,"531 LENOX AVENUE, MANHATTAN, NY 10037",10037,N,34.0,40.815179600583,-73.940079344028,1019210034.0,531 LENOX AVENUE,1500.0,1,1200.0,1200.0,0.067,80.4,1.8,0.5,0.5,144.72000000000003,72.36000000000001,33.35454696616144,good
50047966,BAGEL BELLY,Sandwiches/Salads/Mixed Buffet,"114 3 AVENUE, MANHATTAN, NY 10003",10003,,17.0,40.732917777078,-73.987461340043,1005590036.0,114 3 AVENUE,2165.0,1,1732.0,1732.0,0.083,143.756,2.5,0.6,0.4,359.39,143.756,26.45428127127009,good
50082264,LAO MA SPICY,Chinese,"58 EAST    8 STREET, MANHATTAN, NY 10003",10003,A,12.0,40.730980466768,-73.993371842863,1005480028.0,50 EAST 8 STREET,11445.0,9,381.5,381.5,0.06,22.89,1.2,0.3,0.7,27.468,19.2276,37.672574468398366,good
50018025,SUBWAY,Sandwiches,"29 EAST    8 STREET, MANHATTAN, NY 10003",10003,A,9.0,40.731521250166,-73.994605783536,1005480009.0,13 UNIVERSITY PLACE,55224.0,2,4141.8,4141.8,0.083,343.7694,2.5,0.6,0.4,859.4235000000001,343.7694000000001,27.74254014210614,good
41270498,STARBUCKS,Coffee/Tea,"301 WEST  145 STREET, MANHATTAN, NY 10039",10039,A,4.0,40.822901579482,-73.942059594277,1020300005.0,2726 8 AVENUE,11730.0,2,1759.5,1759.5,0.083,146.0385,3.0,0.7,0.30000000000000004,438.1155,131.43465,47.93379302450943,good
50150358,HANDROLL BAR ROLLING,Japanese,"864 6 AVENUE, MANHATTAN, NY 10001",10001,A,13.0,40.747646365295,-73.989331653312,1008320080.0,870 AVENUE OF THE AMER,5040.0,1,2520.0,2520.0,0.055,138.6,1.0,0.15,0.85,138.6,117.80999999999999,23.57072327845863,good
50158081,THE MANNER,Seafood,"58 THOMPSON STREET, MANHATTAN, NY 10012",10012,A,13.0,40.724129676801,-74.003236169522,1004880006.0,64 THOMPSON STREET,5024.7,1,2512.35,2512.35,0.05,125.6175,0.8,0.05,0.95,100.49400000000001,95.4693,21.38193238052563,good
50008826,RAY'S PIZZA BAGEL CAFE,Pizza,"2 SAINT MARKS PLACE, MANHATTAN, NY 10003",10003,Z,22.0,40.729401946523,-73.989597973514,1004640059.0,3 SAINT MARKS PLACE,60528.0,1,9079.2,8000.0,0.067,536.0,1.8,0.5,0.5,964.8000000000001,482.40000000000003,20.178608635686256,good
50105437,SWEETGREEN,Salads,"1740 BROADWAY, MANHATTAN, NY 10019",10019,A,13.0,40.765091155007,-73.982094413718,1010277503.0,1731 BROADWAY,614307.0,3,10238.45,8000.0,0.083,664.0,2.5,0.6,0.4,1660.0,664.0,37.35224121902301,good
50014124,EVERGREEN ON 38,Chinese,"10 EAST   38 STREET, MANHATTAN, NY 10016",10016,A,11.0,40.750634492679,-73.981990038121,1008670064.0,10 EAST 38 STREET,57938.0,2,4345.349999999999,4345.349999999999,0.06,260.72099999999995,1.2,0.3,0.7,312.8651999999999,219.00563999999991,24.897746711715342,good
50139934,LE CAFE COFFEE,Coffee/Tea,"561 10 AVENUE, MANHATTAN, NY 10036",10036,A,13.0,40.759188500462,-73.995798337059,1010707501.0,500 WEST 42 STREET,6110.0,3,1018.3333333333334,1018.3333333333334,0.083,84.52166666666668,3.0,0.7,0.30000000000000004,253.56500000000003,76.06950000000002,33.996039660323284,good
40388672,NECTAR,American,"1090 MADISON AVENUE, MANHATTAN, NY 10028",10028,Z,18.0,40.778128941659,-73.960812998275,1014937503.0,1082 MADISON AVENUE,7070.0,1,3535.0,3535.0,0.06,212.1,1.2,0.2,0.8,254.51999999999998,203.61599999999999,21.22609597726511,good
50152628,ANGELINA BAKERY GRAND,Bakery Products/Desserts,"450 LEXINGTON AVENUE, MANHATTAN, NY 10017",10017,,28.0,40.753095200871,-73.974853695761,1012997501.0,451 LEXINGTON AVENUE,5447.0,1,2723.5,2723.5,0.083,226.0505,3.0,0.7,0.30000000000000004,678.1514999999999,203.44545000000002,25.27646986055682,good
50113500,THE CORNER LOUNGE,Italian,"32 EAST  130 STREET, MANHATTAN, NY 10037",10037,,,40.809126817658,-73.938903560863,1017540161.0,22 EAST 130 STREET,1050.0,1,840.0,840.0,0.055,46.2,1.0,0.1,0.9,46.2,41.580000000000005,23.125080937234426,good
50152716,SHAKE SHACK #1525,American,"10 COLUMBUS CIRCLE, MANHATTAN, NY 10019",10019,,20.0,40.767808491195,-73.982266967297,1010300001.0,2 COLUMBUS CIRCLE,57670.0,19,455.2894736842105,455.2894736842105,0.06,27.31736842105263,1.2,0.2,0.8,32.780842105263154,26.224673684210526,50.90620773789367,acceptable
50060390,CHOP'T,Salads,"350 5 AVENUE, MANHATTAN, NY 10118",10118,,16.0,40.748268900702,-73.984690273581,1008630081.0,349 5 AVENUE,52220.0,7,1119.0,1119.0,0.083,92.87700000000001,2.5,0.6,0.4,232.19250000000002,92.87700000000001,29.225141338219693,good
41151907,THE BACK ROOM,American,"102 NORFOLK STREET, MANHATTAN, NY 10002",10002,A,12.0,40.718812385599,-73.987124900726,1003530049.0,102 NORFOLK STREET,1500.0,2,600.0,600.0,0.06,36.0,1.2,0.2,0.8,43.199999999999996,34.559999999999995,20.07309247599408,good
50002480,CARNEGIE HALL-WEILL CAFE,American,"881 7 AVENUE, MANHATTAN, NY 10019",10019,,28.0,40.7649344346,-73.980444691149,1010087502.0,162 WEST 56 STREET,26191.0,4,1964.325,1964.325,0.06,117.8595,1.2,0.2,0.8,141.4314,113.14512,43.33560617284312,good
50186368,CANTINA HARLEM,Mexican,"355 EAST  116 STREET, MANHATTAN, NY 10029",10029,N,35.0,40.796452989576,-73.936459277756,1016880015.0,333 EAST 116 STREET,800.0,2,320.0,320.0,0.067,21.44,1.8,0.4,0.6,38.592000000000006,23.155200000000004,29.56112185177897,good
41120682,SANT AMBROEUS,Italian,"1000 MADISON AVENUE, MANHATTAN, NY 10075",10075,,30.0,40.775316250548,-73.962865454507,1013927501.0,1009 MADISON AVENUE,54449.0,1,8167.349999999999,8000.0,0.055,440.0,1.0,0.1,0.9,440.0,396.0,25.754630949444486,good
50146399,DUNKIN DONUTS,Donuts,"275 MADISON AVENUE, MANHATTAN, NY 10016",10016,,17.0,40.751254455846,-73.979867634054,1008690054.0,273 MADISON AVENUE,281263.0,4,3515.7875000000004,3515.7875000000004,0.083,291.81036250000005,3.0,0.8,0.19999999999999996,875.4310875000001,175.08621749999998,11.078541578898738,good
50005547,DUNKIN',Donuts,"48 WEST   37 STREET, MANHATTAN, NY 10018",10018,A,12.0,40.750986221235,-73.984743785129,1008380068.0,32 WEST 37 STREET,1000.0,1,800.0,800.0,0.083,66.4,3.0,0.8,0.19999999999999996,199.20000000000002,39.839999999999996,22.652269492106797,good
50065982,EL CASTILLO DE MADISON,Latin American,"207 MADISON STREET, MANHATTAN, NY 10002",10002,,35.0,40.712686306369,-73.989521234924,1002710034.0,203 MADISON STREET,900.0,1,720.0,720.0,0.06,43.199999999999996,1.2,0.2,0.8,51.839999999999996,41.472,21.17590694727154,good
50106335,MASALA KING,Indian,"64 EAST   34 STREET, MANHATTAN, NY 10016",10016,,44.0,40.74746708561,-73.98229405694,1008630053.0,48 EAST 34 STREET,26265.0,2,3939.75,3939.75,0.055,216.68625,1.0,0.15,0.85,216.68625,184.1833125,28.4848229898152,good
41606173,ALLIANZ CAFETERIA,American,"1633 BROADWAY, MANHATTAN, NY 10019",10019,A,11.0,40.76156716221,-73.983961634192,1010220026.0,1634 BROADWAY,60589.0,6,1514.725,1514.725,0.06,90.8835,1.2,0.2,0.8,109.0602,87.24816,40.44516487908957,good
50073766,JOE JR.,American,"167 3 AVENUE, MANHATTAN, NY 10003",10003,,27.0,40.734693487788,-73.986140350695,1008970041.0,167 3 AVENUE,15300.0,2,2295.0,2295.0,0.06,137.7,1.2,0.2,0.8,165.23999999999998,132.19199999999998,22.94217150583657,good
50161736,ESCHEL,Jewish/Kosher,"507 COLUMBUS AVENUE, MANHATTAN, NY 10024",10024,N,60.0,40.785452690359,-73.972909486462,1011980003.0,505 COLUMBUS AVENUE,4000.0,3,666.6666666666666,666.6666666666666,0.06,39.99999999999999,1.1,0.15,0.85,43.99999999999999,37.39999999999999,29.02913059605481,good
50166684,BEST WESTERN PREMIER,American,"50 WEST   36 STREET, MANHATTAN, NY 10018",10018,A,10.0,40.750580119388,-73.985696709367,1008370074.0,52 WEST 36 STREET,23700.0,3,2370.0,2370.0,0.06,142.2,1.2,0.2,0.8,170.64,136.512,22.38417391144534,good
50075962,CHAMPION PIZZA,Pizza,"17 CLEVELAND PLACE, MANHATTAN, NY 10012",10012,A,11.0,40.721596271652,-73.99733756748,1004810008.0,17 CLEVELAND PLACE,1636.0,3,436.2666666666667,436.2666666666667,0.067,29.22986666666667,1.8,0.5,0.5,52.613760000000006,26.306880000000003,22.089328986549805,good
41621699,MI PASO CENTRO AMERICANO RESTAURANT,Latin American,"4129 BROADWAY, MANHATTAN, NY 10033",10033,,26.0,40.845812847353,-73.938573355861,1021430029.0,4126 BROADWAY,3592.0,2,898.0,898.0,0.06,53.879999999999995,1.2,0.2,0.8,64.65599999999999,51.724799999999995,25.690660948852845,good
50049617,BAKERY MOCANA,Bakery Products/Desserts,"1540 SAINT NICHOLAS AVENUE, MANHATTAN, NY 10040",10040,Z,72.0,40.853147917059,-73.930914032652,1021580001.0,1540 ST NICHOLAS AVENUE,3000.0,3,800.0,800.0,0.083,66.4,3.0,0.7,0.30000000000000004,199.20000000000002,59.76000000000001,26.40166187862556,good
50123284,STARBUCKS,Coffee/Tea,"444 MADISON AVENUE, MANHATTAN, NY 10022",10022,A,10.0,40.757574853259,-73.975804929436,1012850015.0,444 MADISON AVENUE,401686.0,2,10042.15,8000.0,0.083,664.0,3.0,0.7,0.30000000000000004,1992.0,597.6000000000001,25.94351940020705,good
50186403,OMAKASE BY TENTO,Japanese,"106 AVENUE B, MANHATTAN, NY 10009",10009,N,25.0,40.72492418461,-73.981325959827,1004020036.0,106 AVENUE B,1000.0,1,800.0,800.0,0.055,44.0,1.0,0.15,0.85,44.0,37.4,18.520349358812663,good
50112178,BUTLER,Coffee/Tea,"177 LAFAYETTE STREET, MANHATTAN, NY 10013",10013,A,10.0,40.720490153507,-73.998661590775,1004720028.0,154 GRAND STREET,35287.0,3,3528.7000000000003,3528.7000000000003,0.083,292.88210000000004,3.0,0.7,0.30000000000000004,878.6463000000001,263.59389000000004,27.94468686123844,good
40367338,"TAP ROOM, GRAB & GO",American,"180 CENTRAL PARK SOUTH, MANHATTAN, NY 10019",10019,A,13.0,40.766718222992,-73.978736594767,1010110001.0,919 7 AVENUE,1700.0,4,340.0,340.0,0.06,20.4,1.2,0.2,0.8,24.479999999999997,19.584,43.77638817411684,good
50136934,EL NUEVO CAPRI II RESTAURANT,Latin American,"1497 SAINT NICHOLAS AVENUE, MANHATTAN, NY 10033",10033,A,5.0,40.851798113107,-73.931927562314,1021660052.0,1497 ST NICHOLAS AVENUE,3500.0,2,875.0,875.0,0.06,52.5,1.2,0.2,0.8,63.0,50.400000000000006,30.023971840823585,good
41114768,PUFFY'S TAVERN,American,"81 HUDSON STREET, MANHATTAN, NY 10013",10013,A,8.0,40.718513586926,-74.00885271823,1001800008.0,81 HUDSON STREET,975.0,1,780.0,780.0,0.06,46.8,1.2,0.2,0.8,56.16,44.928,19.95286576920273,good
