restaurant_id,name,cuisine,address,zipcode,inspection_grade,inspection_score,lat,lon,pluto_bbl,pluto_address,pluto_zipcode,pluto_landuse,pluto_lotarea,pluto_bldgarea,pluto_comarea,pluto_retailarea,pluto_commercial_area_proxy,restaurant_count_in_bbl,raw_estimated_area_sqft,estimated_area_sqft,match_distance_m,match_quality
40564625,WAKAMBA,American,"543 8 AVENUE, MANHATTAN, NY 10018",10018,,,40.754253219151,-73.991969068086,1007610032.0,543 8 AVENUE,10018.0,5.0,1593.0,5753.0,5753.0,1300.0,5753.0,3,958.8333333333334,958.8333333333334,25.281616196072594,good
40932950,HOTEL CARLYLE - EMPLOYEE CAFETERIA,American,"35 EAST   76 STREET, MANHATTAN, NY 10021",10021,A,10.0,40.77425965477,-73.963284863567,1013907501.0,971 MADISON AVENUE,10021.0,4.0,3076.0,34202.0,16260.0,3681.0,16260.0,2,2439.0,2439.0,17.050991174009205,good
50186471,PIZZA COFFEE SHOP MAMA VIOLA,Pizza,"3594 BROADWAY, MANHATTAN, NY 10031",10031,N,7.0,40.828150151162,-73.949180694828,1020947503.0,3595 BROADWAY,10031.0,4.0,7425.0,60384.0,18324.0,3591.0,18324.0,3,1832.3999999999999,1832.3999999999999,34.0462470624212,good
50060293,AOC EAST,French,"1590 1 AVENUE, MANHATTAN, NY 10028",10028,A,8.0,40.774675000757,-73.950965542193,1015620047.0,1588 1 AVENUE,10028.0,4.0,2000.0,7750.0,1200.0,1200.0,1200.0,1,960.0,960.0,25.65952352016501,good
50127777,MATTO ESPRESSO,Coffee/Tea,"1353 2 AVENUE, MANHATTAN, NY 10021",10021,A,8.0,40.768296500785,-73.95873934696,1014260021.0,1349 2 AVENUE,10021.0,3.0,4904.0,22180.0,5116.0,4266.0,5116.0,2,1279.0,1279.0,23.64057909540767,good
50152959,GONG CHA,Coffee/Tea,"42 MOTT STREET, MANHATTAN, NY 10013",10013,,27.0,40.715168049306,-73.998748272846,1001630014.0,36 PELL STREET,10013.0,4.0,1387.0,7123.0,2135.0,1425.0,2135.0,2,854.0,854.0,11.084207487893408,good
50080585,BLUESTONE LANE,Coffee/Tea,"400 MADISON AVENUE, MANHATTAN, NY 10017",10017,,,40.756257567292,-73.976765541216,1012830017.0,400 MADISON AVENUE,10017.0,5.0,8987.0,146191.0,146191.0,7847.0,146191.0,1,7309.55,7309.55,19.278203646846773,good
50135850,CAVIAR KASPIA AT THE MARK,French,"992 MADISON AVE, MANHATTAN, NY 10075",10075,,18.0,40.775093976721,-73.963024442778,1013920017.0,992 MADISON AVENUE,10075.0,5.0,12260.0,185000.0,15494.0,15494.0,15494.0,1,4648.2,4648.2,32.41614585262516,good
41081510,CHOP'T,Salads,"60 EAST   56 STREET, MANHATTAN, NY 10022",10022,A,9.0,40.761350839717,-73.97226234471,1012910047.0,58 EAST 56 STREET,10022.0,4.0,2209.0,6750.0,1350.0,1350.0,1350.0,2,540.0,540.0,23.25039968952297,good
41396810,PEACEFOOD,Vegan,"460 AMSTERDAM AVENUE, MANHATTAN, NY 10024",10024,,28.0,40.78523396425,-73.976809556989,1012130001.0,461 AMSTERDAM AVENUE,10024.0,4.0,7600.0,24356.0,5000.0,5000.0,5000.0,5,500.0,500.0,26.878745607087502,good
50182935,SAVOUR,Korean,"3360 BROADWAY, MANHATTAN, NY 10031",10031,N,22.0,40.820541306275,-73.954736122649,1019880134.0,3350 BROADWAY,10031.0,4.0,10491.0,50742.0,4500.0,4500.0,4500.0,2,1125.0,1125.0,37.449133063567324,good
41562415,THE COMFORT DINER,American,"214 EAST   45 STREET, MANHATTAN, NY 10017",10017,Z,26.0,40.752441405529,-73.972489845978,1013190007.0,213 EAST 45 STREET,10017.0,4.0,1883.0,4519.0,1706.0,1706.0,1706.0,1,1364.8000000000002,1364.8000000000002,26.38549189969651,good
50117809,MING WONG,Chinese,"61 MOTT STREET, MANHATTAN, NY 10013",10013,Z,42.0,40.71596128159,-73.998297342146,1002010002.0,58 MOTT STREET,10013.0,4.0,1235.0,4646.0,930.0,930.0,930.0,5,148.8,200.0,16.05755162051634,good
50119902,MASSERIA EAST,Italian,"1404 3RD AVE, MANHATTAN, NY 10075",10075,N,42.0,40.774800906366,-73.956926427738,1015080039.0,1404 3 AVENUE,10075.0,4.0,2268.0,5000.0,1000.0,1000.0,1000.0,1,800.0,800.0,28.01355418055527,good
50180580,DUNKIN' BASKIN ROBINS,Donuts,"201 WEST  145 STREET, MANHATTAN, NY 10039",10039,A,12.0,40.821846310549,-73.939560259174,1020310029.0,2500 ADAM C POWELL BLVD,10039.0,4.0,4000.0,19810.0,3304.0,3304.0,3304.0,1,1652.0,1652.0,22.63378736740351,good
50084817,456 NEW SHANGHAI RESTAURANT,Chinese,"69 MOTT STREET, MANHATTAN, NY 10013",10013,,40.0,40.716167137274,-73.998171080067,1002010006.0,66 MOTT STREET,10013.0,4.0,2350.0,4475.0,2000.0,2000.0,2000.0,2,800.0,800.0,21.707860075191647,good
50181856,SUNDAY MORNING,Bakery Products/Desserts,"11 WEST   25 STREET, MANHATTAN, NY 10010",10010,Z,23.0,40.743257522665,-73.989678804521,1008270028.0,1121 BROADWAY,10010.0,5.0,10675.0,105667.0,105667.0,8000.0,105667.0,2,2641.675,2641.675,25.58659451176022,good
50171765,SEMICOLON CAFE,Coffee/Tea,"516A 3 AVENUE, MANHATTAN, NY 10016",10016,,,40.746091190562,-73.977862616496,1008900045.0,514 3 AVENUE,10016.0,4.0,1579.0,7160.0,1550.0,1550.0,1550.0,4,310.0,310.0,24.77885229790571,good
50086327,ETC.,American,"20 EAST   46 STREET, MANHATTAN, NY 10017",10017,,37.0,40.75558809138,-73.978011046346,1012810061.0,16 EAST 46 STREET,10017.0,5.0,2510.0,31512.0,0.0,0.0,9453.6,1,4726.8,4726.8,22.562582667767654,good
50163161,SUPERHET COFFEE,American,"390 MANHATTAN AVENUE, MANHATTAN, NY 10026",10026,,21.0,40.805393755815,-73.956538110413,1019430147.0,390 MANHATTAN AVENUE,10026.0,4.0,1756.0,6665.0,900.0,900.0,900.0,1,720.0,720.0,20.8404858883746,good
50178746,PURA VIDA MIAMI,Californian,"100 5 AVENUE, MANHATTAN, NY 10011",10011,N,35.0,40.736873453731,-73.992992365827,1008430003.0,75 5 AVENUE,10003.0,4.0,6150.0,63255.0,4450.0,4450.0,4450.0,1,2225.0,2225.0,30.371014033825475,good
50164638,SHAWARMA BAY,Afghan,"401 EAST   57 STREET, MANHATTAN, NY 10022",10022,Z,55.0,40.758166916485,-73.962582672855,1013690102.0,405 EAST 57 STREET,10022.0,4.0,1016.0,2500.0,700.0,700.0,700.0,1,560.0,560.0,23.56069943609377,good
50015433,FRUCES,"Juice, Smoothies, Fruit Salads","1496 AMSTERDAM AVENUE, MANHATTAN, NY 10031",10031,Z,22.0,40.818097718134,-73.952830188244,1019870036.0,1496 AMSTERDAM AVENUE,10031.0,2.0,4000.0,17749.0,0.0,0.0,5324.7,1,2662.35,2662.35,29.629536662793036,good
50125628,BUTTERDOSE,Coffee/Tea,"236 EAST   13 STREET, MANHATTAN, NY 10003",10003,A,2.0,40.732204061238,-73.986775915207,1004680020.0,222 EAST 13 STREET,10003.0,8.0,2212.0,5928.0,0.0,0.0,1778.3999999999999,1,1422.72,1422.72,23.051656805073996,good
50141382,SOMM TIME,New American,"254 BROOME STREET, MANHATTAN, NY 10002",10002,A,12.0,40.718044134176,-73.989964104324,1004080010.0,88 ORCHARD STREET,10002.0,4.0,1369.0,6600.0,1800.0,1800.0,1800.0,4,360.0,360.0,13.767951169632429,good
50140400,OLE & STEEN,American,"1280 LEXINGTON AVENUE, MANHATTAN, NY 10028",10028,A,13.0,40.779595455676,-73.955518718157,1015157505.0,1289 LEXINGTON AVENUE,10028.0,4.0,13983.0,184046.0,31722.0,31722.0,31722.0,2,4758.3,4758.3,37.0668905976625,good
41697654,HOT JALAPENO,Mexican,"219 EAST  116 STREET, MANHATTAN, NY 10029",10029,A,12.0,40.797684222238,-73.939390857221,1016650145.0,210 EAST 116 STREET,10029.0,4.0,1398.0,2448.0,816.0,816.0,816.0,1,652.8000000000001,652.8000000000001,28.15833708992614,good
50108454,NOZ MARKET,Japanese,"1374 3 AVENUE, MANHATTAN, NY 10075",10075,N,18.0,40.773700557744,-73.95772866569,1014130033.0,1374 3 AVENUE,10075.0,4.0,2567.0,10489.0,3110.0,2460.0,3110.0,1,1555.0,1555.0,28.95321022707893,good
50000233,PALM COURT,American,"768 FIFTH AVENUE, MANHATTAN, NY 10019",10019,Z,29.0,40.7641481437,-73.973950630007,1012730044.0,4 WEST 58 STREET,10019.0,5.0,6527.0,61000.0,61000.0,6500.0,61000.0,3,3050.0,3050.0,53.58888191437656,acceptable
41196542,STARBUCKS COFFEE,Coffee/Tea,"373 5 AVENUE, MANHATTAN, NY 10016",10016,A,11.0,40.749185556873,-73.984000717891,1008650001.0,373 5 AVENUE,10016.0,5.0,2525.0,21955.0,2300.0,2300.0,2300.0,2,920.0,920.0,27.966019229418944,good
40851227,THE MAGICIAN,American,"118 RIVINGTON STREET, MANHATTAN, NY 10002",10002,,22.0,40.719773078381,-73.987341166409,1003540038.0,118 RIVINGTON STREET,10002.0,5.0,1500.0,1497.0,1497.0,1497.0,1497.0,1,1197.6000000000001,1197.6000000000001,18.09061036880606,good
50165002,NAYA,Middle Eastern,"1285 6 AVENUE, MANHATTAN, NY 10019",10019,A,10.0,40.760745825561,-73.979817827252,1010040029.0,1285 AVENUE OF THE AMER,10019.0,5.0,80333.0,1613847.0,1613847.0,22929.0,1613847.0,12,6724.3625,6724.3625,76.0812388637744,acceptable
50159486,GREEN BLEND EATERY,"Juice, Smoothies, Fruit Salads","387 8 AVENUE, MANHATTAN, NY 10001",10001,,50.0,40.749238739137,-73.995618510276,1007530037.0,387 8 AVENUE,10001.0,4.0,1260.0,3822.0,900.0,900.0,900.0,2,360.0,360.0,23.225697606922722,good
50160241,YUKA,Japanese,"1557 2 AVENUE, MANHATTAN, NY 10028",10028,,20.0,40.774508909984,-73.954207903167,1015260027.0,1557 2 AVENUE,10028.0,4.0,1507.0,4444.0,1507.0,1507.0,1507.0,1,1205.6000000000001,1205.6000000000001,25.866642721687917,good
50111191,BLUESTONE LANE,Australian,"109 WEST BROADWAY, MANHATTAN, NY 10013",10013,,33.0,40.716089964712,-74.008747782425,1001460011.0,112 READE STREET,10013.0,4.0,1536.0,8080.0,4480.0,4480.0,4480.0,2,1120.0,1120.0,16.804553550283316,good
50120191,MUSETTE WINE BAR,French,"420 LENOX AVENUE, MANHATTAN, NY 10037",10037,A,9.0,40.811651166096,-73.942640206505,1017290001.0,420 LENOX AVENUE,10037.0,4.0,1445.0,5440.0,1200.0,1200.0,1200.0,1,960.0,960.0,33.43917157196357,good
41707875,NEW GOLDEN STAR RESTAURANT,Chinese,"4247 BROADWAY, MANHATTAN, NY 10033",10033,,11.0,40.849780417529,-73.936158731473,1021760137.0,4249 BROADWAY,10033.0,5.0,2575.0,6825.0,6825.0,6825.0,6825.0,3,1137.5,1137.5,24.888651455938984,good
50137468,MUNCHIES CREPES,Pancakes/Waffles,"601 WEST  180 STREET, MANHATTAN, NY 10033",10033,A,5.0,40.848706248002,-73.934421166125,1021620037.0,1395 ST NICHOLAS AVENUE,10033.0,4.0,5000.0,20932.0,4000.0,4000.0,4000.0,1,2000.0,2000.0,20.982473592226267,good
50007126,SANDWICHERIE OF NEW YORK,American,"202 EAST   42 STREET, MANHATTAN, NY 10017",10017,A,13.0,40.750652220779,-73.97420857256,1013150048.0,202 EAST 42 STREET,10017.0,4.0,1745.0,7855.0,6280.0,3140.0,6280.0,5,628.0,628.0,30.877775862590678,good
50156679,PICA POLLO JOA RESTAURANT,Spanish,"1370 SAINT NICHOLAS AVENUE, MANHATTAN, NY 10033",10033,Z,43.0,40.847765049235,-73.934852223376,1021620044.0,1381 ST NICHOLAS AVENUE,10033.0,4.0,5000.0,20247.0,2500.0,2500.0,2500.0,1,2000.0,2000.0,54.9368069008041,acceptable
50159621,LE BASQUE,Vegan,"15 UNION SQUARE WEST, MANHATTAN, NY 10003",10003,N,26.0,40.735783666285,-73.991296531347,1008427502.0,15 UNION SQUARE WEST,10003.0,4.0,12915.0,89289.0,14872.0,14872.0,14872.0,1,4461.599999999999,4461.599999999999,35.63446533011338,good
50091096,BENARES,Indian,"45 MURRAY STREET, MANHATTAN, NY 10007",10007,A,7.0,40.71404780671,-74.009382384449,1001337508.0,47 MURRAY STREET,10007.0,4.0,2512.0,10473.0,3267.0,3267.0,3267.0,1,1633.5,1633.5,23.725541510795065,good
50081133,TACO INN,Tex-Mex,"1495 SAINT NICHOLAS AVENUE, MANHATTAN, NY 10033",10033,A,10.0,40.851603320565,-73.932068736195,1021570008.0,1488 ST NICHOLAS AVENUE,10033.0,5.0,7992.0,7544.0,7544.0,7544.0,7544.0,3,1257.3333333333333,1257.3333333333333,32.85411150748482,good
50072936,NUSRET STEAKHOUSE,Turkish,"51 WEST   52 STREET, MANHATTAN, NY 10019",10019,A,12.0,40.760641249471,-73.978308981387,1012687501.0,49 WEST 52 STREET,10019.0,5.0,45925.0,730175.0,730175.0,32737.0,730175.0,2,18254.375,8000.0,40.21122302472024,good
41398154,LITTLE ITALY PIZZA,Pizza,"154 CHURCH STREET, MANHATTAN, NY 10007",10007,A,7.0,40.714838403799,-74.008015342742,1001367506.0,108 CHAMBERS STREET,10007.0,4.0,1947.0,15657.0,1689.0,1689.0,1689.0,1,1351.2,1351.2,19.77494956332261,good
50135702,GARVEY'S TIMES SQUARE,American,"206 WEST   41 STREET, MANHATTAN, NY 10036",10036,A,13.0,40.755589570563,-73.987998478006,1010120037.0,206 WEST 41 STREET,10036.0,5.0,2469.0,11562.0,2110.0,2110.0,2110.0,2,844.0,844.0,23.133317967880018,good
50157598,NO GEM,Korean,"51 CANAL STREET, MANHATTAN, NY 10002",10002,A,3.0,40.714841128296,-73.991699682984,1002940022.0,50 CANAL STREET,10002.0,4.0,2316.0,14047.0,2317.0,2316.0,2317.0,1,1853.6000000000001,1853.6000000000001,19.432187926009448,good
50119559,LULLABY,American,"151 RIVINGTON STREET, MANHATTAN, NY 10002",10002,A,5.0,40.719240393784,-73.985645741014,1003480016.0,153 RIVINGTON STREET,10002.0,4.0,988.0,3500.0,1190.0,1190.0,1190.0,3,317.3333333333333,317.3333333333333,13.804775841181533,good
50129506,TERIYAKI ONE,Asian/Asian Fusion,"42 WEST   56 STREET, MANHATTAN, NY 10019",10019,A,12.0,40.762877744595,-73.975889632694,1012710054.0,26 WEST 56 STREET,10019.0,5.0,2010.0,11421.0,11421.0,0.0,11421.0,2,1713.1499999999999,1713.1499999999999,22.39574564533046,good
50181109,PIZZA STOP,Pizza,"531 LENOX AVENUE, MANHATTAN, NY 10037",10037,N,34.0,40.815179600583,-73.940079344028,1019210034.0,531 LENOX AVENUE,10037.0,4.0,4050.0,18744.0,1500.0,1500.0,1500.0,1,1200.0,1200.0,33.354546966161436,good
41090212,REBEL,Caribbean,"29 CLINTON STREET, MANHATTAN, NY 10002",10002,A,10.0,40.720458903139,-73.984364790075,1003500030.0,168 STANTON STREET,10002.0,4.0,1875.0,10301.0,1200.0,1200.0,1200.0,2,480.0,480.0,13.715508851493382,good
50047966,BAGEL BELLY,Sandwiches/Salads/Mixed Buffet,"114 3 AVENUE, MANHATTAN, NY 10003",10003,,17.0,40.732917777078,-73.987461340043,1005590036.0,114 3 AVENUE,10003.0,4.0,2588.0,3693.0,2165.0,2165.0,2165.0,1,1732.0,1732.0,26.454281271270094,good
50082264,LAO MA SPICY,Chinese,"58 EAST    8 STREET, MANHATTAN, NY 10003",10003,A,12.0,40.730980466768,-73.993371842863,1005480028.0,50 EAST 8 STREET,10003.0,3.0,23550.0,100591.0,11445.0,6200.0,11445.0,9,381.5,381.5,37.672574468398366,good
50018025,SUBWAY,Sandwiches,"29 EAST    8 STREET, MANHATTAN, NY 10003",10003,A,9.0,40.731521250166,-73.994605783536,1005480009.0,13 UNIVERSITY PLACE,10003.0,5.0,9370.0,55224.0,55224.0,5039.0,55224.0,2,4141.8,4141.8,27.74254014210614,good
41270498,STARBUCKS,Coffee/Tea,"301 WEST  145 STREET, MANHATTAN, NY 10039",10039,A,4.0,40.822901579482,-73.942059594277,1020300005.0,2726 8 AVENUE,10030.0,5.0,4000.0,11730.0,11730.0,3128.0,11730.0,2,1759.5,1759.5,47.93379302450943,good
50150358,HANDROLL BAR ROLLING,Japanese,"864 6 AVENUE, MANHATTAN, NY 10001",10001,A,13.0,40.747646365295,-73.989331653312,1008320080.0,870 AVENUE OF THE AMER,10001.0,4.0,1260.0,5040.0,5040.0,2520.0,5040.0,1,2520.0,2520.0,23.57072327845863,good
50158081,THE MANNER,Seafood,"58 THOMPSON STREET, MANHATTAN, NY 10012",10012,A,13.0,40.724129676801,-74.003236169522,1004880006.0,64 THOMPSON STREET,10012.0,2.0,4794.0,16749.0,0.0,0.0,5024.7,1,2512.35,2512.35,21.38193238052563,good
50008826,RAY'S PIZZA BAGEL CAFE,Pizza,"2 SAINT MARKS PLACE, MANHATTAN, NY 10003",10003,Z,22.0,40.729401946523,-73.989597973514,1004640059.0,3 SAINT MARKS PLACE,10003.0,5.0,6921.0,60528.0,60528.0,6407.0,60528.0,1,9079.199999999999,8000.0,20.178608635686256,good
50105437,SWEETGREEN,Salads,"1740 BROADWAY, MANHATTAN, NY 10019",10019,A,13.0,40.765091155007,-73.982094413718,1010277503.0,1731 BROADWAY,10019.0,5.0,29400.0,614307.0,614307.0,60876.0,614307.0,3,10238.45,8000.0,37.35224121902301,good
50144506,NAKS,Filipino,"201 1 AVENUE, MANHATTAN, NY 10003",10003,Z,36.0,40.730191710925,-73.983409959419,1004540044.0,199 1 AVENUE,10003.0,4.0,1295.0,3330.0,833.0,833.0,833.0,1,666.4000000000001,666.4000000000001,25.586529729060842,good
50014124,EVERGREEN ON 38,Chinese,"10 EAST   38 STREET, MANHATTAN, NY 10016",10016,A,11.0,40.750634492679,-73.981990038121,1008670064.0,10 EAST 38 STREET,10016.0,5.0,4938.0,57938.0,57938.0,8092.0,57938.0,2,4345.349999999999,4345.349999999999,24.897746711715346,good
50139934,LE CAFE COFFEE,Coffee/Tea,"561 10 AVENUE, MANHATTAN, NY 10036",10036,A,13.0,40.759188500462,-73.995798337059,1010707501.0,500 WEST 42 STREET,10036.0,4.0,4108.0,27410.0,6110.0,6110.0,6110.0,3,1018.3333333333334,1018.3333333333334,33.996039660323284,good
40388672,NECTAR,American,"1090 MADISON AVENUE, MANHATTAN, NY 10028",10028,Z,18.0,40.778128941659,-73.960812998275,1014937503.0,1082 MADISON AVENUE,10028.0,4.0,6334.0,24469.0,7070.0,7070.0,7070.0,1,3535.0,3535.0,21.22609597726511,good
50152628,ANGELINA BAKERY GRAND,Bakery Products/Desserts,"450 LEXINGTON AVENUE, MANHATTAN, NY 10017",10017,,28.0,40.753095200871,-73.974853695761,1012997501.0,451 LEXINGTON AVENUE,10017.0,5.0,7532.0,126107.0,5447.0,2179.0,5447.0,1,2723.5,2723.5,25.27646986055682,good
50113500,THE CORNER LOUNGE,Italian,"32 EAST  130 STREET, MANHATTAN, NY 10037",10037,,,40.809126817658,-73.938903560863,1017540161.0,22 EAST 130 STREET,10037.0,2.0,1665.0,3500.0,0.0,0.0,1050.0,1,840.0,840.0,23.125080937234422,good
50152716,SHAKE SHACK #1525,American,"10 COLUMBUS CIRCLE, MANHATTAN, NY 10019",10019,,20.0,40.767808491195,-73.982266967297,1010300001.0,2 COLUMBUS CIRCLE,10019.0,8.0,4624.0,57670.0,57670.0,0.0,57670.0,19,455.2894736842105,455.2894736842105,50.90620773789367,acceptable
50060390,CHOP'T,Salads,"350 5 AVENUE, MANHATTAN, NY 10118",10118,,16.0,40.748268900702,-73.984690273581,1008630081.0,349 5 AVENUE,10016.0,5.0,5925.0,52220.0,52220.0,11605.0,52220.0,7,1119.0,1119.0,29.225141338219693,good
41151907,THE BACK ROOM,American,"102 NORFOLK STREET, MANHATTAN, NY 10002",10002,A,12.0,40.718812385599,-73.987124900726,1003530049.0,102 NORFOLK STREET,10002.0,4.0,3772.0,15038.0,1500.0,1500.0,1500.0,2,600.0,600.0,20.07309247599408,good
50002480,CARNEGIE HALL-WEILL CAFE,American,"881 7 AVENUE, MANHATTAN, NY 10019",10019,,28.0,40.7649344346,-73.980444691149,1010087502.0,162 WEST 56 STREET,10019.0,4.0,7541.0,76364.0,26191.0,5889.0,26191.0,4,1964.3249999999998,1964.3249999999998,43.335606172843114,good
50186368,CANTINA HARLEM,Mexican,"355 EAST  116 STREET, MANHATTAN, NY 10029",10029,N,35.0,40.796452989576,-73.936459277756,1016880015.0,333 EAST 116 STREET,10029.0,4.0,1682.0,3200.0,800.0,0.0,800.0,2,320.0,320.0,29.56112185177897,good
50056360,BENJAMIN STEAKHOUSE PRIME,Steakhouse,"23 EAST   40 STREET, MANHATTAN, NY 10016",10016,,27.0,40.751427397223,-73.979990296222,1008690054.0,273 MADISON AVENUE,10016.0,5.0,12350.0,281263.0,281263.0,12200.0,281263.0,4,3515.7875000000004,3515.7875000000004,25.536218625968225,good
50154575,PHO GA VANG,Southeast Asian,"30 MARKET STREET, MANHATTAN, NY 10002",10002,A,12.0,40.712719586056,-73.994408917735,1002750022.0,30 MARKET STREET,10002.0,4.0,1868.0,6070.0,3520.0,3520.0,3520.0,1,1760.0,1760.0,20.923266412136922,good
41120682,SANT AMBROEUS,Italian,"1000 MADISON AVENUE, MANHATTAN, NY 10075",10075,,30.0,40.775316250548,-73.962865454507,1013927501.0,1009 MADISON AVENUE,10075.0,3.0,17265.0,193124.0,54449.0,11889.0,54449.0,1,8167.349999999999,8000.0,25.754630949444486,good
50146399,DUNKIN DONUTS,Donuts,"275 MADISON AVENUE, MANHATTAN, NY 10016",10016,,17.0,40.751254455846,-73.979867634054,1008690054.0,273 MADISON AVENUE,10016.0,5.0,12350.0,281263.0,281263.0,12200.0,281263.0,4,3515.7875000000004,3515.7875000000004,11.078541578898738,good
50005547,DUNKIN',Donuts,"48 WEST   37 STREET, MANHATTAN, NY 10018",10018,A,12.0,40.750986221235,-73.984743785129,1008380068.0,32 WEST 37 STREET,10018.0,4.0,2469.0,7787.0,1000.0,1000.0,1000.0,1,800.0,800.0,22.652269492106793,good
50065982,EL CASTILLO DE MADISON,Latin American,"207 MADISON STREET, MANHATTAN, NY 10002",10002,,35.0,40.712686306369,-73.989521234924,1002710034.0,203 MADISON STREET,10002.0,4.0,1587.0,4124.0,900.0,900.0,900.0,1,720.0,720.0,21.17590694727154,good
50106335,MASALA KING,Indian,"64 EAST   34 STREET, MANHATTAN, NY 10016",10016,,44.0,40.74746708561,-73.98229405694,1008630053.0,48 EAST 34 STREET,10016.0,8.0,7120.0,87550.0,0.0,0.0,26265.0,2,3939.75,3939.75,28.4848229898152,good
41606173,ALLIANZ CAFETERIA,American,"1633 BROADWAY, MANHATTAN, NY 10019",10019,A,11.0,40.76156716221,-73.983961634192,1010220026.0,1634 BROADWAY,10019.0,5.0,23291.0,60589.0,60589.0,20060.0,60589.0,6,1514.7250000000001,1514.7250000000001,40.44516487908957,good
50073766,JOE JR.,American,"167 3 AVENUE, MANHATTAN, NY 10003",10003,,27.0,40.734693487788,-73.986140350695,1008970041.0,167 3 AVENUE,10003.0,5.0,2580.0,15300.0,15300.0,2500.0,15300.0,2,2295.0,2295.0,22.94217150583657,good
50161736,ESCHEL,Jewish/Kosher,"507 COLUMBUS AVENUE, MANHATTAN, NY 10024",10024,N,60.0,40.785452690359,-73.972909486462,1011980003.0,505 COLUMBUS AVENUE,10024.0,4.0,5150.0,20727.0,4000.0,4000.0,4000.0,3,666.6666666666666,666.6666666666666,29.029130596054806,good
50166684,BEST WESTERN PREMIER,American,"50 WEST   36 STREET, MANHATTAN, NY 10018",10018,A,10.0,40.750580119388,-73.985696709367,1008370074.0,52 WEST 36 STREET,10018.0,5.0,5925.0,79000.0,0.0,0.0,23700.0,3,2370.0,2370.0,22.38417391144534,good
50075962,CHAMPION PIZZA,Pizza,"17 CLEVELAND PLACE, MANHATTAN, NY 10012",10012,A,11.0,40.721596271652,-73.99733756748,1004810008.0,17 CLEVELAND PLACE,10012.0,4.0,2502.0,9821.0,1636.0,1636.0,1636.0,3,436.2666666666667,436.2666666666667,22.089328986549805,good
