restaurant_id,name,cuisine,address,taxi_zone_id,taxi_zone_name,estimated_area_sqft,capacity,turnover_rate,takeaway_ratio,eat_in_ratio,effective_supply_index,dropoff_count,effective_demand,congestion_score,estimated_wait_minutes,nyc_datetime,weather_factor
40564625,WAKAMBA,American,"543 8 AVENUE, MANHATTAN, NY 10018",68,East Chelsea,958.8333333333334,57.53,1.2,0.2,0.8,55.22880000000001,656,22.116098156684824,0.40044502427510326,0.0,,
50154496,NIGHTLY'S,American,"1496 2 AVENUE, MANHATTAN, NY 10075",141,Lenox Hill West,566.4,33.983999999999995,1.2,0.2,0.8,32.62463999999999,560,28.20374932764607,0.8644922772372684,0.16378026458310607,,
50007666,BIBI WINE BAR,New American,"211 EAST    4 STREET, MANHATTAN, NY 10009",79,East Village,640.0,32.0,0.8,0.05,0.95,24.32,259,6.6285675727861895,0.27255623243364263,0.0,,
50086327,ETC.,American,"20 EAST   46 STREET, MANHATTAN, NY 10017",161,Midtown Center,4726.8,283.608,1.2,0.2,0.8,272.26368,1630,34.19933219824035,0.12561107011497216,0.0,,
50119902,MASSERIA EAST,Italian,"1404 3 AVENUE, MANHATTAN, NY 10075",236,Upper East Side North,800.0,44.0,1.0,0.1,0.9,39.6,1,0.11382161997219044,0.0028742833326310716,0.0,,
50119902,MASSERIA EAST,Italian,"1404 3 AVENUE, MANHATTAN, NY 10075",236,Upper East Side North,800.0,44.0,1.0,0.1,0.9,39.6,1501,39.56665318258466,0.9991579086511277,0.8887842208149981,,
50015433,FRUCES,"Juice, Smoothies, Fruit Salads","1496 AMSTERDAM AVENUE, MANHATTAN, NY 10031",152,Manhattanville,2662.35,220.97505,3.0,0.8,0.1999999999999999,132.58503,22,2.0358375940794646,0.015354958203648367,0.0,,
50182935,SAVOUR,Korean,"3360 BROADWAY, MANHATTAN, NY 10031",152,Manhattanville,1125.0,61.875,1.0,0.15,0.85,52.59375,22,6.478198838492635,0.12317430946628896,0.0,,
50060293,AOC EAST,French,"1590 1 AVENUE, MANHATTAN, NY 10028",262,Yorkville East,960.0,48.0,0.8,0.05,0.95,36.48,312,54.0013595776916,1.480300427020055,5.611140138264061,,
50127777,MATTO ESPRESSO,Coffee/Tea,"1353 2 AVENUE, MANHATTAN, NY 10021",141,Lenox Hill West,1279.0,106.157,3.0,0.7,0.3,95.54130000000002,560,12.868616548975757,0.13469166265244198,0.0,,
40932950,HOTEL CARLYLE - EMPLOYEE CAFETERIA,American,"35 EAST   76 STREET, MANHATTAN, NY 10021",237,Upper East Side South,2439.0,146.34,1.2,0.2,0.8,140.4864,1850,82.10657817184774,0.5844450293540708,0.0,,
41562415,THE COMFORT DINER,American,"214 EAST   45 STREET, MANHATTAN, NY 10017",233,UN/Turtle Bay South,1364.8000000000002,81.888,1.2,0.2,0.8,78.61248,335,35.41785528063784,0.4505373101146006,0.0,,
40367752,GRIFFIS FACULTY CLUB,American,"521 EAST   68 STREET, MANHATTAN, NY 10065",140,Lenox Hill East,8000.0,480.0,1.2,0.2,0.8,460.8,683,53.333837799691,0.11574183550280163,0.0,,
50181856,SUNDAY MORNING,Bakery Products/Desserts,"11 WEST   25 STREET, MANHATTAN, NY 10010",234,Union Sq,2641.675,219.25902500000004,3.0,0.7,0.3,197.3331225000001,794,10.782132841909048,0.05463924507609737,0.0,,
50186471,PIZZA COFFEE SHOP MAMA VIOLA,Pizza,"3594 BROADWAY, MANHATTAN, NY 10031",116,Hamilton Heights,1832.4,122.7708,1.8,0.5,0.5,110.49372,43,3.453714999198751,0.031257115781772496,0.0,,
50163161,SUPERHET COFFEE,American,"390 MANHATTAN AVENUE, MANHATTAN, NY 10026",41,Central Harlem,720.0,43.2,1.2,0.2,0.8,41.472,106,12.470207324379283,0.300689798523806,0.0,,
41223822,CHIRPING CHICKEN,Chicken,"355 AMSTERDAM AVENUE, MANHATTAN, NY 10024",239,Upper West Side South,1687.5,113.0625,2.0,0.5,0.5,113.0625,687,19.70973708583692,0.1743260328211115,0.0,,
50111559,DOUGH DOUGHNUTS,Donuts,"10 ROCKEFELLER PLAZA, MANHATTAN, NY 10020",161,Midtown Center,8000.0,664.0,3.0,0.8,0.1999999999999999,398.3999999999999,1630,11.281572344682068,0.028317199660346563,0.0,,
50125310,PREVITI PIZZA,Pizza,"344 EAST   34 STREET, MANHATTAN, NY 10016",137,Kips Bay,1600.0,107.2,1.8,0.5,0.5,96.48,286,22.69809496996297,0.23526217837855481,0.0,,
50073861,JOE & THE JUICE,"Juice, Smoothies, Fruit Salads","343 AMSTERDAM AVENUE, MANHATTAN, NY 10024",239,Upper West Side South,3100.0,257.3,3.0,0.8,0.1999999999999999,154.38,687,9.469538720459473,0.061339154815775836,0.0,,
50135850,CAVIAR KASPIA AT THE MARK,French,"992 MADISON AVENUE, MANHATTAN, NY 10075",236,Upper East Side North,4648.2,232.41,0.8,0.05,0.95,176.6316,1,0.11885286063969412,0.0006728856028009378,0.0,,
50135850,CAVIAR KASPIA AT THE MARK,French,"992 MADISON AVENUE, MANHATTAN, NY 10075",236,Upper East Side North,4648.2,232.41,0.8,0.05,0.95,176.6316,1501,41.31561225220493,0.23390838475224665,0.0,,
40885315,PATSY'S PIZZERIA,Pizza,"204 EAST   60 STREET, MANHATTAN, NY 10022",141,Lenox Hill West,1466.6666666666667,98.26666666666668,1.8,0.5,0.5,88.44000000000001,560,19.364703865405257,0.2189586597173819,0.0,,
50084817,456 NEW SHANGHAI RESTAURANT,Chinese,"69 MOTT STREET, MANHATTAN, NY 10013",45,Chinatown,800.0,48.0,1.2,0.3,0.7,40.31999999999999,56,3.7221951623393705,0.09231634827230584,0.0,,
50180580,DUNKIN' BASKIN ROBINS,Donuts,"201 WEST  145 STREET, MANHATTAN, NY 10039",42,Central Harlem North,1652.0,137.116,3.0,0.8,0.1999999999999999,82.2696,74,3.697685337184434,0.04494595011017963,0.0,,
50171757,INDAY ROCKEFELLER,Indian,"1 ROCKEFELLER PLAZA, MANHATTAN, NY 10020",161,Midtown Center,4030.2,221.661,1.0,0.15,0.85,188.41185,1630,35.898869866747006,0.19053403417432083,0.0,,
50080585,BLUESTONE LANE,Coffee/Tea,"400 MADISON AVENUE, MANHATTAN, NY 10017",161,Midtown Center,7309.55,606.6926500000001,3.0,0.7,0.3,546.0233850000002,1630,15.604240669477209,0.028577971380249957,0.0,,
50117809,MING WONG,Chinese,"61 MOTT STREET, MANHATTAN, NY 10013",45,Chinatown,200.0,12.0,1.2,0.3,0.7,10.079999999999998,56,3.7221951623393705,0.36926539308922335,0.0,,
41364268,LAVAGNA,Italian,"545 EAST    5 STREET, MANHATTAN, NY 10009",79,East Village,1634.88,89.9184,1.0,0.1,0.9,80.92656000000001,259,6.347969204686332,0.07844111012115591,0.0,,
50152959,GONG CHA,Coffee/Tea,"42 MOTT STREET, MANHATTAN, NY 10013",45,Chinatown,854.0,70.882,3.0,0.7,0.3,63.79380000000001,56,1.889808126106354,0.02962369581536691,0.0,,
50171765,SEMICOLON CAFE,Coffee/Tea,"516A 3 AVENUE, MANHATTAN, NY 10016",170,Murray Hill,310.0,25.73,3.0,0.7,0.3,23.157000000000004,879,13.525051343389352,0.5840588739210325,0.0,,
50008826,RAY'S PIZZA BAGEL CAFE,Pizza,"2 SAINT MARKS PLACE, MANHATTAN, NY 10003",79,East Village,8000.0,536.0,1.8,0.5,0.5,482.4,259,3.966585382953703,0.008222606515243995,0.0,,
50139934,LE CAFE COFFEE,Coffee/Tea,"561 10 AVENUE, MANHATTAN, NY 10036",246,West Chelsea/Hudson Yards,1018.3333333333334,84.52166666666668,3.0,0.7,0.3,76.06950000000002,594,15.273203102025906,0.2007795910585176,0.0,,
40388672,NECTAR,American,"1090 MADISON AVENUE, MANHATTAN, NY 10028",236,Upper East Side North,3535.0,212.1,1.2,0.2,0.8,203.616,1,0.10358640105935991,0.0005087340928972179,0.0,,
40388672,NECTAR,American,"1090 MADISON AVENUE, MANHATTAN, NY 10028",236,Upper East Side North,3535.0,212.1,1.2,0.2,0.8,203.616,1501,36.00868803439276,0.17684606334665626,0.0,,
50105437,SWEETGREEN,Salads,"1740 BROADWAY, MANHATTAN, NY 10019",163,Midtown North,8000.0,664.0,2.5,0.6,0.4,664.0,898,22.948960209387998,0.03456168706233132,0.0,,
50129506,TERIYAKI ONE,Asian/Asian Fusion,"42 WEST   56 STREET, MANHATTAN, NY 10019",161,Midtown Center,1713.15,102.789,1.1,0.2,0.8,90.45432,1630,34.19933219824035,0.3780840118884355,0.0,,
50158081,THE MANNER,Seafood,"58 THOMPSON STREET, MANHATTAN, NY 10012",211,SoHo,2512.35,125.6175,0.8,0.05,0.95,95.4693,259,21.692582206486904,0.22722050131808763,0.0,,
41270498,STARBUCKS,Coffee/Tea,"301 WEST  145 STREET, MANHATTAN, NY 10039",42,Central Harlem North,1759.5,146.0385,3.0,0.7,0.3,131.43465,74,5.114497355381623,0.038912854071446325,0.0,,
50065982,EL CASTILLO DE MADISON,Latin American,"207 MADISON STREET, MANHATTAN, NY 10002",232,Two Bridges/Seward Park,720.0,43.2,1.2,0.2,0.8,41.472,89,10.170242350965914,0.24523153816950988,0.0,,
41196542,STARBUCKS COFFEE,Coffee/Tea,"373 5 AVENUE, MANHATTAN, NY 10016",170,Murray Hill,920.0,76.36,3.0,0.7,0.3,68.724,879,13.525051343389352,0.19680244664730445,0.0,,
50181109,PIZZA STOP,Pizza,"531 LENOX AVENUE, MANHATTAN, NY 10037",42,Central Harlem North,1200.0,80.4,1.8,0.5,0.5,72.36000000000001,74,7.696299468589447,0.10636124196502827,0.0,,
41398154,LITTLE ITALY PIZZA,Pizza,"154 CHURCH STREET, MANHATTAN, NY 10007",231,TriBeCa/Civic Center,1351.2,90.5304,1.8,0.5,0.5,81.47736000000002,393,11.389516021842,0.13978749461006099,0.0,,
50082264,LAO MA SPICY,Chinese,"58 EAST    8 STREET, MANHATTAN, NY 10003",113,Greenwich Village North,381.5,22.89,1.2,0.3,0.7,19.2276,274,13.75979228300422,0.7156271340679139,0.0,,
41606173,ALLIANZ CAFETERIA,American,"1633 BROADWAY, MANHATTAN, NY 10019",230,Times Sq/Theatre District,1514.725,90.8835,1.2,0.2,0.8,87.24816,949,23.206225148199593,0.2659795363959491,0.0,,
50135702,GARVEY'S TIMES SQUARE,American,"206 WEST   41 STREET, MANHATTAN, NY 10036",100,Garment District,844.0,50.64,1.2,0.2,0.8,48.6144,416,16.460474043281792,0.33859255782817005,0.0,,
50014124,EVERGREEN ON 38,Chinese,"10 EAST   38 STREET, MANHATTAN, NY 10016",170,Murray Hill,4345.349999999999,260.72099999999995,1.2,0.3,0.7,219.00563999999991,879,26.639149226476693,0.12163681824119554,0.0,,
50091096,BENARES,Indian,"45 MURRAY STREET, MANHATTAN, NY 10007",231,TriBeCa/Civic Center,1633.5,89.8425,1.0,0.15,0.85,76.366125,393,17.412631409194116,0.2280151233180172,0.0,,
50081133,TACO INN,Tex-Mex,"1495 SAINT NICHOLAS AVENUE, MANHATTAN, NY 10033",243,Washington Heights North,1257.3333333333333,84.24133333333333,1.8,0.4,0.6,90.98064,26,2.2151149131694754,0.024347101901783453,0.0,,
50106335,MASALA KING,Indian,"64 EAST   34 STREET, MANHATTAN, NY 10016",164,Midtown South,3939.75,216.68625,1.0,0.15,0.85,184.1833125,548,13.732871676979672,0.0745608898579217,0.0,,
50141382,SOMM TIME,New American,"254 BROOME STREET, MANHATTAN, NY 10002",148,Lower East Side,360.0,18.0,0.8,0.05,0.95,13.68,146,5.835242477180868,0.4265528126594202,0.0,,
50125628,BUTTERDOSE,Coffee/Tea,"236 EAST   13 STREET, MANHATTAN, NY 10003",79,East Village,1422.72,118.08576,3.0,0.7,0.3,106.27718400000003,259,2.63595388066809,0.02480263196160795,0.0,,
50157598,NO GEM,Korean,"51 CANAL STREET, MANHATTAN, NY 10002",148,Lower East Side,1853.6,101.948,1.0,0.15,0.85,86.65579999999999,146,5.3384498065613,0.0616052221150956,0.0,,
50119559,LULLABY,American,"151 RIVINGTON STREET, MANHATTAN, NY 10002",232,Two Bridges/Seward Park,317.3333333333333,19.04,1.2,0.2,0.8,18.2784,89,10.170242350965914,0.5564076916451064,0.0,,
50120191,MUSETTE WINE BAR,French,"420 LENOX AVENUE, MANHATTAN, NY 10037",42,Central Harlem North,960.0,48.0,0.8,0.05,0.95,36.48,74,12.861299118173811,0.3525575416166067,0.0,,
41120682,SANT AMBROEUS,Italian,"1000 MADISON AVENUE, MANHATTAN, NY 10075",236,Upper East Side North,8000.0,440.0,1.0,0.1,0.9,396.0,1,0.11382161997219044,0.00028742833326310716,0.0,,
41120682,SANT AMBROEUS,Italian,"1000 MADISON AVENUE, MANHATTAN, NY 10075",236,Upper East Side North,8000.0,440.0,1.0,0.1,0.9,396.0,1501,39.56665318258466,0.09991579086511278,0.0,,
41707875,NEW GOLDEN STAR RESTAURANT,Chinese,"4247 BROADWAY, MANHATTAN, NY 10033",244,Washington Heights South,1137.5,68.25,1.2,0.3,0.7,57.32999999999999,74,4.694667406820926,0.08188849479889983,0.0,,
50186368,CANTINA HARLEM,Mexican,"355 EAST  116 STREET, MANHATTAN, NY 10029",74,East Harlem North,320.0,21.44,1.8,0.4,0.6,23.155200000000004,151,8.542657320244157,0.3689304052758843,0.0,,
50073766,JOE JR.,American,"167 3 AVENUE, MANHATTAN, NY 10003",107,Gramercy,2295.0,137.7,1.2,0.2,0.8,132.19199999999998,389,17.01747270691398,0.12873299977997144,0.0,,
50018025,SUBWAY,Sandwiches,"29 EAST    8 STREET, MANHATTAN, NY 10003",113,Greenwich Village North,4141.8,343.7694,2.5,0.6,0.4,343.7694000000001,274,8.793898303011694,0.02558080592109621,0.0,,
50150358,HANDROLL BAR ROLLING,Japanese,"864 6 AVENUE, MANHATTAN, NY 10001",164,Midtown South,2520.0,138.6,1.0,0.15,0.85,117.81,548,13.732871676979672,0.11656796262609007,0.0,,
50156679,PICA POLLO JOA RESTAURANT,Spanish,"1370 SAINT NICHOLAS AVENUE, MANHATTAN, NY 10033",244,Washington Heights South,2000.0,110.0,0.9,0.1,0.9,89.10000000000001,74,5.740112519891757,0.06442326060484575,0.0,,
50159486,GREEN BLEND EATERY,"Juice, Smoothies, Fruit Salads","387 8 AVENUE, MANHATTAN, NY 10001",68,East Chelsea,360.0,29.880000000000003,3.0,0.8,0.1999999999999999,17.927999999999997,656,7.295591618293858,0.4069383990569979,0.0,,
50140400,OLE & STEEN,American,"1280 LEXINGTON AVENUE, MANHATTAN, NY 10028",236,Upper East Side North,4758.3,285.498,1.2,0.2,0.8,274.07808,1,0.10358640105935991,0.0003779448581198464,0.0,,
50140400,OLE & STEEN,American,"1280 LEXINGTON AVENUE, MANHATTAN, NY 10028",236,Upper East Side North,4758.3,285.498,1.2,0.2,0.8,274.07808,1501,36.00868803439276,0.13138113064128573,0.0,,
50005547,DUNKIN',Donuts,"48 WEST   37 STREET, MANHATTAN, NY 10018",164,Midtown South,800.0,66.4,3.0,0.8,0.1999999999999999,39.84,548,4.315689766813277,0.10832554635575493,0.0,,
50113500,THE CORNER LOUNGE,Italian,"32 EAST  130 STREET, MANHATTAN, NY 10037",42,Central Harlem North,840.0,46.2,1.0,0.1,0.9,41.580000000000005,74,12.31685878403284,0.29622074997673975,0.0,,
50160241,YUKA,Japanese,"1557 2ND AVE, MANHATTAN, NY 10028",263,Yorkville West,1205.6,66.30799999999999,1.0,0.15,0.85,56.3618,387,21.286838078584264,0.3776820129694982,0.0,,
50047966,BAGEL BELLY,Sandwiches/Salads/Mixed Buffet,"114 3 AVENUE, MANHATTAN, NY 10003",79,East Village,1732.0,143.756,2.5,0.6,0.4,143.756,259,3.3180948521174356,0.023081435572201756,0.0,,
50002480,CARNEGIE HALL-WEILL CAFE,American,"881 7 AVENUE, MANHATTAN, NY 10019",163,Midtown North,1964.325,117.8595,1.2,0.2,0.8,113.14512,898,39.956460474686125,0.3531434716290559,0.0,,
50108454,NOZ MARKET,Japanese,"1374 3 AVENUE, MANHATTAN, NY 10075",236,Upper East Side North,1555.0,85.525,1.0,0.15,0.85,72.69625,1,0.10873413287835952,0.0014957323504081643,0.0,,
50108454,NOZ MARKET,Japanese,"1374 3 AVENUE, MANHATTAN, NY 10075",236,Upper East Side North,1555.0,85.525,1.0,0.15,0.85,72.69625,1501,37.798141739313465,0.519946238482913,0.0,,
50060390,CHOP'T,Salads,"350 5 AVENUE, MANHATTAN, NY 10118",164,Midtown South,1119.0,92.877,2.5,0.6,0.4,92.877,548,7.514052315021237,0.08090326254100841,0.0,,
41697654,HOT JALAPENO,Mexican,"219 EAST  116 STREET, MANHATTAN, NY 10029",74,East Harlem North,652.8000000000001,43.73760000000001,1.8,0.4,0.6,47.23660800000001,151,8.542657320244157,0.1808482378803354,0.0,,
50007126,SANDWICHERIE OF NEW YORK,American,"202 EAST   42 STREET, MANHATTAN, NY 10017",233,UN/Turtle Bay South,628.0,37.68,1.2,0.2,0.8,36.1728,335,35.41785528063784,0.9791294917904568,0.7581421466999372,,
50000233,PALM COURT,American,"768 FIFTH AVENUE, MANHATTAN, NY 10019",163,Midtown North,3050.0,183.0,1.2,0.2,0.8,175.68,898,39.956460474686125,0.22743886882221154,0.0,,
50146399,DUNKIN DONUTS,Donuts,"275 MADISON AVENUE, MANHATTAN, NY 10016",170,Murray Hill,3515.7875000000004,291.81036250000005,3.0,0.8,0.1999999999999999,175.08621749999998,879,9.778357590603505,0.055848813974198205,0.0,,
40851227,THE MAGICIAN,American,"118 RIVINGTON STREET, MANHATTAN, NY 10002",148,Lower East Side,1197.6,71.856,1.2,0.2,0.8,68.98176,146,5.085714927403247,0.07372550261697074,0.0,,
50152628,ANGELINA BAKERY GRAND,Bakery Products/Desserts,"450 LEXINGTON AVENUE, MANHATTAN, NY 10017",162,Midtown East,2723.5,226.0505,3.0,0.7,0.3,203.44545,1006,14.388111754710705,0.07072220958842139,0.0,,
41151907,THE BACK ROOM,American,"102 NORFOLK STREET, MANHATTAN, NY 10002",232,Two Bridges/Seward Park,600.0,36.0,1.2,0.2,0.8,34.559999999999995,89,10.170242350965914,0.29427784580341193,0.0,,
50152716,SHAKE SHACK #1525,American,"10 COLUMBUS CIRCLE, MANHATTAN, NY 10019",142,Lincoln Square East,480.5833333333333,28.835,1.2,0.2,0.8,27.6816,699,35.27382803536781,1.274269841171313,3.266166071505557,,
50112178,BUTLER,Coffee/Tea,"177 LAFAYETTE STREET, MANHATTAN, NY 10013",144,Little Italy/NoLiTa,3528.7000000000003,292.88210000000004,3.0,0.7,0.3,263.59389000000004,264,5.08097352752381,0.019275763666311875,0.0,,
50182884,WANGLANG,Thai,"49 WEST   24 STREET, MANHATTAN, NY 10010",234,Union Sq,1757.6,96.668,1.0,0.15,0.85,82.16779999999999,794,24.80520468610793,0.3018847369177212,0.0,,
50133885,THE SPA CLUB,Korean,"22 WEST   32 STREET, MANHATTAN, NY 10001",164,Midtown South,1360.2642857142855,74.8145357142857,1.0,0.15,0.85,63.59235535714284,548,13.732871676979672,0.21595161242029956,0.0,,
50078316,ZUCKER'S BAGELS & SMOKED FISH,Bagels/Pretzels,"40 EAST   23 STREET, MANHATTAN, NY 10010",234,Union Sq,586.0,48.638000000000005,3.0,0.8,0.1999999999999999,29.1828,794,7.795279133569317,0.26711895820720827,0.0,,
50060822,NOBU,Japanese,"195 BROADWAY, MANHATTAN, NY 10007",261,World Trade Center,1031.25,56.71875,1.0,0.15,0.85,48.2109375,137,15.627036019525468,0.32413881226693564,0.0,,
50123284,STARBUCKS,Coffee/Tea,"444 MADISON AVENUE, MANHATTAN, NY 10022",161,Midtown Center,8000.0,664.0,3.0,0.7,0.3,597.6000000000001,1630,15.604240669477209,0.026111513837813263,0.0,,
50136934,EL NUEVO CAPRI II RESTAURANT,Latin American,"1497 SAINT NICHOLAS AVENUE, MANHATTAN, NY 10033",243,Washington Heights North,875.0,52.5,1.2,0.2,0.8,50.400000000000006,26,2.788349767475191,0.05532440014831728,0.0,,
50105465,LE PAIN QUOTIDIEN,Sandwiches/Salads/Mixed Buffet,"70 WEST   40 STREET, MANHATTAN, NY 10018",164,Midtown South,8000.0,664.0,2.5,0.6,0.4,664.0,548,7.514052315021237,0.01131634384792355,0.0,,
50133309,POTBELLY,Sandwiches,"280 BROADWAY, MANHATTAN, NY 10007",231,TriBeCa/Civic Center,8000.0,664.0,2.5,0.6,0.4,664.0,393,9.527462749848006,0.014348588478686756,0.0,,
50178911,5 PENN COFFEE BAR,American,"5 PENN PLAZA, MANHATTAN, NY 10001",68,East Chelsea,530.4375,31.82625,1.2,0.2,0.8,30.5532,656,22.116098156684824,0.7238553787061527,0.0,,
40918997,FAMOUS RAY'S PIZZA,Pizza,"736 7 AVENUE, MANHATTAN, NY 10019",230,Times Sq/Theatre District,1207.5,80.9025,1.8,0.5,0.5,72.81225,949,15.933402066806396,0.2188285908869235,0.0,,
41680991,BLAKE AND TODD,American,"52 EAST   53 STREET, MANHATTAN, NY 10022",161,Midtown Center,5646.650000000001,338.79900000000004,1.2,0.2,0.8,325.24704,1630,34.19933219824035,0.10514878843552379,0.0,,
50148482,NICCOLO PIZZERIA,Pizza,"2127 AMSTERDAM AVENUE, MANHATTAN, NY 10032",244,Washington Heights South,240.0,16.080000000000002,1.8,0.5,0.5,14.472,74,3.586760692081405,0.24784139663359628,0.0,,
50166684,BEST WESTERN PREMIER,American,"50 WEST   36 STREET, MANHATTAN, NY 10018",164,Midtown South,2370.0,142.2,1.2,0.2,0.8,136.512,548,13.082724950956568,0.09583571371715723,0.0,,
50049617,BAKERY MOCANA,Bakery Products/Desserts,"1540 SAINT NICHOLAS AVENUE, MANHATTAN, NY 10040",243,Washington Heights North,800.0,66.4,3.0,0.7,0.3,59.76000000000001,26,1.2722494284435883,0.021289314398319745,0.0,,
50100556,GRAB AND GO,Jewish/Kosher,"20 WEST   47 STREET, MANHATTAN, NY 10036",161,Midtown Center,2763.8250000000003,165.82950000000002,1.1,0.15,0.85,155.05058250000002,1630,35.898869866747006,0.23153005482418618,0.0,,
41703394,PIONEERS BAR & LOUNGE,American,"134 WEST   29 STREET, MANHATTAN, NY 10001",186,Penn Station/Madison Sq West,788.75,47.325,1.2,0.2,0.8,45.432,510,22.71338475101343,0.4999424359705368,0.0,,
50075962,CHAMPION PIZZA,Pizza,"17 CLEVELAND PLACE, MANHATTAN, NY 10012",144,Little Italy/NoLiTa,436.2666666666667,29.22986666666667,1.8,0.5,0.5,26.306880000000003,264,7.645852787205268,0.2906408052648306,0.0,,
50132265,LOBSTER STEAKHOUSE RESTAURANT,Latin American,"701 WEST  179 STREET, MANHATTAN, NY 10033",244,Washington Heights South,1500.0,90.0,1.2,0.2,0.8,86.4,74,5.223942496659564,0.06046229741504125,0.0,,
50186403,OMAKASE BY TENTO,Japanese,"106 AVENUE B, MANHATTAN, NY 10009",79,East Village,800.0,44.0,1.0,0.15,0.85,37.4,259,6.064233905463141,0.16214529158992355,0.0,,
41114768,PUFFY'S TAVERN,American,"81 HUDSON STREET, MANHATTAN, NY 10013",231,TriBeCa/Civic Center,780.0,46.8,1.2,0.2,0.8,44.928,393,16.588276127326044,0.36921910895935817,0.0,,
40367338,"TAP ROOM, GRAB & GO",American,"180 CENTRAL PARK SOUTH, MANHATTAN, NY 10019",163,Midtown North,340.0,20.4,1.2,0.2,0.8,19.584,898,39.956460474686125,2.0402604409051333,13.812406069003597,,
