user_id,current_time,origin_lat,origin_lng,rank,restaurant_id,name,cuisine,address,estimated_travel_minutes,estimated_wait_minutes,total_user_time,current_utilization,idle_capacity_score,preference_match_score,promotion_bonus,active_promotion_id,final_score
3,2026-05-15 18:30:00,40.728083355279644,-74.00596049316974,1,50167629,NORIMEN,Korean,"24 ELIZABETH STREET, MANHATTAN, NY 10013",5.073606182663637,0.0,5.073606182663637,0.023109719649932196,0.9768902803500678,1.0,0.0,,0.4128930721110956
3,2026-05-15 18:30:00,40.728083355279644,-74.00596049316974,2,41139219,DOKEBI GRILL,Korean,"199 GRAND STREET, MANHATTAN, NY 10013",4.19707063963599,0.0,4.19707063963599,0.06330038597628669,0.9366996140237133,1.0,0.0,,0.4084774924162845
3,2026-05-15 18:30:00,40.728083355279644,-74.00596049316974,3,50130299,GEN KOREAN BBQ HOUSE,Korean,"150 EAST   14 STREET, MANHATTAN, NY 10003",5.42984490592817,0.0,5.42984490592817,0.033423404604982956,0.9665765953950171,1.0,0.0,,0.4080256764458877
3,2026-05-15 18:30:00,40.728083355279644,-74.00596049316974,4,50161085,LULULALA,Korean,"139 HESTER STREET, MANHATTAN, NY 10002",5.171554292034588,0.0,5.171554292034588,0.05501876160565704,0.944981238394343,1.0,0.0,,0.40428645635327554
3,2026-05-15 18:30:00,40.728083355279644,-74.00596049316974,5,50066778,MS. YOO,Korean,"163 ALLEN STREET, MANHATTAN, NY 10002",5.32107975857122,0.0,5.32107975857122,0.07804226333552568,0.9219577366644743,1.0,0.0,,0.3975698207713552
4,2026-05-15 18:30:00,40.710455050190276,-73.94204414688026,1,50114771,FISHMARKET II,Asian/Asian Fusion,"171 AVENUE A, MANHATTAN, NY 10009",13.005075082457921,0.0,13.005075082457921,0.05914351643285838,0.9408564835671416,1.0,0.0,,0.4184358756308677
4,2026-05-15 18:30:00,40.710455050190276,-73.94204414688026,2,50077626,MONOMONO,Asian/Asian Fusion,"116 EAST    4 STREET, MANHATTAN, NY 10003",14.070674215881533,0.0,14.070674215881533,0.03034262490315807,0.9696573750968419,1.0,0.0,,0.4177587015158866
4,2026-05-15 18:30:00,40.710455050190276,-73.94204414688026,3,50174990,AT CAVE,Asian/Asian Fusion,"103 EAST    2 STREET, MANHATTAN, NY 10009",13.608378332872597,0.0,13.608378332872597,0.05108672559053675,0.9489132744094633,1.0,0.0,,0.41599017931162385
4,2026-05-15 18:30:00,40.710455050190276,-73.94204414688026,4,50165892,YAYA TEA,Asian/Asian Fusion,"51 CHRYSTIE STREET, MANHATTAN, NY 10002",14.974327135687583,0.0,14.974327135687583,0.012040044809193294,0.9879599551908067,1.0,0.0,,0.4156541301485226
4,2026-05-15 18:30:00,40.710455050190276,-73.94204414688026,5,50162881,BOONGS CAFE,Asian/Asian Fusion,"327 EAST   12 STREET, MANHATTAN, NY 10003",14.232070217091849,0.0,14.232070217091849,0.03444313451090377,0.9655568654890962,1.0,0.0,,0.41554046092959285
5,2026-05-15 18:30:00,40.80820070211378,-73.95627346799836,1,50101251,THAI SUPER,Thai,"166 EAST  118 STREET, MANHATTAN, NY 10035",5.643566195098856,0.0,5.643566195098856,0.08254668557118525,0.9174533144288147,1.0,0.0,,0.39849425619457024
5,2026-05-15 18:30:00,40.80820070211378,-73.95627346799836,2,50098429,CHARM THAI CORP,Thai,"1346 AMSTERDAM AVENUE, MANHATTAN, NY 10027",2.0546022533104353,0.0,2.0546022533104353,0.1761497010375955,0.8238502989624045,1.0,0.0,,0.3982275371787144
5,2026-05-15 18:30:00,40.80820070211378,-73.95627346799836,3,41241757,THAI MARKET,Thai,"960 AMSTERDAM AVENUE, MANHATTAN, NY 10025",3.5968644411810593,0.0,3.5968644411810593,0.13813659772299758,0.8618634022770024,1.0,0.0,,0.3977895743151164
5,2026-05-15 18:30:00,40.80820070211378,-73.95627346799836,4,50175833,SITA THAI RESTAURANT,Thai,"3609 BROADWAY, MANHATTAN, NY 10031",7.855446658735755,0.0,7.855446658735755,0.047505456195593106,0.9524945438044069,1.0,0.0,,0.3929970450564176
5,2026-05-15 18:30:00,40.80820070211378,-73.95627346799836,5,50176894,THAI HOT BOX,Thai,"1598 3 AVENUE, MANHATTAN, NY 10128",10.077522238058469,0.0,10.077522238058469,0.002907329756105869,0.9970926702438941,1.0,0.0,,0.38982334168069943
6,2026-05-15 18:30:00,40.70370520897325,-73.93270811330542,1,50158818,DUPBOPBRO,Korean,"309 EAST HOUSTON STREET, MANHATTAN, NY 10002",15.650162983957708,0.0,15.650162983957708,0.05696089198348772,0.9430391080165123,1.0,0.0,,0.42264898742698076
6,2026-05-15 18:30:00,40.70370520897325,-73.93270811330542,2,50157598,NO GEM,Korean,"51 CANAL STREET, MANHATTAN, NY 10002",17.080666130850382,0.0,17.080666130850382,0.0616052221150956,0.9383947778849044,1.0,0.0,,0.4108706428441125
6,2026-05-15 18:30:00,40.70370520897325,-73.93270811330542,3,50178384,TERA NYC,Korean,"41 ESSEX STREET, MANHATTAN, NY 10002",16.595402682230425,0.0,16.595402682230425,0.08396429390628028,0.9160357060937198,1.0,0.0,,0.40888252317542706
6,2026-05-15 18:30:00,40.70370520897325,-73.93270811330542,4,50167629,NORIMEN,Korean,"24 ELIZABETH STREET, MANHATTAN, NY 10013",18.70533888048546,0.0,18.70533888048546,0.023109719649932196,0.9768902803500678,1.0,0.0,,0.40843612043046246
6,2026-05-15 18:30:00,40.70370520897325,-73.93270811330542,5,50066778,MS. YOO,Korean,"163 ALLEN STREET, MANHATTAN, NY 10002",17.18646846765695,0.0,17.18646846765695,0.07804226333552568,0.9219577366644743,1.0,0.0,,0.4059761125884885
7,2026-05-15 18:30:00,40.84983967534408,-74.00088948003895,1,50047979,MAMASUSHI,Asian/Asian Fusion,"3569 BROADWAY, MANHATTAN, NY 10031",16.579237997598646,0.0,16.579237997598646,0.02840439229050566,0.9715956077094944,1.0,0.0,,0.4398099221595895
7,2026-05-15 18:30:00,40.84983967534408,-74.00088948003895,2,50081544,GEISHA ASIAN CUISINE & LOUNGE,Asian/Asian Fusion,"3470 BROADWAY, MANHATTAN, NY 10031",16.665928148570156,0.0,16.665928148570156,0.07005024392820292,0.9299497560717971,1.0,0.0,,0.42883914112179955
7,2026-05-15 18:30:00,40.84983967534408,-74.00088948003895,3,50120464,PANDA HARLEM,Asian/Asian Fusion,"2331 12 AVENUE, MANHATTAN, NY 10027",16.15526458666707,0.0,16.15526458666707,0.10484802166141083,0.8951519783385892,1.0,0.0,,0.4234344583709635
7,2026-05-15 18:30:00,40.84983967534408,-74.00088948003895,4,50091401,KUNG FU TEA,Asian/Asian Fusion,"4053 BROADWAY, MANHATTAN, NY 10032",17.481621593738318,0.0,17.481621593738318,0.08847601597225718,0.9115239840277428,1.0,0.0,,0.4189699072866999
7,2026-05-15 18:30:00,40.84983967534408,-74.00088948003895,5,50018481,THE HANDPULLED NOODLE,Asian/Asian Fusion,"3600 BROADWAY, MANHATTAN, NY 10031",16.58047666441018,0.0,16.58047666441018,0.11908541467794495,0.880914585322055,1.0,0.0,,0.41713167478056135
8,2026-05-15 18:30:00,40.73272849409728,-74.0034935941132,1,50146461,KUNG FU TEA,Chinese,"27 WAVERLY PLACE, MANHATTAN, NY 10003",2.5215080228703206,0.0,2.5215080228703206,0.034126468955863645,0.9658735310441363,1.0,0.0,,0.42533483156590157
8,2026-05-15 18:30:00,40.73272849409728,-74.0034935941132,2,50126377,P.F. CHANG'S CHINA BISTRO,Chinese,"113 UNIVERSITY PLACE, MANHATTAN, NY 10003",3.17716815528484,0.0,3.17716815528484,0.034126468955863645,0.9658735310441363,1.0,0.0,,0.4210353290034699
8,2026-05-15 18:30:00,40.73272849409728,-74.0034935941132,3,50073031,SOUTH OF THE CLOUDS,Chinese,"16 WEST    8 STREET, MANHATTAN, NY 10011",1.8044320142983006,0.0,1.8044320142983006,0.07510123145503311,0.9248987685449669,1.0,0.0,,0.41979337916468407
8,2026-05-15 18:30:00,40.73272849409728,-74.0034935941132,4,50077057,YUM CHA CHINESE KITCHEN & BAR,Chinese,"228 THOMPSON STREET, MANHATTAN, NY 10012",1.8079204841754215,0.0,1.8079204841754215,0.07620716306002874,0.9237928369399713,1.0,0.0,,0.41949402056239105
8,2026-05-15 18:30:00,40.73272849409728,-74.0034935941132,5,50142958,KAZUNORI,Chinese,"205 BLEECKER STREET, MANHATTAN, NY 10012",1.353249335307737,0.0,1.353249335307737,0.10149248905229634,0.8985075109477036,1.0,0.0,,0.4161542029203237
9,2026-05-15 18:30:00,40.75476360373272,-73.9727719211531,1,50121299,XENO'S PIZZA,Pizza,"163 EAST   52 STREET, MANHATTAN, NY 10022",1.1480178329568804,0.0,1.1480178329568804,0.04714531638525298,0.952854683614747,1.0,0.0,,0.4299349048293772
9,2026-05-15 18:30:00,40.75476360373272,-73.9727719211531,2,41667036,UNCLE PAULS PIZZA NY,Pizza,"70 VANDERBILT AVENUE, MANHATTAN, NY 10017",1.1190685704651775,0.0,1.1190685704651775,0.061778356432406326,0.9382216435675936,1.0,0.0,,0.42650158969336016
9,2026-05-15 18:30:00,40.75476360373272,-73.9727719211531,3,41456225,PREVITI PIZZA,Pizza,"122 EAST   41 STREET, MANHATTAN, NY 10017",1.8402296478353886,0.0,1.8402296478353886,0.0421901066292465,0.9578098933707535,1.0,0.0,,0.4257950037262797
9,2026-05-15 18:30:00,40.75476360373272,-73.9727719211531,4,50174176,STRETCH PIZZA,Pizza,"157 EAST   53 STREET, MANHATTAN, NY 10022",1.4134711407224854,0.0,1.4134711407224854,0.062010384537949104,0.9379896154620508,1.0,0.0,,0.4241559820895067
9,2026-05-15 18:30:00,40.75476360373272,-73.9727719211531,5,50130408,PIZZA FOTO,Pizza,"31 WEST   46 STREET, MANHATTAN, NY 10036",2.1841305262548554,0.0,2.1841305262548554,0.04867593926254836,0.9513240607374517,1.0,0.0,,0.4215013275659971
10,2026-05-15 18:30:00,40.77775010335559,-73.99378937738217,1,50105940,KRISPY KREME DOUGHNUTS,Donuts,"1601 BROADWAY, MANHATTAN, NY 10036",6.880173709951575,0.0,6.880173709951575,0.019214857970774497,0.9807851420292255,1.0,0.0,,0.40356507744352
10,2026-05-15 18:30:00,40.77775010335559,-73.99378937738217,2,50089257,DUNKIN,Donuts,"535 AMSTERDAM AVENUE, MANHATTAN, NY 10024",6.367514663873148,0.0,6.367514663873148,0.038387277668094286,0.9616127223319058,1.0,0.0,,0.40260721832701196
10,2026-05-15 18:30:00,40.77775010335559,-73.99378937738217,3,50126118,DUNKIN DONUTS,Donuts,"157 WEST   50 STREET, MANHATTAN, NY 10020",7.1833368308543255,0.0,7.1833368308543255,0.019214857970774497,0.9807851420292255,1.0,0.0,,0.4012970884215325
10,2026-05-15 18:30:00,40.77775010335559,-73.99378937738217,4,50179789,I'M DONUT?,Donuts,"154 WEST   45 STREET, MANHATTAN, NY 10036",8.005686529355337,0.0,8.005686529355337,0.022412253021247247,0.9775877469787527,1.0,0.0,,0.3943456718121351
10,2026-05-15 18:30:00,40.77775010335559,-73.99378937738217,5,41353418,DUNKIN,Donuts,"666 5 AVENUE, MANHATTAN, NY 10103",8.028131372318736,0.0,8.028131372318736,0.028317199660346563,0.9716828003396535,1.0,0.0,,0.3927015233783634
11,2026-05-15 18:30:00,40.810133521050034,-74.00744555254131,1,50133164,PLAYA BOWLS,"Juice, Smoothies, Fruit Salads","2841 BROADWAY, MANHATTAN, NY 10025",11.64663016076605,0.0,11.64663016076605,0.02540558610669223,0.9745944138933078,1.0,0.0,,0.44195951017290797
11,2026-05-15 18:30:00,40.810133521050034,-74.00744555254131,2,50171081,BAYA BAR,"Juice, Smoothies, Fruit Salads","775 COLUMBUS AVENUE, MANHATTAN, NY 10025",12.908389363587522,0.0,12.908389363587522,0.01889439259956559,0.9811056074004344,1.0,0.0,,0.4343710322066969
11,2026-05-15 18:30:00,40.810133521050034,-74.00744555254131,3,50177681,OASIS JUICE BAR,"Juice, Smoothies, Fruit Salads","2289 12 AVENUE, MANHATTAN, NY 10027",13.650236190947217,0.0,13.650236190947217,0.005816937444646011,0.9941830625553539,1.0,0.0,,0.4322217191592836
11,2026-05-15 18:30:00,40.810133521050034,-74.00744555254131,4,50080692,GONG CHA,"Juice, Smoothies, Fruit Salads","2810 BROADWAY, MANHATTAN, NY 10025",11.539194620199341,0.0,11.539194620199341,0.08017177910717171,0.9198282208928283,1.0,0.0,,0.429052704073832
11,2026-05-15 18:30:00,40.810133521050034,-74.00744555254131,5,50073861,JOE & THE JUICE,"Juice, Smoothies, Fruit Salads","343 AMSTERDAM AVENUE, MANHATTAN, NY 10024",13.22105855456742,0.0,13.22105855456742,0.06133915481577583,0.9386608451842242,1.0,0.0,,0.42147600995039336
12,2026-05-15 18:30:00,40.75258603673634,-73.98702743410357,1,50136802,"HERITAGE GRAND BAKERY, RESTAURANT & PIZZA BAR",Mediterranean,"8 WEST   40 STREET, MANHATTAN, NY 10018",1.33266692199233,0.0,1.33266692199233,0.03939581144417297,0.9606041885558271,1.0,0.0,,0.4310729081376268
12,2026-05-15 18:30:00,40.75258603673634,-73.98702743410357,2,41254923,AYZA CAFE & WINE BAR,Mediterranean,"11 WEST   31 STREET, MANHATTAN, NY 10001",2.1358723083449376,0.0,2.1358723083449376,0.028391330188707826,0.9716086698112921,1.0,0.0,,0.4279151031837599
12,2026-05-15 18:30:00,40.75258603673634,-73.98702743410357,3,50148830,ZOI MEDITERRANEAN CUISINE/ TEN 11 LOUNGE,Mediterranean,"19 WEST   31 STREET, MANHATTAN, NY 10001",2.0896150007892063,0.0,2.0896150007892063,0.04292448907844098,0.9570755109215591,1.0,0.0,,0.4246221136859984
12,2026-05-15 18:30:00,40.75258603673634,-73.98702743410357,4,50084441,CAVA GRILL,Mediterranean,"1385 BROADWAY, MANHATTAN, NY 10018",0.10180057329836946,0.0,0.10180057329836946,0.11204882276756836,0.8879511772324317,1.0,0.0,,0.4219647455646105
12,2026-05-15 18:30:00,40.75258603673634,-73.98702743410357,5,50161404,OBVIO,Mediterranean,"3 EAST   28 STREET, MANHATTAN, NY 10016",2.9847514791665315,0.0,2.9847514791665315,0.04679728886569747,0.9532027111343025,1.0,0.0,,0.41706868081492265
13,2026-05-15 18:30:00,40.78209259715907,-73.94933416347463,1,50094961,BREAD N WINE,Sandwiches,"1415 LEXINGTON AVENUE, MANHATTAN, NY 10128",1.0674285581028133,0.0,1.0674285581028133,0.0010370433861919012,0.9989629566138081,1.0,0.0,,0.44372746262240303
13,2026-05-15 18:30:00,40.78209259715907,-73.94933416347463,2,41272215,SUBWAY,Sandwiches,"1434 LEXINGTON AVENUE, MANHATTAN, NY 10128",1.1229516337507073,0.0,1.1229516337507073,0.0018764512788896387,0.9981235487211103,1.0,0.0,,0.4431222633875267
13,2026-05-15 18:30:00,40.78209259715907,-73.94933416347463,3,50154825,PARIS BAGUETTE,Sandwiches,"1270 LEXINGTON AVENUE, MANHATTAN, NY 10028",2.1271436207805863,0.0,2.1271436207805863,0.0006598383447706432,0.9993401616552293,1.0,0.0,,0.43627615436229894
13,2026-05-15 18:30:00,40.78209259715907,-73.94933416347463,4,50149191,SUBWAY,Sandwiches,"1256 LEXINGTON AVENUE, MANHATTAN, NY 10028",2.344216625656166,0.0,2.344216625656166,0.0008960054856698026,0.9991039945143302,1.0,0.0,,0.43467146300587245
13,2026-05-15 18:30:00,40.78209259715907,-73.94933416347463,5,50181493,HALAL MUNCHIES,Sandwiches,"1810 3 AVENUE, MANHATTAN, NY 10029",2.2802354565678313,0.0,2.2802354565678313,0.03918720322210304,0.960812796777897,1.0,0.0,,0.4255542359568383
14,2026-05-15 18:30:00,40.73594128078851,-73.97371890054278,1,50130299,GEN KOREAN BBQ HOUSE,Korean,"150 EAST   14 STREET, MANHATTAN, NY 10003",4.121863193277388,0.0,4.121863193277388,0.033423404604982956,0.9665765953950171,1.0,0.0,,0.41594731840430815
14,2026-05-15 18:30:00,40.73594128078851,-73.97371890054278,2,50152652,HYUN,Korean,"10 EAST   33 STREET, MANHATTAN, NY 10016",5.236101954387308,0.0,5.236101954387308,0.03671890822721837,0.9632810917727817,1.0,0.0,,0.40713840633526344
14,2026-05-15 18:30:00,40.73594128078851,-73.97371890054278,3,50143947,COQODAQ,Korean,"12 EAST   22 STREET, MANHATTAN, NY 10010",4.582991610023173,0.0,4.582991610023173,0.06632407670082334,0.9336759232991767,1.0,0.0,,0.4044175381085059
14,2026-05-15 18:30:00,40.73594128078851,-73.97371890054278,4,50135792,OSAMIL UPSTAIRS (2ND FL ACCESS THROUGH 1ST FL FSE),Korean,"5 WEST   31 STREET, MANHATTAN, NY 10001",5.365297108776614,0.0,5.365297108776614,0.05173954483800035,0.9482604551619996,1.0,0.0,,0.40245738818721394
14,2026-05-15 18:30:00,40.73594128078851,-73.97371890054278,5,50052171,OSAMIL,Korean,"5 WEST   31 STREET, MANHATTAN, NY 10001",5.365297108776614,0.0,5.365297108776614,0.05173954483800035,0.9482604551619996,1.0,0.0,,0.40245738818721394
15,2026-05-15 18:30:00,40.80663462239517,-74.01581946285519,1,50163078,TSUMO,Japanese,"782 AMSTERDAM AVENUE, MANHATTAN, NY 10025",13.686208155096018,0.0,13.686208155096018,0.0770883561287432,0.9229116438712568,1.0,0.0,,0.4241164966077564
15,2026-05-15 18:30:00,40.80663462239517,-74.01581946285519,2,50041641,NARUTO RAMEN,Japanese,"2634 BROADWAY, MANHATTAN, NY 10025",13.332672119974761,0.0,13.332672119974761,0.11385950200215371,0.8861404979978463,1.0,0.0,,0.4175673434931332
15,2026-05-15 18:30:00,40.80663462239517,-74.01581946285519,3,50115103,HIRAMASA,Japanese,"1312 MADISON AVENUE, MANHATTAN, NY 10128",18.659567525780343,0.0,18.659567525780343,0.0034887957073270427,0.9965112042926729,1.0,0.0,,0.405327140338511
15,2026-05-15 18:30:00,40.80663462239517,-74.01581946285519,4,50162829,KANSHA,Japanese,"1312 MADISON AVENUE, MANHATTAN, NY 10128",18.659567525780343,0.0,18.659567525780343,0.0034887957073270427,0.9965112042926729,1.0,0.0,,0.405327140338511
15,2026-05-15 18:30:00,40.80663462239517,-74.01581946285519,5,50137627,TOKUGAWA,Japanese,"1022 MADISON AVENUE, MANHATTAN, NY 10075",18.813501368517844,0.0,18.813501368517844,0.0009724527249439511,0.999027547275056,1.0,0.0,,0.40480515631892994
16,2026-05-15 18:30:00,40.80935807334226,-74.00465282886815,1,50161087,HALAL CHICK'S,Chicken,"961 COLUMBUS AVENUE, MANHATTAN, NY 10025",12.384315605589228,0.0,12.384315605589228,0.09246723096471186,0.9075327690352881,1.0,0.0,,0.4137975477711807
16,2026-05-15 18:30:00,40.80935807334226,-74.00465282886815,2,50126405,MAMA'S FRIED CHICKEN,Chicken,"21 MALCOLM X BLVD, MANHATTAN, NY 10026",15.29129529020688,0.0,15.29129529020688,0.015973971237651624,0.9840260287623483,1.0,0.0,,0.41177591499655997
16,2026-05-15 18:30:00,40.80935807334226,-74.00465282886815,3,50138749,HAMZA & MADINA HALAL FOOD,Chicken,"501 WEST  133 STREET, MANHATTAN, NY 10027",14.70253410539697,0.0,14.70253410539697,0.03861058987799491,0.9613894101220051,1.0,0.0,,0.41039932362036335
16,2026-05-15 18:30:00,40.80935807334226,-74.00465282886815,4,50177279,KENNEDY CHICKEN & BURGER,Chicken,"1502 AMSTERDAM AVENUE, MANHATTAN, NY 10031",14.973391125711668,0.0,14.973391125711668,0.03162207311007782,0.9683779268899222,1.0,0.0,,0.4101762782147121
16,2026-05-15 18:30:00,40.80935807334226,-74.00465282886815,5,50153742,KENNEDY CHICKEN,Chicken,"567 WEST  125 STREET, MANHATTAN, NY 10027",13.292686462997098,0.0,13.292686462997098,0.0861441265200758,0.9138558734799243,1.0,0.0,,0.40877096629414233
17,2026-05-15 18:30:00,40.71170928673735,-73.93460030164721,1,40763881,GNOCCO,Italian,"337 EAST   10 STREET, MANHATTAN, NY 10009",14.102040042729172,0.0,14.102040042729172,0.028365804493447333,0.9716341955065526,1.0,0.0,,0.4303767791635049
17,2026-05-15 18:30:00,40.71170928673735,-73.93460030164721,2,41302113,GIANO,Italian,"126 EAST    7 STREET, MANHATTAN, NY 10009",14.892578435477631,0.0,14.892578435477631,0.0641209010574377,0.9358790989425623,1.0,0.0,,0.4154294353277702
17,2026-05-15 18:30:00,40.71170928673735,-73.93460030164721,3,41364268,LAVAGNA,Italian,"545 EAST    5 STREET, MANHATTAN, NY 10009",14.473723714421881,0.0,14.473723714421881,0.07844111012115591,0.921558889878844,1.0,0.0,,0.4150329321551153
17,2026-05-15 18:30:00,40.71170928673735,-73.93460030164721,4,41258669,GEMMA,Italian,"4 EAST    3 STREET, MANHATTAN, NY 10003",16.831408875348547,0.0,16.831408875348547,0.016030225264359425,0.9839697747356406,1.0,0.0,,0.4127158208379387
17,2026-05-15 18:30:00,40.71170928673735,-73.93460030164721,5,50113406,SPES,Italian,"413 EAST   12 STREET, MANHATTAN, NY 10009",15.036862590957671,0.0,15.036862590957671,0.07748281198409486,0.9225171880159051,1.0,0.0,,0.41099231078932147
18,2026-05-15 18:30:00,40.87381376595342,-73.94724423866953,1,50088644,EL JEFE CANTINA SPORTS BAR,Mexican,"186 DYCKMAN STREET, MANHATTAN, NY 10040",6.778078805885617,0.0,6.778078805885617,0.01224496911647029,0.9877550308835297,1.0,0.0,,0.4354421256974157
18,2026-05-15 18:30:00,40.87381376595342,-73.94724423866953,2,41416092,GUADALUPE BAR AND GRILL,Mexican,"597 WEST  207 STREET, MANHATTAN, NY 10034",7.771489672872359,0.0,7.771489672872359,0.010433809792342872,0.9895661902076571,1.0,0.0,,0.4303287621099341
18,2026-05-15 18:30:00,40.87381376595342,-73.94724423866953,3,50067245,TAQUERIA EMILIO,Mexican,"563 WEST  207 STREET, MANHATTAN, NY 10034",8.047463716563486,0.0,8.047463716563486,0.0050082287003245796,0.9949917712996754,1.0,0.0,,0.4301388547223167
18,2026-05-15 18:30:00,40.87381376595342,-73.94724423866953,4,41414572,REFRIED BEANS,Mexican,"591 FORT WASHINGTON AVENUE, MANHATTAN, NY 10033",7.653008372657047,0.0,7.653008372657047,0.014613878883482862,0.9853861211165171,1.0,0.0,,0.42994760418894357
18,2026-05-15 18:30:00,40.87381376595342,-73.94724423866953,5,41598620,DISFRUTA,Mexican,"510 WEST  207 STREET, MANHATTAN, NY 10034",8.512277935910856,0.0,8.512277935910856,0.006984977266840416,0.9930150227331596,1.0,0.0,,0.4270402796663078
19,2026-05-15 18:30:00,40.75483047845121,-74.01120950973942,1,50159792,LOCANDA VERDE,Italian,"20 HUDSON BLVD EAST, MANHATTAN, NY 10001",2.960080564349787,0.0,2.960080564349787,0.09288208266061725,0.9071179173393827,1.0,0.0,,0.4205511134313885
19,2026-05-15 18:30:00,40.75483047845121,-74.01120950973942,2,50072252,LEGACY RECORDS LOCATED INSIDE HENRY HALL,Italian,"517 WEST   38 STREET, MANHATTAN, NY 10018",3.7848169111585186,0.0,3.7848169111585186,0.09348917801032178,0.9065108219896783,1.0,0.0,,0.4146513042137388
19,2026-05-15 18:30:00,40.75483047845121,-74.01120950973942,3,41401730,MERCATO,Italian,"352 WEST   39 STREET, MANHATTAN, NY 10018",5.222828828089911,0.0,5.222828828089911,0.05705762375462358,0.9429423762453765,1.0,0.0,,0.41373690697967647
19,2026-05-15 18:30:00,40.75483047845121,-74.01120950973942,4,50149726,BAR PRIMI,Italian,"349 WEST   33 STREET, MANHATTAN, NY 10001",4.566929377610472,0.0,4.566929377610472,0.09043261419030252,0.9095673858096975,1.0,0.0,,0.40996447875277897
19,2026-05-15 18:30:00,40.75483047845121,-74.01120950973942,5,50174160,ECCOLO,Italian,"315 WEST   48 STREET, MANHATTAN, NY 10036",6.954011035688585,0.0,6.954011035688585,0.033400463115511245,0.9665995368844887,1.0,0.0,,0.4075856484130098
20,2026-05-15 18:30:00,40.82316194477219,-73.98038627556343,1,50116778,SKINNY CANTINA,Mexican,"703 WEST  133 STREET, MANHATTAN, NY 10027",6.126513805485471,0.0,6.126513805485471,0.06077774957891816,0.9392222504210819,1.0,0.0,,0.43367802599701794
20,2026-05-15 18:30:00,40.82316194477219,-73.98038627556343,2,50045788,CHINELOS II DELI-GROCERY RESTAURANT,Mexican,"530 WEST  136 STREET, MANHATTAN, NY 10031",7.73453744968961,0.0,7.73453744968961,0.030017293651682597,0.9699827063483174,1.0,0.0,,0.4309512401843106
20,2026-05-15 18:30:00,40.82316194477219,-73.98038627556343,3,50144763,LA CASITA TAQUERIA & RESTAURANT,Mexican,"1484 AMSTERDAM AVENUE, MANHATTAN, NY 10031",7.92764131913138,0.0,7.92764131913138,0.03387751761528898,0.966122482384711,1.0,0.0,,0.4287352426011267
