exposure_id,promotion_id,user_id,restaurant_id,target_segment,exposed_at,channel,clicked,clicked_at,redeemed,redeemed_order_id
122,1,587,50150310,dormant_users,2026-05-09 09:00:00,email,False,,False,
123,1,508,50150310,dormant_users,2026-05-07 18:00:00,push,False,,False,
124,1,543,50150310,dormant_users,2026-05-10 17:00:00,push,False,,False,
125,1,81,50150310,dormant_users,2026-05-06 09:00:00,push,False,,False,
126,1,572,50150310,dormant_users,2026-05-07 16:00:00,email,True,2026-05-07 17:12:00,False,
127,1,337,50150310,dormant_users,2026-05-05 15:00:00,email,False,,False,
128,1,519,50150310,dormant_users,2026-05-09 11:00:00,push,True,2026-05-09 11:31:00,False,
129,1,685,50150310,dormant_users,2026-05-09 16:00:00,push,False,,False,
130,1,926,50150310,dormant_users,2026-05-11 15:00:00,push,True,2026-05-11 15:28:00,False,
131,1,376,50150310,dormant_users,2026-05-08 10:00:00,push,False,,False,
132,1,700,50150310,dormant_users,2026-05-12 09:00:00,in_app,False,,False,
133,1,460,50150310,dormant_users,2026-05-12 14:00:00,in_app,False,,False,
134,1,662,50150310,dormant_users,2026-05-06 10:00:00,push,True,2026-05-06 12:18:00,False,
135,1,594,50150310,dormant_users,2026-05-05 16:00:00,email,False,,False,
136,1,880,50150310,dormant_users,2026-05-08 11:00:00,email,False,,False,
137,1,899,50150310,dormant_users,2026-05-12 20:00:00,push,False,,False,
138,1,237,50150310,dormant_users,2026-05-09 19:00:00,push,True,2026-05-09 21:11:00,False,
139,1,477,50150310,dormant_users,2026-05-11 12:00:00,push,False,,False,
140,1,589,50150310,dormant_users,2026-05-06 14:00:00,push,False,,False,
141,1,933,50150310,dormant_users,2026-05-05 11:00:00,push,False,,False,
142,2,466,50001835,all_users,2026-03-14 16:00:00,in_app,True,2026-03-14 18:59:00,False,
143,2,648,50001835,all_users,2026-03-15 16:00:00,push,False,,False,
144,2,719,50001835,all_users,2026-03-15 11:00:00,push,True,2026-03-15 12:30:00,False,
145,2,507,50001835,all_users,2026-03-17 10:00:00,push,False,,False,
146,2,427,50001835,all_users,2026-03-17 17:00:00,push,False,,False,
147,2,424,50001835,all_users,2026-03-14 17:00:00,push,False,,False,
148,2,166,50001835,all_users,2026-03-14 09:00:00,in_app,True,2026-03-14 11:53:00,False,
149,2,708,50001835,all_users,2026-03-15 13:00:00,email,False,,False,
150,2,975,50001835,all_users,2026-03-15 11:00:00,push,True,2026-03-15 13:29:00,False,
151,2,55,50001835,all_users,2026-03-14 13:00:00,email,False,,False,
152,2,343,50001835,all_users,2026-03-14 09:00:00,push,False,,False,
153,2,189,50001835,all_users,2026-03-16 17:00:00,push,False,,False,
154,2,345,50001835,all_users,2026-03-16 09:00:00,push,False,,False,
155,2,154,50001835,all_users,2026-03-15 20:00:00,in_app,False,,False,
156,2,581,50001835,all_users,2026-03-17 09:00:00,email,False,,False,
157,2,644,50001835,all_users,2026-03-14 11:00:00,email,False,,False,
158,2,522,50001835,all_users,2026-03-16 13:00:00,push,False,,False,
159,2,411,50001835,all_users,2026-03-16 10:00:00,push,False,,False,
160,2,270,50001835,all_users,2026-03-14 10:00:00,push,False,,False,
161,2,819,50001835,all_users,2026-03-17 09:00:00,email,True,2026-03-17 09:32:00,False,
162,2,4,50001835,all_users,2026-03-16 12:00:00,in_app,False,,False,
163,2,158,50001835,all_users,2026-03-16 12:00:00,email,True,2026-03-16 13:15:00,False,
164,2,724,50001835,all_users,2026-03-14 20:00:00,push,False,,False,
165,2,366,50001835,all_users,2026-03-16 17:00:00,in_app,False,,False,
166,2,634,50001835,all_users,2026-03-17 14:00:00,email,False,,False,
167,2,235,50001835,all_users,2026-03-17 11:00:00,email,False,,False,
168,2,347,50001835,all_users,2026-03-14 10:00:00,push,False,,False,
169,2,667,50001835,all_users,2026-03-15 09:00:00,email,True,2026-03-15 09:10:00,False,
170,2,288,50001835,all_users,2026-03-16 12:00:00,email,False,,False,
171,2,379,50001835,all_users,2026-03-16 16:00:00,push,False,,False,
172,2,913,50001835,all_users,2026-03-14 12:00:00,email,False,,False,
173,2,127,50001835,all_users,2026-03-15 14:00:00,push,False,,False,
174,2,269,50001835,all_users,2026-03-14 15:00:00,in_app,False,,False,
175,2,552,50001835,all_users,2026-03-17 10:00:00,push,False,,False,
176,2,700,50001835,all_users,2026-03-15 11:00:00,email,False,,False,
177,2,808,50001835,all_users,2026-03-17 19:00:00,push,False,,False,
178,2,264,50001835,all_users,2026-03-15 17:00:00,push,False,,False,
179,2,470,50001835,all_users,2026-03-17 09:00:00,email,False,,False,
180,2,71,50001835,all_users,2026-03-15 15:00:00,email,True,2026-03-15 15:21:00,False,
181,2,277,50001835,all_users,2026-03-15 12:00:00,in_app,False,,False,
182,2,126,50001835,all_users,2026-03-14 12:00:00,push,False,,False,
183,2,453,50001835,all_users,2026-03-16 10:00:00,push,False,,False,
184,2,275,50001835,all_users,2026-03-16 14:00:00,email,True,2026-03-16 15:24:00,False,
185,2,697,50001835,all_users,2026-03-16 16:00:00,push,False,,False,
186,2,609,50001835,all_users,2026-03-16 20:00:00,push,False,,False,
187,2,616,50001835,all_users,2026-03-15 19:00:00,push,False,,False,
188,2,919,50001835,all_users,2026-03-16 19:00:00,in_app,False,,False,
189,2,471,50001835,all_users,2026-03-17 17:00:00,push,False,,False,
190,2,95,50001835,all_users,2026-03-17 12:00:00,push,False,,False,
191,2,22,50001835,all_users,2026-03-14 15:00:00,in_app,False,,False,
192,2,106,50001835,all_users,2026-03-17 11:00:00,push,True,2026-03-17 13:50:00,False,
193,2,584,50001835,all_users,2026-03-15 15:00:00,email,False,,False,
194,2,718,50001835,all_users,2026-03-16 17:00:00,email,False,,False,
195,2,35,50001835,all_users,2026-03-15 12:00:00,push,False,,False,
196,2,943,50001835,all_users,2026-03-15 19:00:00,push,False,,False,
197,2,161,50001835,all_users,2026-03-17 12:00:00,in_app,False,,False,
198,2,868,50001835,all_users,2026-03-17 17:00:00,email,False,,False,
199,2,692,50001835,all_users,2026-03-15 09:00:00,email,False,,False,
200,2,709,50001835,all_users,2026-03-14 09:00:00,in_app,False,,False,
201,2,147,50001835,all_users,2026-03-16 16:00:00,email,False,,False,
202,2,493,50001835,all_users,2026-03-17 16:00:00,push,False,,False,
203,2,355,50001835,all_users,2026-03-17 19:00:00,email,False,,False,
204,2,409,50001835,all_users,2026-03-14 14:00:00,in_app,False,,False,
205,2,713,50001835,all_users,2026-03-15 16:00:00,in_app,False,,False,
206,2,184,50001835,all_users,2026-03-16 20:00:00,push,False,,False,
207,2,632,50001835,all_users,2026-03-16 10:00:00,push,False,,False,
208,2,243,50001835,all_users,2026-03-17 10:00:00,email,False,,False,
209,2,468,50001835,all_users,2026-03-17 12:00:00,push,True,2026-03-17 14:54:00,False,
210,2,476,50001835,all_users,2026-03-16 13:00:00,in_app,False,,False,
211,2,934,50001835,all_users,2026-03-14 13:00:00,push,False,,False,
212,2,572,50001835,all_users,2026-03-16 13:00:00,push,False,,False,
213,2,53,50001835,all_users,2026-03-16 20:00:00,in_app,False,,False,
214,2,589,50001835,all_users,2026-03-16 09:00:00,email,False,,False,
215,2,563,50001835,all_users,2026-03-14 11:00:00,push,False,,False,
216,2,19,50001835,all_users,2026-03-14 09:00:00,push,False,,False,
217,2,757,50001835,all_users,2026-03-14 12:00:00,push,False,,False,
218,2,16,50001835,all_users,2026-03-14 20:00:00,email,False,,False,
219,2,198,50001835,all_users,2026-03-16 10:00:00,in_app,False,,False,
220,2,826,50001835,all_users,2026-03-14 13:00:00,push,False,,False,
221,2,416,50001835,all_users,2026-03-14 15:00:00,push,False,,False,
222,2,31,50001835,all_users,2026-03-16 17:00:00,push,False,,False,
223,2,920,50001835,all_users,2026-03-15 17:00:00,push,False,,False,
224,2,890,50001835,all_users,2026-03-14 16:00:00,push,False,,False,
225,2,231,50001835,all_users,2026-03-17 13:00:00,push,False,,False,
226,2,603,50001835,all_users,2026-03-15 10:00:00,email,False,,False,
227,2,14,50001835,all_users,2026-03-16 09:00:00,in_app,False,,False,
228,2,800,50001835,all_users,2026-03-14 10:00:00,email,False,,False,
229,2,947,50001835,all_users,2026-03-17 15:00:00,push,False,,False,
230,2,960,50001835,all_users,2026-03-17 20:00:00,push,True,2026-03-17 21:01:00,False,
231,2,783,50001835,all_users,2026-03-17 18:00:00,push,False,,False,
232,2,385,50001835,all_users,2026-03-17 20:00:00,push,True,2026-03-17 22:31:00,False,
233,2,108,50001835,all_users,2026-03-15 12:00:00,push,True,2026-03-15 12:45:00,False,
234,2,748,50001835,all_users,2026-03-15 12:00:00,email,True,2026-03-15 14:46:00,False,
235,2,941,50001835,all_users,2026-03-14 17:00:00,push,False,,False,
236,2,121,50001835,all_users,2026-03-14 14:00:00,email,False,,False,
237,2,8,50001835,all_users,2026-03-14 14:00:00,push,True,2026-03-14 14:50:00,False,
238,2,36,50001835,all_users,2026-03-14 15:00:00,push,False,,False,
239,2,316,50001835,all_users,2026-03-14 19:00:00,push,False,,False,
240,2,244,50001835,all_users,2026-03-16 17:00:00,in_app,False,,False,
241,2,588,50001835,all_users,2026-03-15 20:00:00,push,False,,False,
242,2,74,50001835,all_users,2026-03-15 17:00:00,email,False,,False,
243,2,423,50001835,all_users,2026-03-14 13:00:00,push,False,,False,
244,2,767,50001835,all_users,2026-03-17 20:00:00,push,True,2026-03-17 21:24:00,False,
245,2,434,50001835,all_users,2026-03-17 12:00:00,push,False,,False,
246,2,272,50001835,all_users,2026-03-15 10:00:00,in_app,True,2026-03-15 12:46:00,False,
247,2,953,50001835,all_users,2026-03-15 12:00:00,push,False,,False,
248,2,341,50001835,all_users,2026-03-14 13:00:00,in_app,False,,False,
249,2,889,50001835,all_users,2026-03-16 20:00:00,push,False,,False,
250,2,362,50001835,all_users,2026-03-16 09:00:00,push,False,,False,
251,2,115,50001835,all_users,2026-03-14 19:00:00,push,False,,False,
252,2,447,50001835,all_users,2026-03-17 09:00:00,push,False,,False,
253,2,802,50001835,all_users,2026-03-15 16:00:00,push,False,,False,
254,2,965,50001835,all_users,2026-03-16 18:00:00,push,False,,False,
255,2,976,50001835,all_users,2026-03-14 19:00:00,push,False,,False,
256,2,852,50001835,all_users,2026-03-16 17:00:00,push,False,,False,
257,2,964,50001835,all_users,2026-03-16 09:00:00,push,False,,False,
258,2,160,50001835,all_users,2026-03-15 11:00:00,push,False,,False,
259,2,209,50001835,all_users,2026-03-16 14:00:00,in_app,True,2026-03-16 14:35:00,False,
260,2,96,50001835,all_users,2026-03-16 17:00:00,push,True,2026-03-16 17:27:00,False,
261,2,149,50001835,all_users,2026-03-16 12:00:00,push,False,,False,
262,2,902,50001835,all_users,2026-03-15 19:00:00,email,False,,False,
263,2,760,50001835,all_users,2026-03-17 14:00:00,email,False,,False,
264,2,165,50001835,all_users,2026-03-16 09:00:00,in_app,False,,False,
265,2,511,50001835,all_users,2026-03-15 10:00:00,in_app,True,2026-03-15 10:41:00,False,
266,2,232,50001835,all_users,2026-03-17 17:00:00,push,False,,False,
267,2,10,50001835,all_users,2026-03-15 17:00:00,push,False,,False,
268,2,358,50001835,all_users,2026-03-17 09:00:00,push,False,,False,
269,2,370,50001835,all_users,2026-03-15 09:00:00,push,False,,False,
270,2,64,50001835,all_users,2026-03-16 20:00:00,email,False,,False,
271,2,714,50001835,all_users,2026-03-16 18:00:00,push,False,,False,
272,2,386,50001835,all_users,2026-03-15 13:00:00,push,False,,False,
273,2,625,50001835,all_users,2026-03-15 13:00:00,email,False,,False,
274,2,145,50001835,all_users,2026-03-14 17:00:00,email,False,,False,
275,2,405,50001835,all_users,2026-03-17 09:00:00,push,False,,False,
276,2,302,50001835,all_users,2026-03-16 14:00:00,push,False,,False,
277,2,214,50001835,all_users,2026-03-14 18:00:00,email,False,,False,
278,2,784,50001835,all_users,2026-03-15 13:00:00,in_app,True,2026-03-15 15:21:00,False,
279,2,539,50001835,all_users,2026-03-16 14:00:00,in_app,True,2026-03-16 15:05:00,False,
280,2,33,50001835,all_users,2026-03-14 20:00:00,push,False,,False,
281,2,70,50001835,all_users,2026-03-17 17:00:00,email,False,,False,
282,2,387,50001835,all_users,2026-03-17 20:00:00,push,False,,False,
283,2,47,50001835,all_users,2026-03-14 12:00:00,push,False,,False,
284,2,377,50001835,all_users,2026-03-15 11:00:00,push,False,,False,
285,2,582,50001835,all_users,2026-03-14 15:00:00,push,True,2026-03-14 17:03:00,False,
286,2,436,50001835,all_users,2026-03-16 18:00:00,email,True,2026-03-16 19:12:00,False,
287,2,702,50001835,all_users,2026-03-16 11:00:00,push,False,,False,
288,2,172,50001835,all_users,2026-03-17 20:00:00,push,False,,False,
289,2,398,50001835,all_users,2026-03-16 20:00:00,push,False,,False,
290,2,420,50001835,all_users,2026-03-14 11:00:00,push,False,,False,
291,2,654,50001835,all_users,2026-03-14 12:00:00,push,False,,False,
292,2,753,50001835,all_users,2026-03-15 20:00:00,push,False,,False,
293,2,859,50001835,all_users,2026-03-15 11:00:00,push,False,,False,
294,2,900,50001835,all_users,2026-03-17 15:00:00,push,False,,False,
295,2,628,50001835,all_users,2026-03-15 09:00:00,push,False,,False,
296,2,245,50001835,all_users,2026-03-15 20:00:00,email,False,,False,
297,2,410,50001835,all_users,2026-03-14 14:00:00,push,False,,False,
298,2,705,50001835,all_users,2026-03-15 12:00:00,push,False,,False,
299,2,401,50001835,all_users,2026-03-15 20:00:00,email,False,,False,
300,2,383,50001835,all_users,2026-03-15 12:00:00,push,False,,False,
301,2,367,50001835,all_users,2026-03-16 18:00:00,email,False,,False,
302,2,781,50001835,all_users,2026-03-17 11:00:00,email,False,,False,
303,2,749,50001835,all_users,2026-03-17 19:00:00,email,True,2026-03-17 21:05:00,False,
304,2,346,50001835,all_users,2026-03-16 09:00:00,in_app,False,,False,
305,2,747,50001835,all_users,2026-03-14 14:00:00,in_app,False,,False,
306,2,679,50001835,all_users,2026-03-15 11:00:00,push,False,,False,
307,2,833,50001835,all_users,2026-03-17 09:00:00,email,False,,False,
308,2,710,50001835,all_users,2026-03-14 12:00:00,email,False,,False,
309,2,225,50001835,all_users,2026-03-15 14:00:00,push,False,,False,
310,2,867,50001835,all_users,2026-03-17 09:00:00,push,False,,False,
311,2,629,50001835,all_users,2026-03-16 16:00:00,in_app,False,,False,
312,2,504,50001835,all_users,2026-03-15 09:00:00,email,False,,False,
313,2,207,50001835,all_users,2026-03-16 15:00:00,in_app,False,,False,
314,2,441,50001835,all_users,2026-03-14 09:00:00,push,False,,False,
315,2,308,50001835,all_users,2026-03-17 09:00:00,in_app,True,2026-03-17 10:40:00,False,
316,2,779,50001835,all_users,2026-03-15 16:00:00,push,False,,False,
317,2,494,50001835,all_users,2026-03-17 18:00:00,in_app,True,2026-03-17 20:07:00,False,
318,2,665,50001835,all_users,2026-03-15 10:00:00,push,False,,False,
319,2,477,50001835,all_users,2026-03-16 20:00:00,email,False,,False,
320,2,636,50001835,all_users,2026-03-15 14:00:00,push,False,,False,
321,2,283,50001835,all_users,2026-03-15 18:00:00,email,False,,False,
322,2,553,50001835,all_users,2026-03-16 12:00:00,email,True,2026-03-16 14:52:00,False,
323,2,190,50001835,all_users,2026-03-16 17:00:00,push,True,2026-03-16 17:04:00,False,
324,2,835,50001835,all_users,2026-03-17 13:00:00,in_app,False,,False,
325,2,630,50001835,all_users,2026-03-14 16:00:00,push,False,,False,
326,2,548,50001835,all_users,2026-03-15 17:00:00,push,False,,False,
327,2,41,50001835,all_users,2026-03-17 15:00:00,email,False,,False,
328,2,877,50001835,all_users,2026-03-14 13:00:00,push,False,,False,
329,2,248,50001835,all_users,2026-03-16 19:00:00,in_app,False,,False,
330,2,407,50001835,all_users,2026-03-16 13:00:00,push,False,,False,
331,2,266,50001835,all_users,2026-03-15 18:00:00,in_app,False,,False,
332,2,163,50001835,all_users,2026-03-14 20:00:00,email,False,,False,
333,2,439,50001835,all_users,2026-03-16 12:00:00,in_app,False,,False,
334,2,100,50001835,all_users,2026-03-14 13:00:00,email,False,,False,
335,2,678,50001835,all_users,2026-03-14 13:00:00,email,False,,False,
336,2,985,50001835,all_users,2026-03-16 19:00:00,email,False,,False,
337,2,344,50001835,all_users,2026-03-15 16:00:00,email,True,2026-03-15 18:17:00,False,
338,2,720,50001835,all_users,2026-03-14 16:00:00,push,False,,False,
339,2,550,50001835,all_users,2026-03-16 12:00:00,push,True,2026-03-16 12:03:00,False,
340,2,596,50001835,all_users,2026-03-14 18:00:00,push,False,,False,
341,2,371,50001835,all_users,2026-03-14 18:00:00,in_app,False,,False,
342,2,888,50001835,all_users,2026-03-15 18:00:00,email,False,,False,
343,2,24,50001835,all_users,2026-03-16 17:00:00,in_app,False,,False,
344,2,491,50001835,all_users,2026-03-15 11:00:00,in_app,False,,False,
345,2,901,50001835,all_users,2026-03-14 09:00:00,push,False,,False,
346,2,406,50001835,all_users,2026-03-15 15:00:00,push,False,,False,
347,2,825,50001835,all_users,2026-03-17 11:00:00,email,True,2026-03-17 13:28:00,False,
348,2,843,50001835,all_users,2026-03-14 17:00:00,push,False,,False,
349,2,715,50001835,all_users,2026-03-14 20:00:00,push,False,,False,
350,2,352,50001835,all_users,2026-03-17 19:00:00,push,False,,False,
351,2,69,50001835,all_users,2026-03-15 14:00:00,push,False,,False,
352,2,774,50001835,all_users,2026-03-16 18:00:00,push,False,,False,
353,2,935,50001835,all_users,2026-03-14 14:00:00,push,False,,False,
354,2,640,50001835,all_users,2026-03-14 12:00:00,push,False,,False,
355,2,213,50001835,all_users,2026-03-15 11:00:00,push,False,,False,
356,2,857,50001835,all_users,2026-03-16 20:00:00,push,False,,False,
357,2,535,50001835,all_users,2026-03-16 19:00:00,push,True,2026-03-16 19:14:00,False,
358,2,503,50001835,all_users,2026-03-16 10:00:00,in_app,False,,False,
359,2,921,50001835,all_users,2026-03-16 17:00:00,email,True,2026-03-16 19:15:00,False,
360,2,519,50001835,all_users,2026-03-16 20:00:00,push,False,,False,
361,2,996,50001835,all_users,2026-03-16 19:00:00,push,False,,False,
362,2,896,50001835,all_users,2026-03-16 19:00:00,in_app,False,,False,
363,2,798,50001835,all_users,2026-03-14 14:00:00,in_app,False,,False,
364,2,518,50001835,all_users,2026-03-14 09:00:00,push,False,,False,
365,2,457,50001835,all_users,2026-03-16 18:00:00,in_app,False,,False,
