order_id,user_id,restaurant_id,order_time,reservation_time,party_size,cuisine,estimated_travel_minutes,estimated_wait_minutes,actual_wait_minutes,order_status,total_amount,discount_used,discount_amount,created_at
35,9,50106402,2026-05-10 17:37:24,2026-05-10 18:37:24,5,Pizza,21.1,0.0,2.7,completed,102.96,False,0.0,2026-05-10 17:37:24
36,10,50044841,2026-04-19 18:42:25,2026-04-19 20:42:25,2,Donuts,32.8,0.0,3.7,completed,37.01,False,0.0,2026-04-19 18:42:25
37,10,50054315,2026-05-27 20:30:38,2026-05-27 22:00:38,3,Bakery Products/Desserts,41.9,0.0,6.0,completed,119.33,False,0.0,2026-05-27 20:30:38
38,11,50106296,2026-04-27 19:47:02,2026-04-27 20:02:02,1,"Juice, Smoothies, Fruit Salads",35.5,0.0,0.0,completed,13.02,False,0.0,2026-04-27 19:47:02
39,11,50165837,2026-04-16 18:06:28,2026-04-16 19:06:28,2,"Juice, Smoothies, Fruit Salads",22.7,0.0,0.0,completed,135.36,False,0.0,2026-04-16 18:06:28
40,11,50138942,2026-04-02 19:24:40,2026-04-02 19:54:40,2,Coffee/Tea,37.9,0.0,1.5,cancelled,38.1,False,0.0,2026-04-02 19:24:40
41,12,50177986,2026-03-30 17:20:02,2026-03-30 18:05:02,1,Mediterranean,30.0,0.0,2.9,completed,17.52,False,0.0,2026-03-30 17:20:02
42,12,50096064,2026-03-21 17:13:05,2026-03-21 17:43:05,1,Bakery Products/Desserts,17.0,0.0,1.6,completed,32.72,True,8.18,2026-03-21 17:13:05
43,12,50159190,2026-05-14 15:07:10,2026-05-14 15:22:10,3,Bakery Products/Desserts,8.6,0.0,0.0,completed,163.68,False,0.0,2026-05-14 15:07:10
44,12,41225503,2026-04-13 21:04:13,2026-04-13 21:49:13,1,Mediterranean,29.0,0.3,0.0,completed,67.28,True,13.46,2026-04-13 21:04:13
45,13,50032643,2026-03-07 18:42:10,2026-03-07 19:27:10,3,Mexican,28.4,0.0,1.5,completed,66.61,True,16.65,2026-03-07 18:42:10
46,13,50172144,2026-05-30 18:14:22,2026-05-30 18:44:22,5,Mexican,6.5,0.0,0.0,completed,90.67,False,0.0,2026-05-30 18:14:22
47,13,50063273,2026-03-25 17:11:22,2026-03-25 18:11:22,2,Mexican,38.2,0.0,0.0,completed,19.43,True,1.94,2026-03-25 17:11:22
48,14,50106218,2026-05-08 20:51:55,2026-05-08 21:51:55,4,Bakery Products/Desserts,12.0,0.0,0.0,completed,133.23,False,0.0,2026-05-08 20:51:55
49,14,41320866,2026-05-17 20:57:17,2026-05-17 21:12:17,3,Chinese,25.8,0.0,0.0,completed,19.68,False,0.0,2026-05-17 20:57:17
50,14,50119572,2026-03-08 14:36:04,2026-03-08 16:06:04,3,Korean,32.3,0.0,0.0,completed,58.74,True,8.81,2026-03-08 14:36:04
51,15,50072352,2026-05-14 20:45:09,2026-05-14 21:00:09,1,Asian/Asian Fusion,20.5,0.0,0.0,completed,51.4,False,0.0,2026-05-14 20:45:09
52,16,50162544,2026-03-18 19:10:04,2026-03-18 19:25:04,2,Indian,21.2,0.0,0.0,cancelled,95.24,True,14.29,2026-03-18 19:10:04
53,17,50154925,2026-03-01 17:16:32,2026-03-01 18:16:32,2,Chinese,22.1,0.0,0.0,completed,67.1,False,0.0,2026-03-01 17:16:32
54,17,50181932,2026-05-25 09:57:08,2026-05-25 10:12:08,2,Chinese,19.0,0.0,0.0,completed,25.48,False,0.0,2026-05-25 09:57:08
55,17,50101167,2026-05-06 17:30:23,2026-05-06 18:00:23,2,Italian,22.9,0.0,2.3,completed,159.71,True,23.96,2026-05-06 17:30:23
56,18,50104728,2026-03-20 16:51:14,2026-03-20 17:51:14,2,Mexican,12.2,0.0,0.9,completed,132.73,False,0.0,2026-03-20 16:51:14
57,18,50144746,2026-04-13 11:01:07,2026-04-13 11:31:07,2,Thai,28.4,0.0,0.0,completed,424.06,False,0.0,2026-04-13 11:01:07
58,18,50137495,2026-03-03 09:06:46,2026-03-03 10:36:46,2,Chicken,12.1,0.0,2.5,completed,144.75,True,14.47,2026-03-03 09:06:46
59,18,50186368,2026-03-27 13:09:13,2026-03-27 14:39:13,1,Mexican,35.9,0.0,0.1,completed,35.44,False,0.0,2026-03-27 13:09:13
60,18,50087619,2026-03-06 13:44:56,2026-03-06 13:59:56,5,Pizza,35.0,0.0,3.0,completed,374.01,False,0.0,2026-03-06 13:44:56
61,18,50120506,2026-04-10 13:40:19,2026-04-10 15:10:19,5,Chicken,38.3,0.0,1.0,completed,93.53,False,0.0,2026-04-10 13:40:19
62,19,50119988,2026-05-28 17:01:41,2026-05-28 17:31:41,1,Italian,33.8,0.0,0.0,completed,9.67,False,0.0,2026-05-28 17:01:41
63,20,50084773,2026-03-25 12:26:12,2026-03-25 13:56:12,4,Sandwiches,17.2,0.0,2.4,cancelled,35.71,False,0.0,2026-03-25 12:26:12
64,20,50165548,2026-03-15 10:42:25,2026-03-15 11:42:25,1,Mexican,9.6,0.0,3.3,completed,15.67,False,0.0,2026-03-15 10:42:25
65,20,50134543,2026-05-27 14:41:05,2026-05-27 15:26:05,2,Mexican,7.1,0.0,2.9,completed,15.1,False,0.0,2026-05-27 14:41:05
66,20,50086101,2026-03-03 17:24:22,2026-03-03 17:39:22,2,Sandwiches,15.0,0.0,0.0,cancelled,24.8,False,0.0,2026-03-03 17:24:22
67,20,50055122,2026-04-20 09:44:00,2026-04-20 10:29:00,2,Mexican,25.0,0.0,0.0,completed,30.99,False,0.0,2026-04-20 09:44:00
68,21,41617898,2026-03-12 16:52:13,2026-03-12 18:52:13,2,Chicken,15.9,0.0,0.0,completed,141.61,True,21.24,2026-03-12 16:52:13
69,21,50180783,2026-04-03 12:27:26,2026-04-03 13:12:26,1,Bagels/Pretzels,32.8,0.0,8.1,completed,38.39,False,0.0,2026-04-03 12:27:26
70,21,50126034,2026-05-09 10:29:42,2026-05-09 10:59:42,1,New American,31.9,0.0,0.0,completed,20.32,True,4.06,2026-05-09 10:29:42
71,21,50137031,2026-05-26 20:10:41,2026-05-26 20:55:41,3,French,17.1,0.0,0.0,completed,370.79,False,0.0,2026-05-26 20:10:41
72,21,50076191,2026-03-29 18:43:03,2026-03-29 20:43:03,1,Chicken,6.1,0.0,0.0,completed,56.29,False,0.0,2026-03-29 18:43:03
73,23,50180219,2026-03-08 19:02:48,2026-03-08 20:32:48,2,Thai,9.1,0.0,1.0,cancelled,59.23,False,0.0,2026-03-08 19:02:48
74,23,40592981,2026-05-04 12:26:29,2026-05-04 12:41:29,2,French,40.8,49.9,59.0,completed,12.99,False,0.0,2026-05-04 12:26:29
75,23,50078200,2026-05-25 22:12:21,2026-05-25 22:42:21,2,Coffee/Tea,7.6,0.0,3.5,completed,61.68,False,0.0,2026-05-25 22:12:21
76,23,50097590,2026-04-06 13:31:28,2026-04-06 14:16:28,2,Coffee/Tea,28.8,0.0,0.2,completed,12.1,True,3.02,2026-04-06 13:31:28
77,25,41421237,2026-04-27 14:30:03,2026-04-27 15:00:03,2,Bakery Products/Desserts,8.7,0.0,0.0,completed,51.84,True,12.96,2026-04-27 14:30:03
78,25,50118311,2026-05-04 13:29:57,2026-05-04 13:59:57,1,Bakery Products/Desserts,42.4,0.0,0.0,completed,5.62,False,0.0,2026-05-04 13:29:57
79,25,50103503,2026-04-26 12:28:12,2026-04-26 12:58:12,3,Bakery Products/Desserts,31.2,0.0,0.0,cancelled,64.95,False,0.0,2026-04-26 12:28:12
80,25,50094984,2026-03-13 17:42:33,2026-03-13 19:12:33,2,Latin American,29.6,0.0,2.7,completed,46.93,False,0.0,2026-03-13 17:42:33
81,26,41083927,2026-04-19 18:21:34,2026-04-19 19:21:34,4,French,31.2,0.0,0.0,completed,118.94,False,0.0,2026-04-19 18:21:34
82,26,50072997,2026-03-29 22:25:22,2026-03-29 22:55:22,5,Thai,9.6,0.1,0.0,completed,141.45,False,0.0,2026-03-29 22:25:22
83,26,50060223,2026-03-15 16:39:41,2026-03-15 18:09:41,1,"Juice, Smoothies, Fruit Salads",16.6,0.0,1.7,completed,11.28,True,1.13,2026-03-15 16:39:41
84,26,41336628,2026-04-03 12:08:21,2026-04-03 12:23:21,2,French,39.6,0.0,0.5,completed,206.8,False,0.0,2026-04-03 12:08:21
85,26,50132017,2026-04-26 13:46:39,2026-04-26 14:31:39,3,"Juice, Smoothies, Fruit Salads",13.4,0.0,0.9,completed,69.2,False,0.0,2026-04-26 13:46:39
86,27,50045177,2026-04-29 15:01:20,2026-04-29 15:46:20,2,Irish,32.9,0.0,5.9,cancelled,53.41,False,0.0,2026-04-29 15:01:20
87,27,50117018,2026-04-15 21:51:59,2026-04-15 22:06:59,2,Chinese,13.7,0.0,0.9,completed,132.26,False,0.0,2026-04-15 21:51:59
88,27,50148837,2026-05-27 12:40:49,2026-05-27 13:10:49,2,Chinese,7.7,0.0,0.0,cancelled,77.59,False,0.0,2026-05-27 12:40:49
89,27,50107838,2026-03-16 11:54:52,2026-03-16 12:39:52,4,Chinese,24.0,0.0,5.2,cancelled,188.29,False,0.0,2026-03-16 11:54:52
90,28,50163877,2026-03-10 21:27:42,2026-03-10 21:57:42,2,Italian,43.7,0.0,0.7,completed,49.67,False,0.0,2026-03-10 21:27:42
91,28,50142175,2026-05-27 09:39:17,2026-05-27 09:54:17,1,Italian,20.9,0.0,0.1,completed,64.27,False,0.0,2026-05-27 09:39:17
92,29,50172555,2026-05-21 09:38:25,2026-05-21 10:38:25,1,Other,27.9,0.0,0.7,cancelled,115.46,False,0.0,2026-05-21 09:38:25
93,29,50142191,2026-05-29 12:18:13,2026-05-29 13:03:13,2,Chinese,28.1,0.0,0.0,completed,50.84,False,0.0,2026-05-29 12:18:13
94,29,50131256,2026-05-25 21:18:38,2026-05-25 22:48:38,2,Chinese,39.2,0.0,0.0,completed,49.5,False,0.0,2026-05-25 21:18:38
95,29,50000153,2026-05-25 19:17:06,2026-05-25 20:02:06,5,American,16.5,0.0,0.0,completed,138.73,False,0.0,2026-05-25 19:17:06
96,29,50059265,2026-04-18 11:46:44,2026-04-18 13:16:44,1,Chinese,21.7,8.3,7.2,completed,161.31,False,0.0,2026-04-18 11:46:44
97,29,40677553,2026-03-30 18:08:24,2026-03-30 19:08:24,3,American,10.0,0.0,1.0,completed,127.91,False,0.0,2026-03-30 18:08:24
98,29,50057988,2026-05-28 14:58:07,2026-05-28 15:13:07,3,Chinese,37.6,0.0,0.0,completed,34.57,False,0.0,2026-05-28 14:58:07
99,29,41207574,2026-05-08 18:28:41,2026-05-08 19:58:41,1,Italian,11.0,0.0,0.0,completed,28.13,False,0.0,2026-05-08 18:28:41
100,29,50106529,2026-05-22 11:27:37,2026-05-22 11:57:37,3,Italian,42.5,0.0,0.0,completed,46.05,False,0.0,2026-05-22 11:27:37
101,30,50159203,2026-04-03 20:22:31,2026-04-03 20:52:31,2,Jewish/Kosher,20.0,0.0,0.1,completed,99.99,False,0.0,2026-04-03 20:22:31
102,30,50162901,2026-05-24 13:46:15,2026-05-24 14:46:15,2,Asian/Asian Fusion,5.8,0.0,0.0,completed,14.87,False,0.0,2026-05-24 13:46:15
103,30,50161096,2026-03-23 12:52:39,2026-03-23 13:37:39,3,Latin American,23.8,27.0,22.1,completed,111.61,False,0.0,2026-03-23 12:52:39
104,31,50088224,2026-05-18 20:58:02,2026-05-18 21:43:02,5,Irish,19.1,1.5,4.7,completed,100.25,False,0.0,2026-05-18 20:58:02
105,31,50125560,2026-05-04 12:11:02,2026-05-04 12:56:02,2,Pizza,36.2,0.0,0.0,completed,49.8,False,0.0,2026-05-04 12:11:02
106,31,50176321,2026-04-25 10:17:00,2026-04-25 11:17:00,3,Pizza,29.4,0.0,0.0,completed,35.07,False,0.0,2026-04-25 10:17:00
107,31,50078895,2026-03-03 16:22:46,2026-03-03 16:37:46,2,"Juice, Smoothies, Fruit Salads",39.9,0.0,0.0,completed,31.11,False,0.0,2026-03-03 16:22:46
108,31,50113372,2026-03-11 16:22:32,2026-03-11 16:52:32,2,Pizza,28.9,0.0,0.0,completed,38.78,False,0.0,2026-03-11 16:22:32
109,32,50019055,2026-03-13 12:38:20,2026-03-13 14:38:20,2,Coffee/Tea,11.4,0.0,3.5,completed,84.34,False,0.0,2026-03-13 12:38:20
110,32,50033249,2026-04-03 15:51:01,2026-04-03 16:06:01,2,American,39.2,0.0,4.1,cancelled,188.23,False,0.0,2026-04-03 15:51:01
111,32,50128630,2026-04-06 20:44:39,2026-04-06 22:14:39,1,Chinese,38.3,0.0,0.8,completed,26.28,False,0.0,2026-04-06 20:44:39
112,33,41138983,2026-03-24 22:14:06,2026-03-24 22:44:06,1,American,5.3,0.0,0.0,completed,111.15,False,0.0,2026-03-24 22:14:06
113,33,50165225,2026-03-24 10:29:34,2026-03-24 10:59:34,2,Chinese,28.9,0.0,2.2,completed,154.46,False,0.0,2026-03-24 10:29:34
114,33,41513849,2026-04-08 18:09:02,2026-04-08 18:39:02,2,Chinese,18.0,0.0,0.0,completed,48.51,False,0.0,2026-04-08 18:09:02
115,33,50116603,2026-03-17 16:13:12,2026-03-17 16:28:12,2,Chinese,19.8,0.0,0.0,completed,102.68,False,0.0,2026-03-17 16:13:12
116,33,50133797,2026-03-31 09:38:28,2026-03-31 10:08:28,4,Other,25.8,0.0,1.0,completed,424.14,False,0.0,2026-03-31 09:38:28
117,33,50073848,2026-05-04 18:57:36,2026-05-04 20:27:36,3,Coffee/Tea,6.6,0.0,0.7,completed,107.83,True,21.57,2026-05-04 18:57:36
118,33,50072791,2026-05-25 20:05:33,2026-05-25 21:35:33,2,Chinese,8.0,0.0,3.6,completed,47.49,False,0.0,2026-05-25 20:05:33
119,33,50148327,2026-04-04 18:34:21,2026-04-04 19:34:21,2,Other,11.0,0.0,0.0,completed,77.13,False,0.0,2026-04-04 18:34:21
120,33,50168354,2026-05-15 17:40:39,2026-05-15 18:25:39,3,Other,27.7,0.0,0.0,completed,189.91,False,0.0,2026-05-15 17:40:39
121,33,50172025,2026-03-19 12:01:29,2026-03-19 12:46:29,5,Chinese,18.1,0.0,1.9,completed,408.5,False,0.0,2026-03-19 12:01:29
122,33,50166642,2026-05-26 13:24:41,2026-05-26 13:54:41,4,Chinese,37.5,0.0,0.0,no_show,41.17,False,0.0,2026-05-26 13:24:41
123,33,50146218,2026-05-27 16:24:47,2026-05-27 17:09:47,4,Chinese,28.2,0.0,1.1,completed,182.8,False,0.0,2026-05-27 16:24:47
124,33,50140565,2026-05-11 11:45:18,2026-05-11 12:30:18,4,Other,10.8,0.0,0.0,completed,275.31,False,0.0,2026-05-11 11:45:18
125,33,50126747,2026-04-04 17:01:02,2026-04-04 17:46:02,1,Chinese,33.6,0.0,2.4,completed,47.41,False,0.0,2026-04-04 17:01:02
126,34,50046405,2026-05-08 15:26:13,2026-05-08 15:41:13,2,Indian,9.6,0.0,1.0,completed,79.16,False,0.0,2026-05-08 15:26:13
127,34,50043698,2026-04-25 19:48:35,2026-04-25 20:48:35,6,Coffee/Tea,7.7,0.0,3.4,completed,144.03,False,0.0,2026-04-25 19:48:35
128,35,41696848,2026-04-23 19:44:55,2026-04-23 20:44:55,2,Coffee/Tea,40.8,0.0,0.0,completed,88.93,False,0.0,2026-04-23 19:44:55
129,35,50123492,2026-04-08 11:31:24,2026-04-08 11:46:24,5,Indian,17.0,21.8,6.0,completed,79.43,False,0.0,2026-04-08 11:31:24
130,35,50123955,2026-05-20 11:21:40,2026-05-20 11:36:40,2,Coffee/Tea,32.3,0.0,0.0,completed,56.8,False,0.0,2026-05-20 11:21:40
131,35,50042698,2026-03-20 20:39:15,2026-03-20 21:24:15,2,Coffee/Tea,23.1,0.0,0.0,completed,56.02,False,0.0,2026-03-20 20:39:15
132,35,50143257,2026-05-19 20:31:56,2026-05-19 22:01:56,3,Coffee/Tea,28.3,0.0,2.3,completed,38.36,False,0.0,2026-05-19 20:31:56
133,35,50117965,2026-03-24 19:44:38,2026-03-24 21:14:38,4,Coffee/Tea,37.8,0.0,0.8,completed,66.39,False,0.0,2026-03-24 19:44:38
134,35,50125635,2026-04-19 21:29:58,2026-04-19 22:14:58,2,Coffee/Tea,24.0,0.0,0.0,completed,27.65,False,0.0,2026-04-19 21:29:58
135,35,41028662,2026-03-13 13:04:12,2026-03-13 13:34:12,2,Indian,15.4,0.0,0.0,completed,45.11,False,0.0,2026-03-13 13:04:12
136,36,50119855,2026-05-04 15:57:17,2026-05-04 16:42:17,1,American,21.2,2.9,7.1,cancelled,11.87,False,0.0,2026-05-04 15:57:17
137,36,50161085,2026-03-08 20:12:30,2026-03-08 21:42:30,2,Korean,43.1,0.0,1.7,completed,27.07,False,0.0,2026-03-08 20:12:30
138,36,50145294,2026-03-29 13:39:37,2026-03-29 13:54:37,2,Japanese,7.8,0.1,0.2,completed,18.07,False,0.0,2026-03-29 13:39:37
139,36,41282506,2026-04-13 18:20:17,2026-04-13 19:50:17,1,Bakery Products/Desserts,6.9,0.0,1.0,completed,7.78,False,0.0,2026-04-13 18:20:17
140,36,40370507,2026-04-15 22:30:22,2026-04-15 23:00:22,4,American,18.0,0.0,0.0,completed,129.64,False,0.0,2026-04-15 22:30:22
141,37,50006206,2026-05-12 14:23:47,2026-05-12 15:08:47,1,Mediterranean,22.9,0.0,0.4,completed,13.24,True,3.31,2026-05-12 14:23:47
142,37,50096032,2026-05-05 19:58:59,2026-05-05 20:28:59,2,Mediterranean,27.9,0.0,0.0,no_show,38.57,False,0.0,2026-05-05 19:58:59
143,37,50163211,2026-05-02 13:24:03,2026-05-02 13:54:03,3,Mexican,36.2,0.0,2.8,cancelled,67.66,True,13.53,2026-05-02 13:24:03
144,37,50032654,2026-04-28 12:53:26,2026-04-28 14:23:26,2,Mexican,40.6,0.0,0.0,completed,42.27,True,6.34,2026-04-28 12:53:26
145,37,50076821,2026-04-24 10:44:02,2026-04-24 12:14:02,2,American,38.5,0.0,0.0,completed,1.99,False,0.0,2026-04-24 10:44:02
146,37,50164299,2026-04-23 10:13:55,2026-04-23 12:13:55,4,Coffee/Tea,36.8,0.0,2.1,cancelled,153.36,False,0.0,2026-04-23 10:13:55
147,38,50135393,2026-05-28 12:21:37,2026-05-28 12:51:37,2,Other,35.6,0.0,0.0,completed,39.79,False,0.0,2026-05-28 12:21:37
148,38,50155654,2026-04-27 09:02:36,2026-04-27 09:47:36,5,Other,28.6,0.0,3.4,completed,168.15,False,0.0,2026-04-27 09:02:36
149,38,50160488,2026-04-14 16:19:24,2026-04-14 17:49:24,2,Other,32.2,0.0,0.0,completed,192.43,False,0.0,2026-04-14 16:19:24
150,40,50082132,2026-04-07 13:54:16,2026-04-07 14:24:16,2,Korean,22.6,0.0,0.0,completed,119.78,False,0.0,2026-04-07 13:54:16
151,40,50046914,2026-04-08 20:15:57,2026-04-08 21:00:57,1,Korean,21.4,0.0,4.2,no_show,34.48,False,0.0,2026-04-08 20:15:57
152,41,50158853,2026-05-02 12:13:00,2026-05-02 12:58:00,4,Bakery Products/Desserts,18.9,0.0,0.3,completed,78.7,False,0.0,2026-05-02 12:13:00
153,41,50146172,2026-04-30 20:21:30,2026-04-30 21:21:30,3,Sandwiches,39.6,0.0,0.3,completed,228.6,False,0.0,2026-04-30 20:21:30
154,41,41628099,2026-05-08 13:50:36,2026-05-08 14:35:36,4,Bakery Products/Desserts,31.0,0.0,0.0,completed,78.84,False,0.0,2026-05-08 13:50:36
155,41,50145608,2026-04-22 08:14:51,2026-04-22 08:29:51,3,Bakery Products/Desserts,24.9,0.0,6.0,cancelled,163.96,True,16.4,2026-04-22 08:14:51
156,41,50088962,2026-03-27 21:28:23,2026-03-27 22:13:23,2,Coffee/Tea,11.5,0.0,0.0,completed,13.76,False,0.0,2026-03-27 21:28:23
157,41,50146219,2026-05-18 17:17:22,2026-05-18 17:47:22,4,Sandwiches,33.4,0.0,0.0,completed,189.43,False,0.0,2026-05-18 17:17:22
158,41,50181305,2026-03-23 08:41:54,2026-03-23 09:11:54,4,Other,18.8,1.0,0.0,completed,76.05,True,19.01,2026-03-23 08:41:54
159,41,50105561,2026-04-23 17:28:10,2026-04-23 17:58:10,2,Bakery Products/Desserts,23.1,0.0,4.6,completed,49.06,False,0.0,2026-04-23 17:28:10
160,41,50165391,2026-05-03 14:56:15,2026-05-03 15:11:15,2,Bakery Products/Desserts,14.0,0.0,2.2,completed,64.56,False,0.0,2026-05-03 14:56:15
161,41,50172205,2026-03-21 21:21:00,2026-03-21 22:06:00,3,Sandwiches,16.5,0.0,0.0,completed,43.1,True,10.77,2026-03-21 21:21:00
162,43,41040849,2026-05-10 11:32:22,2026-05-10 12:02:22,3,American,23.1,0.0,0.0,completed,342.15,False,0.0,2026-05-10 11:32:22
163,43,50073806,2026-03-23 20:42:51,2026-03-23 21:42:51,2,Latin American,42.9,0.0,7.1,completed,76.65,True,11.5,2026-03-23 20:42:51
164,43,50011368,2026-03-31 15:15:06,2026-03-31 15:45:06,2,American,13.3,0.0,0.5,completed,267.55,False,0.0,2026-03-31 15:15:06
165,43,41508109,2026-03-08 17:59:46,2026-03-08 19:29:46,1,Thai,27.6,1.9,1.5,completed,41.0,True,4.1,2026-03-08 17:59:46
166,43,50040806,2026-03-10 19:23:53,2026-03-10 20:53:53,2,American,7.5,0.0,0.0,completed,148.7,False,0.0,2026-03-10 19:23:53
167,43,41577295,2026-04-11 17:09:46,2026-04-11 17:54:46,4,Latin American,23.8,0.0,0.0,no_show,139.21,False,0.0,2026-04-11 17:09:46
168,43,50164572,2026-04-15 18:31:24,2026-04-15 19:16:24,4,Asian/Asian Fusion,41.8,0.0,0.0,completed,354.55,False,0.0,2026-04-15 18:31:24
169,43,50018481,2026-03-30 17:00:04,2026-03-30 17:30:04,2,Asian/Asian Fusion,14.7,0.0,0.0,completed,63.89,True,12.78,2026-03-30 17:00:04
170,43,50120145,2026-04-07 12:34:56,2026-04-07 14:34:56,2,Latin American,43.4,0.0,4.3,completed,100.04,True,25.01,2026-04-07 12:34:56
171,44,41222453,2026-05-07 10:17:40,2026-05-07 11:17:40,3,Donuts,40.3,0.0,0.7,completed,290.8,False,0.0,2026-05-07 10:17:40
172,44,41304636,2026-03-19 15:04:27,2026-03-19 15:49:27,2,Irish,7.1,0.0,0.0,completed,116.32,False,0.0,2026-03-19 15:04:27
