,restaurant_id,original_name,original_address,matched_name,google_id,matched_address,latitude,longitude,day,hour,busyness_score,typical_time_spent,rating,reviews,weekday,demand_month,taxi_zone_id,taxi_zone_name,estimated_area_sqft,capacity,turnover_rate,takeaway_ratio,eat_in_ratio,dropoff_count
10,40369165,REIF'S TAVERN,"302 EAST   92 STREET, MANHATTAN, NY 10128",Reif's Bar,0x89c258a56f146e01:0xfff0ff5e83ed46b1,,40.7813724,-73.9486257,7,6,0,People typically spend 1-4 hours here,4.5,183,6,6,263,Yorkville West,680.0,40.8,1.2,0.2,0.8,73
11,40372971,RACQUET & TENNIS CLUB,"370 PARK AVENUE, MANHATTAN, NY 10022",Racquet & Tennis Club,0x89c258fb6232223d:0x48f5b9068b1b4f8e,,40.7588506,-73.9730612,7,6,0,,4.5,54,6,6,161,Midtown Center,7293.525,437.6115,1.2,0.2,0.8,88
12,40374834,CASA BELLA,"127 MULBERRY STREET, MANHATTAN, NY 10013",Casa Bella,0x89c25989d3da0bd1:0x71872bc29bd8566e,,40.7180825,-73.9981243,7,6,0,People typically spend 1-4 hours here,4.3,3138,6,6,144,Little Italy/NoLiTa,398.1333333333334,21.89733333333334,1.0,0.1,0.9,16
13,40377325,JACKSON HOLE,"521 THIRD AVENUE, MANHATTAN, NY 10016",Jackson Hole Burgers,0x89c2590671732dc7:0x301a3d43bfd4e39a,,40.7461701,-73.97750959999999,7,6,0,People typically spend 45 min to 1.5 hr here,4.4,2396,6,6,170,Murray Hill,617.6,51.2608,2.5,0.6,0.4,92
14,40378212,CUCHIFRITOS,"168 EAST  116 STREET, MANHATTAN, NY 10029",Cuchifritos,0x89c2f6061b60694f:0x90991fb1d6bb5c43,,40.7980513,-73.9409898,7,6,0,People typically spend 25 min to 4 hr here,4.2,1691,6,6,74,East Harlem North,5070.0,278.85,0.9,0.1,0.9,101
15,40378874,TERRA BLUES,"149 BLEEKER STREET, MANHATTAN, NY 10012",Terra Blues,0x89c25991e7aca8e5:0x3e57604094fdc6ef,,40.728425,-73.99925,7,6,0,People typically spend 1.5-3.5 hours here,4.7,1462,6,6,114,Greenwich Village South,1329.0,79.74,1.2,0.2,0.8,15
16,40379580,COOPER TOWN DINER,"339 1 AVENUE, MANHATTAN, NY 10003",Cooper Town,0x89c259752b37070f:0x88bd11eddb475cf1,,40.7348938,-73.980274,7,6,0,People typically spend 30 min to 1.5 hr here,4.3,363,6,6,107,Gramercy,496.8,29.808,1.2,0.2,0.8,46
17,40379662,MEZZALUNA,"1295 THIRD AVENUE, MANHATTAN, NY 10021",Mezzaluna,0x89c258c003c4c12d:0x4d18fbf12b3512cd,,40.7711518,-73.9592566,7,6,0,,4.4,360,6,6,141,Lenox Hill West,4478.31,246.30705,1.0,0.1,0.9,83
18,40379890,O'HARA'S,"120 CEDAR STREET, MANHATTAN, NY 10006",O'Hara's Restaurant and Pub,0x89c25a10ac02e5b9:0xfad36691304b0f8b,,40.7095008,-74.0126642,7,6,0,People typically spend 45 min to 1.5 hr here,4.6,5757,6,6,261,World Trade Center,480.0,28.8,1.2,0.2,0.8,23
19,40384340,FRIEND OF A FARMER,"77 IRVING PLACE, MANHATTAN, NY 10003",Friend Of A Farmer,0x89c259a1c86bce6f:0x6dd0c44e0b6a2268,,40.7368776,-73.9868623,7,6,0,People typically spend 1-2 hours here,4.4,1875,6,6,107,Gramercy,695.8333333333334,41.75,1.2,0.2,0.8,46
20,40384671,CHEZ JOSEPHINE,"414 WEST   42 STREET, MANHATTAN, NY 10036",Chez Josephine,0x89c258528cef1dd7:0x5062203dfc6cc097,,40.7586405,-73.9934984,7,6,0,People typically spend 1.5-2.5 hours here,4.3,1488,6,6,48,Clinton East,536.875,26.84375,0.8,0.05,0.95,130
21,40386001,PRIMOLA,"1226 SECOND AVENUE, MANHATTAN, NY 10065",Primola,0x89c258e84f91bda7:0xea974b489bb6a87c,,40.7638761,-73.9616894,7,6,0,People typically spend 1.5-4 hours here,4.4,277,6,6,141,Lenox Hill West,870.0,47.85,1.0,0.1,0.9,83
22,40388935,SAKE BAR DECIBEL,"240 EAST    9 STREET, MANHATTAN, NY 10003",Sake Bar Decibel,0x89c2599c6f5276fb:0xb5c170a3408fbd0d,,40.7293006,-73.9877458,2,6,0,People typically spend 45 min to 2 hr here,4.4,1234,1,6,79,East Village,3780.0,207.9,1.0,0.15,0.85,38
23,40389455,TOWNHOUSE OF NY,"236 EAST   58 STREET, MANHATTAN, NY 10022",The Townhouse of New York,0x89c258e5d43d6eab:0x8664e1dda0aa2224,,40.7602472,-73.9656479,7,6,0,People typically spend 1-2.5 hours here,4.2,243,6,6,229,Sutton Place/Turtle Bay North,8000.0,480.0,1.2,0.2,0.8,48
24,40390409,THE FAMOUS JIMBO'S HAMBURGER PALACE,"1345 AMSTERDAM AVENUE, MANHATTAN, NY 10027",Jimbo’s Hamburger Palace,0x89c2f66bb0717651:0xfba03efe1be376b8,,40.813575,-73.9557858,7,5,0,,4.1,302,6,6,166,Morningside Heights,1750.0,145.25,2.5,0.6,0.4,52
25,40391060,LUKE'S BAR & GRILL,"1394 THIRD AVENUE, MANHATTAN, NY 10075",Luke's Bar & Grill,0x89c258be4346c6f1:0xaf87ff6e48352812,,40.7746459,-73.957354,7,6,0,People typically spend 30 min to 2 hr here,4.3,491,6,6,236,Upper East Side North,742.4000000000001,44.544,1.2,0.2,0.8,115
26,40391979,SUTTON CAFE,"1026 FIRST AVENUE, MANHATTAN, NY 10022",Sutton Cafe,0x89c258e6d03c507b:0x18d2ca18341c3d21,,40.7577394,-73.9631077,7,6,0,,4.0,99,6,6,229,Sutton Place/Turtle Bay North,5000.0,300.0,1.2,0.2,0.8,48
27,40392496,TARTINE,"253 WEST   11 STREET, MANHATTAN, NY 10014",Tartine,0x89c25995a88b3295:0x18dab5a9dad2641f,,40.7363901,-74.0034518,7,6,0,People typically spend 1-2 hours here,4.4,975,6,6,249,West Village,614.4000000000001,30.72000000000001,0.8,0.05,0.95,30
28,40393154,AMSTERDAM BILLIARDS,"85 4 AVENUE, MANHATTAN, NY 10003",Amsterdam Billiards,0x89c2599950bdd7ed:0xc02c2b5762a102f1,,40.7317088,-73.98994239999999,7,6,0,,4.3,1533,6,6,79,East Village,1862.25,111.735,1.2,0.2,0.8,63
29,40393378,E.J'S LUNCHEONETTE,"1271 THIRD AVENUE, MANHATTAN, NY 10021",EJ's Luncheonette,0x89c258eaa1a5c19b:0xdc5f7d5b1e170429,,40.770444,-73.9597299,7,6,0,People typically spend 45 min to 2 hr here,4.2,1390,6,6,141,Lenox Hill West,1004.25,60.255,1.2,0.2,0.8,83
30,40393558,FITZGERALD'S PUB,"336 THIRD AVENUE, MANHATTAN, NY 10010",Fitzgerald's Pub,0x89c2590a0303e4dd:0x619d08ace39df7e8,,40.7400857,-73.9825183,7,6,0,People typically spend 45 min to 4 hr here,4.3,368,6,6,107,Gramercy,420.0,25.2,1.2,0.2,0.8,46
31,40395055,BECCO,"355 WEST   46 STREET, MANHATTAN, NY 10036",Becco,0x89c25853e489d19d:0x5bb7f414be0927ae,,40.760804,-73.9898324,7,6,0,People typically spend 1-2.5 hours here,4.3,4620,6,6,48,Clinton East,351.0,19.305,1.0,0.1,0.9,130
32,40395872,CARIDAD RESTAURANT,"3533 BROADWAY, MANHATTAN, NY 10031",Caridad Restaurant,0x89c2f663a772a7cf:0xb4723c37ca5a0789,,40.8262205,-73.9509336,7,6,0,People typically spend 25 min to 2.5 hr here,4.5,2045,6,6,116,Hamilton Heights,3155.1,189.306,1.2,0.2,0.8,42
33,40396183,LUCINDAS,"169 AVENUE A, MANHATTAN, NY 10009",Lucinda's,0x89c25945c40e498d:0x21ce7a10e7fab6e2,,40.7283407,-73.9821982,7,6,0,People typically spend 1-3 hours here,4.2,84,6,6,79,East Village,266.6666666666667,16.0,1.2,0.2,0.8,63
34,40396464,ESS-A-BAGEL,"831 THIRD AVENUE, MANHATTAN, NY 10022",Ess-a-Bagel,0x89c258e324502567:0x526c7b526bf4ab10,,40.7561836,-73.9701973,7,5,0,People typically spend 15 min to 1 hr here,4.1,4836,6,6,229,Sutton Place/Turtle Bay North,1117.0,92.711,3.0,0.8,0.1999999999999999,78
35,40396532,METRO DINER,"2641 BROADWAY, MANHATTAN, NY 10025",Metro Diner,0x89c2f6260bfa97d5:0x6e402eeb0d3ad72f,,40.7974621,-73.9701451,7,6,0,People typically spend 45 min to 2 hr here,4.3,2325,6,6,151,Manhattan Valley,713.6,42.816,1.2,0.2,0.8,38
36,40397359,MCCOY'S PUB,"768 9 AVENUE, MANHATTAN, NY 10019",McCoys,0x89c25857381f112f:0x12a7c531fae4ff0b,,40.764333,-73.9881241,7,6,0,People typically spend 1-4 hours here,4.2,567,6,6,48,Clinton East,400.0,22.0,1.0,0.1,0.9,130
37,40398989,FRESCO,"34 EAST   52 STREET, MANHATTAN, NY 10022",Fresco by Scotto,0x89c258fb808a4233:0x6a145ee9b459f86d,,40.7588164,-73.9745136,1,6,0,People typically spend 1.5-4 hours here,4.4,1031,0,6,161,Midtown Center,4077.800000000001,224.279,1.0,0.1,0.9,793
38,40399569,JUDGE ROY BEAN,"38 WEST   56 STREET, MANHATTAN, NY 10019",Judge Roy Bean Public House,0x89c258fa178793ad:0xf46ccb18daa49ebf,,40.7629456,-73.97642069999999,7,6,0,People typically spend 25 min to 2 hr here,4.4,926,6,6,161,Midtown Center,1000.0,60.0,1.2,0.2,0.8,88
39,40400754,RYAN MAGUIRE'S,"28 CLIFF STREET, MANHATTAN, NY 10038",Ryan Maguire's Bar & Restaurant,0x89c25a3d4797f6cd:0x8a454861c99878af,,40.7082005,-74.00515879999999,7,6,0,People typically spend 1-3 hours here,4.4,972,6,6,87,Financial District North,1520.0,83.6,1.0,0.1,0.9,29
40,40401025,ALTESI DOWNTOWN,"200 SPRING STREET, MANHATTAN, NY 10012",Altesi Downtown,0x89c2598c58e22941:0xb6fd1354201d80c8,,40.7250273,-74.0034142,7,6,0,,4.3,427,6,6,211,SoHo,2216.0,121.88,1.0,0.1,0.9,26
41,40401093,FRENCH ROAST,"2340 BROADWAY, MANHATTAN, NY 10024",French Roast,0x89c258841f875ed9:0x90b4b0dad3d8436f,,40.7876417,-73.97659019999999,7,6,0,People typically spend 30 min to 2 hr here,4.7,4194,6,6,239,Upper West Side South,1406.77,70.3385,0.8,0.05,0.95,75
42,40401422,BROADWAY DIVE,"2662 BROADWAY, MANHATTAN, NY 10025",Broadway Dive,0x89c2f625da0d3ff5:0xc3f24f127cb9b310,,40.7979406,-73.9690754,7,6,0,People typically spend 45 min to 2.5 hr here,4.5,568,6,6,151,Manhattan Valley,450.0,27.0,1.2,0.2,0.8,38
43,40402023,LE MARAIS,"150 WEST   46 STREET, MANHATTAN, NY 10036",Le Marais,0x89c258559970e091:0x832e9f5017a0d478,,40.7581079,-73.9842178,7,6,0,People typically spend 1.5-4 hours here,4.4,2703,6,6,230,Times Sq/Theatre District,625.0,37.5,1.1,0.15,0.85,118
44,40402172,LOMBARDI'S,"32 SPRING STREET, MANHATTAN, NY 10012",Lombardi's,0x89c2598a1316e7a7:0xd8f10512fc3c4299,,40.72157,-73.9956368,7,6,0,People typically spend 45 min to 1.5 hr here,4.2,8994,6,6,144,Little Italy/NoLiTa,839.2,56.22640000000001,1.8,0.5,0.5,16
45,40402393,HARVARD CLUB,"27 WEST   44 STREET, MANHATTAN, NY 10036",Harvard Club of New York City,0x89c258ffdadf0edb:0x18b35190c6b4a741,,40.7555321,-73.9814629,7,6,0,,4.7,946,6,6,161,Midtown Center,1394.76,83.6856,1.2,0.2,0.8,88
46,40402785,HARMONIE CLUB,"4 EAST   60 STREET, MANHATTAN, NY 10022",Harmonie Club,0x89c258f017a04397:0x8b2566ff5a9888e2,,40.7644444,-73.9719444,7,6,0,,4.6,137,6,6,237,Upper East Side South,2508.15,150.489,1.2,0.2,0.8,131
47,40424337,BAGEL WORKS,"1229 FIRST AVENUE, MANHATTAN, NY 10065",Bagelworks,0x89c258c27b66fc9f:0x9f783635a24cbb9f,,40.76435,-73.958831,7,5,0,People typically spend 10-45 min here,4.4,943,6,6,141,Lenox Hill West,2307.2,191.4976,3.0,0.8,0.1999999999999999,79
48,40483696,LENA HORNE THEATRE,"256 WEST   47 STREET, MANHATTAN, NY 10036",Lena Horne Theatre,0x89c258542519fa25:0x726301b635a24a46,,40.7599367,-73.98689999999999,7,6,0,,4.7,3097,6,6,230,Times Sq/Theatre District,831.25,49.875,1.2,0.2,0.8,118
49,40510439,LA ISLA,"1883 THIRD AVENUE, MANHATTAN, NY 10029",LA ISLA RESTAURANT,0x89c2f6028c14694b:0x1d473a18a742934,,40.7902984,-73.9453936,7,6,0,People typically spend 15 min to 1 hr here,3.8,398,6,6,75,East Harlem South,1140.0,68.39999999999999,1.2,0.2,0.8,186
50,40512204,STARBUCKS,"38 PARK ROW, MANHATTAN, NY 10038",Starbucks Coffee Company,0x89c25a1892ae8f91:0x987df2bb3461ec84,,40.71164,-74.00666,7,4,0,People typically spend 15-45 min here,3.7,1318,6,6,209,Seaport,713.4,59.2122,3.0,0.7,0.3,62
51,40523865,POPEYES,"2730 FREDRICK DOUGLAS BOULEVARD, MANHATTAN, NY 10039",Popeyes Louisiana Kitchen,0x89c2f679514b2ac5:0x2adb5312768464e0,,40.8229081,-73.9415018,7,6,0,People typically spend 20 min to 1.5 hr here,3.7,926,6,6,42,Central Harlem North,1759.5,117.8865,2.0,0.5,0.5,70
52,40532870,STARBUCKS,"124 8 AVENUE, MANHATTAN, NY 10011",Starbucks,0x89c2590034d414b5:0x635b7accb9b05ff4,,40.7411182,-74.0013082,7,4,0,,2.6,25,6,6,90,Flatiron,3062.25,254.16675,3.0,0.7,0.3,253
53,40537494,810 DELI & CAFE,"810 7 AVENUE, MANHATTAN, NY 10019",810 Deli & Cafe,0x89c258f865cbbc83:0xff849f4b15f19655,,40.7627351,-73.982401,7,5,0,People typically spend 45 min here,3.7,843,6,6,230,Times Sq/Theatre District,977.6571428571428,58.65942857142857,1.2,0.2,0.8,112
54,40545375,POST BILLIARDS CAFE,"154 POST AVENUE, MANHATTAN, NY 10034",Post Billiards Cafe,0x89c2f3f60f39f435:0xf5e9690a74a8790b,,40.8652328,-73.9188206,7,6,0,,4.4,453,6,6,127,Inwood,468.5,28.11,1.2,0.2,0.8,16
55,40551234,THE GIN MILL,"442 AMSTERDAM AVENUE, MANHATTAN, NY 10024",The Gin Mill,0x89c2588608da2747:0x446b5f8db0155877,,40.784754,-73.977537,7,6,0,People typically spend 1-3 hours here,4.3,1166,6,6,239,Upper West Side South,800.0,48.0,1.2,0.2,0.8,75
56,40560112,MALECON,"764 AMSTERDAM AVENUE, MANHATTAN, NY 10025",Malecon Restaurant (97th Street),0x89c2f627ca5c7359:0xcf40ff41c6f620e2,,40.7950409,-73.9698746,7,6,0,People typically spend 10 min to 1.5 hr here,4.2,1909,6,6,238,Upper West Side North,562.8000000000001,33.768,1.2,0.2,0.8,84
57,40564858,MURPHY'S LAW,"417 EAST   70 STREET, MANHATTAN, NY 10021",Murphy's Law,0x89c258c162bd364b:0x3888699b28393714,,40.7661707,-73.9556642,7,6,0,People typically spend 45 min to 3 hr here,4.3,488,6,6,140,Lenox Hill East,4249.8,233.739,1.0,0.1,0.9,218
58,40568591,FACES & NAMES,"161 WEST   54 STREET, MANHATTAN, NY 10019",Faces & Names Bar and Lounge,0x89c258f8473082f5:0x6adeb7a161e469fd,,40.7635888,-73.9809248,7,6,0,People typically spend 45 min to 2.5 hr here,4.3,1327,6,6,163,Midtown North,960.8,48.04,0.8,0.05,0.95,74
59,40575863,FAMOUS JOE'S PIZZA,"7 CARMINE STREET, MANHATTAN, NY 10014",Joe's Pizza,0x89c259924a960df1:0x43b20488619b3f43,,40.7306597,-74.0021707,7,6,0,People typically spend 20 min here,4.4,10396,6,6,249,West Village,1075.0,72.025,1.8,0.5,0.5,30
60,40576150,FELICE 64,"1166 1 AVENUE, MANHATTAN, NY 10065",Felice 64,0x89c258c2a758576b:0xf1c64c2f2942635f,,40.7625672,-73.95956389999999,7,6,0,People typically spend 45 min to 2.5 hr here,4.5,669,6,6,140,Lenox Hill East,1600.0,88.0,1.0,0.1,0.9,218
61,40576403,MAYA,"1191 1 AVENUE, MANHATTAN, NY 10065",Maya by Chef Richard Sandoval - NYC,0x89c258c29e2abee3:0x72e59bf3ca4cb69e,,40.7631741,-73.95972359999999,7,6,0,People typically spend 15 min to 3 hr here,4.3,1602,6,6,141,Lenox Hill West,3278.6,219.6662,1.8,0.4,0.6,83
62,40578252,OSTERIA LAGUNA,"209 EAST   42 STREET, MANHATTAN, NY 10017",Osteria Laguna,0x89c259030ec55ddd:0xe820fefa0a1cf3db,,40.7506553,-73.9735662,7,6,0,People typically spend 1-4 hours here,4.5,1122,6,6,233,UN/Turtle Bay South,628.0,34.54,1.0,0.1,0.9,73
63,40578773,JOHN'S PIZZA,"260 WEST   44 STREET, MANHATTAN, NY 10036",John's Pizzeria of Times Square,0x89c2585487122105:0x6a25bbb19e1577c8,,40.7582117,-73.98839579999999,7,6,0,People typically spend 1-4 hours here,4.3,8463,6,6,230,Times Sq/Theatre District,8000.0,536.0,1.8,0.5,0.5,118
64,40581363,BALLATO,"55 EAST HOUSTON STREET, MANHATTAN, NY 10012",Emilio's Ballato,0x89c2598581890a45:0xf8d461ccea75907c,,40.7245528,-73.99450379999999,7,6,0,People typically spend 1.5-4 hours here,4.1,1676,6,6,144,Little Italy/NoLiTa,662.1666666666666,36.41916666666666,1.0,0.1,0.9,16
65,40586000,ZARO'S BREAD BASKET,"89 EAST   42 STREET, MANHATTAN, NY 10017",Zaro’s Family Bakery,0x89c25901805ed947:0x83d347a2518bea2,,40.7527297,-73.9772334,7,5,0,,3.0,545,6,6,162,Midtown East,239.0625,19.8421875,3.0,0.7,0.3,75
66,40597409,STROMBOLI PIZZA,"83 ST MARKS PLACE, MANHATTAN, NY 10003",Stromboli Pizza,0x89c2599d04e476f1:0x712482e3494f38a0,,40.7277856,-73.9854429,7,6,0,,4.3,562,6,6,79,East Village,1080.0,72.36,1.8,0.5,0.5,63
67,40619544,CAFETERIA,"119 7 AVENUE, MANHATTAN, NY 10011",Cafeteria,0x89c259bc576e6fdf:0xa6b40e37709dce7c,,40.7405304,-73.9979937,7,6,0,People typically spend 1-3 hours here,4.3,3973,6,6,90,Flatiron,4000.0,240.0,1.2,0.2,0.8,31
68,40624607,FRANK,"88 2 AVENUE, MANHATTAN, NY 10003",Frank,0x89c2599ca896632b:0x8ddeaf2ddf9120a0,,40.7268777,-73.9886954,7,6,0,People typically spend 45 min to 2 hr here,4.3,1049,6,6,79,East Village,600.0,33.0,1.0,0.1,0.9,63
69,40635366,THE LIBRARY,"7 AVENUE A, MANHATTAN, NY 10009",The Library,0x89c25983b3ed0043:0x7de84b096a906fd4,,40.7226196,-73.986389,7,6,0,People typically spend 1-3.5 hours here,4.3,707,6,6,79,East Village,331.2,19.872,1.2,0.2,0.8,63
70,40641437,MARUZZELLA,"1483 FIRST AVENUE, MANHATTAN, NY 10075",Maruzzella,0x89c258bf4d7f386d:0xd562585ed0ed0149,,40.7713,-73.95369099999999,7,6,0,,4.4,153,6,6,141,Lenox Hill West,640.0,35.2,1.0,0.1,0.9,83
71,40643163,SHADE,"241 SULLIVAN STREET, MANHATTAN, NY 10012",SHADE BAR Crepes,0x89c259919edad2b5:0xe2bad6f58db45cdf,,40.7298997,-73.9993408,7,4,0,People typically spend 1-2 hours here,4.5,363,6,6,114,Greenwich Village South,480.0,28.8,1.2,0.2,0.8,110
72,40643682,TILE BAR,"115 1 AVENUE, MANHATTAN, NY 10003",Tile Bar,0x89c2599d1fea2a3d:0x4c588f17a6e63a76,,40.727151,-73.9858603,7,6,0,People typically spend 1-2 hours here,4.2,269,6,6,79,East Village,812.8000000000001,48.768,1.2,0.2,0.8,63
73,40654823,BLONDIES,"212 WEST   79 STREET, MANHATTAN, NY 10024",Blondies Sports,0x89c2588891110e83:0x337d6a4ad691184,,40.7832617,-73.9791073,7,6,0,People typically spend 1-3 hours here,4.3,832,6,6,239,Upper West Side South,640.0,38.4,1.2,0.2,0.8,75
74,40669697,LE MONDE,"2883 BROADWAY, MANHATTAN, NY 10025",Le Monde,0x89c2f63b8b5312a9:0xe562a9ee17c50fc2,,40.8058863,-73.9658847,7,6,0,People typically spend 1.5-3.5 hours here,4.7,3342,6,6,166,Morningside Heights,4079.0,203.95,0.8,0.05,0.95,61
75,40674475,JOHN'S PIZZERIA,"278 BLEECKER STREET, MANHATTAN, NY 10014",John's of Bleecker Street,0x89c25993a1376eb9:0x41ca6e3a2f6d4e74,,40.7316187,-74.00344679999999,7,6,0,People typically spend 20 min to 1 hr here,4.6,8395,6,6,249,West Village,868.75,58.20625,1.8,0.5,0.5,30
76,40679269,DOLLY VARDEN,"302 WEST   51 STREET, MANHATTAN, NY 10019",Dolly's,0x89c25856fe1c181b:0x4ad1bcad892d4c65,,40.7629417,-73.9863029,7,6,0,People typically spend 1-2 hours here,4.5,1095,6,6,48,Clinton East,945.0,56.7,1.2,0.2,0.8,130
77,40691569,PERSHING SQUARE CAFE,"90 EAST   42 STREET, MANHATTAN, NY 10017",Pershing Square,0x89c2590183121a05:0xa027ebe4d0772851,,40.7520244,-73.97782579999999,7,6,0,People typically spend 1-2.5 hours here,4.2,4819,6,6,170,Murray Hill,239.0625,14.34375,1.2,0.2,0.8,92
78,40715360,STARBUCKS,"100 WILLIAM STREET, MANHATTAN, NY 10038",Starbucks Coffee Company,0x89c25a161f18bead:0xf088d01ad487d7fb,,40.708413,-74.007387,7,4,0,,3.3,212,6,6,87,Financial District North,8000.0,664.0,3.0,0.7,0.3,274
79,40716479,LIFFY II BAR,"5009 BROADWAY, MANHATTAN, NY 10034",Liffy II Bar,0x89c2f3f3f3f7a8df:0x7d1d602b7784185e,,40.8692514,-73.91734629999999,7,6,0,People typically spend 1.5-3.5 hours here,4.6,177,6,6,127,Inwood,1250.0,68.75,1.0,0.1,0.9,16
80,40719059,PARK BAR,"15 EAST   15 STREET, MANHATTAN, NY 10003",Park Bar,0x89c2599877e795e7:0xf891637488483d9,,40.7364378,-73.9921394,7,6,0,People typically spend 45 min to 2.5 hr here,4.3,416,6,6,234,Union Sq,746.5,44.79,1.2,0.2,0.8,50
81,40736137,STARBUCKS,"2929 BROADWAY, MANHATTAN, NY 10025",Starbucks Coffee Company,0x89c2f63ea9381223:0xdf2236f7cf2f54,,40.807103,-73.964922,7,4,0,People typically spend 10 min to 2 hr here,3.4,378,6,6,166,Morningside Heights,1500.0,124.5,3.0,0.7,0.3,98
82,40736836,SILVER STAR,"1236 2 AVENUE, MANHATTAN, NY 10065",Silver Star,0x89c258e84c3dd8db:0x3f5e89a9bc3478ef,,40.7641033,-73.9614819,7,5,0,People typically spend 45 min to 1.5 hr here,4.0,583,6,6,141,Lenox Hill West,2048.0,122.88,1.2,0.2,0.8,79
83,40739412,APPLEBEE'S,"234 WEST   42 STREET, MANHATTAN, NY 10036",Applebee's Grill + Bar,0x89c25854a632f7bf:0x89afe090bc07afd0,,40.7566081,-73.9887995,7,6,0,People typically spend 1-2.5 hours here,4.0,8323,6,6,100,Garment District,2294.541666666667,137.6725,1.2,0.2,0.8,73
84,40747820,HURLEY'S SALOON,"232 WEST   48 STREET, MANHATTAN, NY 10036",Hurley's Restaurant & Bar,0x89c258542a6c5817:0x5e95c639d88268ab,,40.7605401,-73.9861159,7,6,0,,4.3,1467,6,6,230,Times Sq/Theatre District,720.0,39.6,1.0,0.1,0.9,118
85,40750279,VIEW RESTAURANT,"1535 BROADWAY, MANHATTAN, NY 10036",The View,0x89c258544dc06e39:0x6e36d9806d5b4c57,,40.7587252,-73.98622,7,6,0,,4.4,505,6,6,230,Times Sq/Theatre District,403.5,24.21,1.2,0.2,0.8,118
86,40755172,PETER MCMANUS CAFE,"152 7 AVENUE, MANHATTAN, NY 10011",Peter McManus Cafe,0x89c259bc87d6b659:0x91474f386f7ed964,,40.741844,-73.997613,7,6,0,People typically spend 45 min to 2 hr here,4.5,1054,6,6,90,Flatiron,736.0,40.48,1.0,0.1,0.9,31
