source_year,taxi_zone_id,month,weekday,hour,dropoff_count,passenger_count_sum,avg_trip_distance
2025,1,7,5,4,13,17,18.926
2025,1,7,5,5,44,61,16.014
2025,1,7,5,6,30,49,15.937
2025,1,7,5,7,37,72,13.668
2025,1,7,5,8,47,80,16.3
2025,1,7,5,9,42,78,17.019
2025,1,7,5,10,28,44,18.782
2025,1,7,5,11,52,86,16.061
2025,1,7,5,12,54,95,17.988
2025,1,7,5,13,57,95,16.442
2025,1,7,5,14,87,163,15.336
2025,1,7,5,15,74,141,16.971
2025,1,7,5,16,66,128,17.273
2025,1,7,5,17,64,121,16.958
2025,1,7,5,18,33,67,15.207
2025,1,7,5,19,22,47,17.524
2025,1,7,5,20,23,39,18.396
2025,1,7,5,21,11,20,14.865
2025,1,7,5,22,2,2,8.5
2025,1,7,5,23,1,2,40.49
2025,1,7,6,0,1,1,44.78
2025,1,7,6,1,1,2,18.07
2025,1,7,6,2,5,8,13.97
2025,1,7,6,3,14,31,16.938
2025,1,7,6,4,25,40,16.509
2025,1,7,6,5,40,78,18.073
2025,1,7,6,6,35,70,15.991
2025,1,7,6,7,62,102,14.602
2025,1,7,6,8,58,95,16.291
2025,1,7,6,9,69,135,17.181
2025,1,7,6,10,63,128,18.215
2025,1,7,6,11,59,91,17.53
2025,1,7,6,12,71,128,18.267
2025,1,7,6,13,92,179,17.264
2025,1,7,6,14,103,167,14.818
2025,1,7,6,15,84,141,17.29
2025,1,7,6,16,89,160,17.263
2025,1,7,6,17,58,89,14.656
2025,1,7,6,18,47,82,16.927
2025,1,7,6,19,46,75,17.488
2025,1,7,6,20,30,43,15.573
2025,1,7,6,21,16,24,19.454
2025,1,7,6,22,6,10,13.167
2025,1,7,6,23,3,4,16.32
2025,2,7,0,0,1,1,5.81
2025,2,7,0,11,1,0,0.0
2025,2,7,0,12,1,1,10.54
2025,2,7,0,17,1,2,8.72
2025,2,7,1,21,1,2,11.5
2025,2,7,4,11,1,1,10.57
2025,2,7,4,15,1,1,9.79
2025,2,7,4,21,1,1,3.55
2025,2,7,6,7,1,1,14.9
2025,2,7,6,9,1,0,9.5
2025,2,7,6,22,1,1,8.23
2025,3,7,0,0,6,0,14.822
2025,3,7,0,1,1,0,17.68
2025,3,7,0,2,1,0,3.03
2025,3,7,0,4,5,2,11.686
2025,3,7,0,5,3,1,13.06
2025,3,7,0,6,2,0,3.455
2025,3,7,0,7,6,2,10.607
2025,3,7,0,8,2,0,4.62
2025,3,7,0,9,2,0,8.57
2025,3,7,0,10,4,1,9.52
2025,3,7,0,11,5,7,14.856
2025,3,7,0,12,2,0,4.945
2025,3,7,0,13,4,2,11.375
2025,3,7,0,14,2,1,6.665
2025,3,7,0,15,8,9,13.06
2025,3,7,0,16,4,2,10.562
2025,3,7,0,17,10,5,8.67
2025,3,7,0,18,6,3,4.472
2025,3,7,0,19,7,8,10.486
2025,3,7,0,20,4,0,8.785
2025,3,7,0,21,5,1,15.018
2025,3,7,0,22,8,4,13.974
2025,3,7,0,23,2,1,8.48
2025,3,7,1,0,1,0,18.28
2025,3,7,1,2,2,3,12.665
2025,3,7,1,4,1,0,18.83
2025,3,7,1,6,2,0,10.315
2025,3,7,1,7,6,3,2.668
2025,3,7,1,8,7,1,6.837
2025,3,7,1,9,9,4,4.588
2025,3,7,1,10,5,4,6.744
2025,3,7,1,11,6,3,9.142
2025,3,7,1,12,4,3,9.678
2025,3,7,1,13,6,9,14.175
2025,3,7,1,14,5,5,10.774
2025,3,7,1,15,4,2,14.145
2025,3,7,1,16,4,3,16.71
2025,3,7,1,17,7,5,12.197
2025,3,7,1,18,7,5,7.759
2025,3,7,1,19,3,1,4.6
2025,3,7,1,21,2,1,11.66
2025,3,7,1,22,4,5,16.415
2025,3,7,1,23,7,4,9.614
2025,3,7,2,0,6,8,15.11
2025,3,7,2,1,1,1,20.37
2025,3,7,2,2,3,6,16.377
2025,3,7,2,3,1,0,5.48
2025,3,7,2,6,3,0,4.793
2025,3,7,2,7,6,2,4.09
2025,3,7,2,8,4,4,9.185
2025,3,7,2,9,5,3,3.97
2025,3,7,2,10,3,3,11.487
2025,3,7,2,11,2,1,8.015
2025,3,7,2,12,3,1,9.853
2025,3,7,2,13,4,1,9.332
2025,3,7,2,14,8,3,9.295
2025,3,7,2,15,6,6,10.068
2025,3,7,2,16,6,3,7.185
2025,3,7,2,17,8,5,9.599
2025,3,7,2,18,2,2,15.55
2025,3,7,2,19,5,8,13.594
2025,3,7,2,20,8,4,10.819
2025,3,7,2,21,3,1,10.2
2025,3,7,2,22,9,3,11.941
2025,3,7,2,23,5,3,12.56
2025,3,7,3,0,4,2,18.028
2025,3,7,3,1,2,1,13.365
2025,3,7,3,2,1,0,5.9
2025,3,7,3,4,2,0,7.54
2025,3,7,3,5,1,0,9.86
2025,3,7,3,6,1,0,9.7
2025,3,7,3,7,4,1,4.205
2025,3,7,3,8,6,2,7.723
2025,3,7,3,9,3,1,5.763
2025,3,7,3,10,10,4,10.521
2025,3,7,3,11,4,2,3.9
2025,3,7,3,12,3,4,6.823
2025,3,7,3,13,6,6,10.09
2025,3,7,3,14,3,0,8.167
2025,3,7,3,15,6,3,4.697
2025,3,7,3,16,8,4,5.84
2025,3,7,3,17,12,4,5.968
2025,3,7,3,18,11,8,4.714
2025,3,7,3,19,4,2,9.72
2025,3,7,3,20,3,1,10.033
2025,3,7,3,21,3,3,17.313
2025,3,7,3,22,5,6,15.606
2025,3,7,3,23,3,6,18.167
2025,3,7,4,0,7,12,14.851
2025,3,7,4,1,3,2,12.557
2025,3,7,4,2,4,1,7.66
2025,3,7,4,3,2,0,15.25
2025,3,7,4,4,1,0,3.14
2025,3,7,4,6,3,0,3.523
2025,3,7,4,7,6,1,7.633
2025,3,7,4,8,5,1,3.97
2025,3,7,4,9,3,0,2.823
2025,3,7,4,10,6,5,7.412
2025,3,7,4,11,5,5,7.618
2025,3,7,4,12,5,3,12.286
2025,3,7,4,13,4,6,22.335
2025,3,7,4,14,3,1,5.937
2025,3,7,4,15,5,1,12.042
2025,3,7,4,16,6,2,9.235
2025,3,7,4,17,9,6,10.839
2025,3,7,4,18,5,2,8.128
2025,3,7,4,19,5,7,8.88
2025,3,7,4,20,3,2,5.267
2025,3,7,4,21,6,1,11.555
2025,3,7,4,22,6,6,6.788
2025,3,7,4,23,13,4,15.295
2025,3,7,5,0,9,2,11.908
2025,3,7,5,1,7,2,14.087
2025,3,7,5,2,7,0,14.899
2025,3,7,5,3,2,1,13.69
2025,3,7,5,4,6,0,6.615
2025,3,7,5,5,3,0,8.367
2025,3,7,5,7,1,0,2.25
2025,3,7,5,8,2,1,11.455
2025,3,7,5,9,2,0,8.34
2025,3,7,5,10,2,2,17.975
2025,3,7,5,11,5,1,7.512
2025,3,7,5,12,6,1,7.305
2025,3,7,5,13,3,1,5.46
2025,3,7,5,14,5,0,7.158
2025,3,7,5,15,2,0,3.97
2025,3,7,5,16,2,1,10.26
2025,3,7,5,17,2,3,7.355
2025,3,7,5,18,7,6,11.366
2025,3,7,5,19,5,6,17.172
2025,3,7,5,20,5,0,8.742
2025,3,7,5,21,4,0,6.61
2025,3,7,5,22,9,1,8.113
2025,3,7,5,23,8,1,8.19
2025,3,7,6,0,6,2,12.068
2025,3,7,6,1,9,2,10.822
2025,3,7,6,2,6,0,10.05
2025,3,7,6,4,6,3,13.802
2025,3,7,6,5,1,0,2.2
2025,3,7,6,7,5,0,1.624
2025,3,7,6,8,3,2,8.987
2025,3,7,6,9,1,0,4.3
2025,3,7,6,10,7,1,6.383
2025,3,7,6,11,4,2,11.002
2025,3,7,6,13,1,1,10.4
2025,3,7,6,14,7,3,8.523
2025,3,7,6,15,5,0,6.33
2025,3,7,6,16,5,3,11.714
2025,3,7,6,17,2,1,10.965
2025,3,7,6,18,8,5,11.85
2025,3,7,6,19,6,4,10.983
2025,3,7,6,20,10,7,12.112
2025,3,7,6,21,5,0,5.778
2025,3,7,6,22,6,3,13.512
2025,3,7,6,23,4,4,15.278
2025,4,7,0,0,66,38,4.893
2025,4,7,0,1,36,25,4.7
2025,4,7,0,2,21,11,2.982
2025,4,7,0,3,15,11,3.942
2025,4,7,0,4,8,8,1.804
2025,4,7,0,5,11,6,5.121
2025,4,7,0,6,17,10,5.509
2025,4,7,0,7,23,11,4.125
2025,4,7,0,8,36,17,4.631
2025,4,7,0,9,43,33,4.843
2025,4,7,0,10,33,32,3.798
2025,4,7,0,11,37,31,3.767
2025,4,7,0,12,56,53,3.964
2025,4,7,0,13,56,45,2.935
2025,4,7,0,14,45,40,2.728
2025,4,7,0,15,72,60,3.628
2025,4,7,0,16,91,76,3.11
2025,4,7,0,17,116,87,2.427
2025,4,7,0,18,138,103,2.524
2025,4,7,0,19,168,120,1.962
2025,4,7,0,20,168,118,2.722
2025,4,7,0,21,144,99,3.222
2025,4,7,0,22,192,133,2.969
2025,4,7,0,23,118,80,3.923
2025,4,7,1,0,69,40,3.772
2025,4,7,1,1,49,33,4.287
2025,4,7,1,2,25,18,5.388
2025,4,7,1,3,13,9,2.778
2025,4,7,1,4,9,6,1.503
2025,4,7,1,5,8,3,3.83
2025,4,7,1,6,18,12,5.871
2025,4,7,1,7,24,17,5.878
2025,4,7,1,8,38,21,4.83
2025,4,7,1,9,32,24,3.829
2025,4,7,1,10,44,35,4.565
2025,4,7,1,11,46,47,4.02
2025,4,7,1,12,61,49,2.816
2025,4,7,1,13,78,53,3.059
2025,4,7,1,14,75,63,2.563
2025,4,7,1,15,79,71,3.134
2025,4,7,1,16,109,104,3.536
2025,4,7,1,17,182,129,2.199
2025,4,7,1,18,219,152,2.118
2025,4,7,1,19,237,177,2.095
2025,4,7,1,20,247,176,2.708
2025,4,7,1,21,217,133,2.895
2025,4,7,1,22,262,156,3.066
2025,4,7,1,23,180,88,2.936
2025,4,7,2,0,134,82,4.766
2025,4,7,2,1,58,53,3.817
2025,4,7,2,2,32,21,2.361
2025,4,7,2,3,17,15,2.94
2025,4,7,2,4,15,11,2.871
2025,4,7,2,5,7,5,3.386
2025,4,7,2,6,22,9,4.975
2025,4,7,2,7,33,16,5.99
2025,4,7,2,8,44,27,4.036
2025,4,7,2,9,38,45,2.832
2025,4,7,2,10,56,42,3.262
2025,4,7,2,11,69,63,2.424
2025,4,7,2,12,67,62,2.403
2025,4,7,2,13,79,66,2.839
2025,4,7,2,14,83,67,2.969
2025,4,7,2,15,113,89,3.499
2025,4,7,2,16,115,92,2.294
2025,4,7,2,17,160,124,2.281
2025,4,7,2,18,215,146,1.777
2025,4,7,2,19,219,154,2.034
2025,4,7,2,20,209,159,3.28
2025,4,7,2,21,237,170,3.272
2025,4,7,2,22,292,196,3.179
2025,4,7,2,23,219,141,3.274
2025,4,7,3,0,157,85,3.512
2025,4,7,3,1,86,54,3.731
2025,4,7,3,2,38,29,3.374
2025,4,7,3,3,22,21,2.9
2025,4,7,3,4,19,16,2.889
2025,4,7,3,5,11,7,2.37
2025,4,7,3,6,20,7,3.962
2025,4,7,3,7,29,13,5.611
2025,4,7,3,8,38,20,4.236
2025,4,7,3,9,46,26,2.888
2025,4,7,3,10,44,35,2.683
2025,4,7,3,11,67,58,2.442
2025,4,7,3,12,68,56,3.357
2025,4,7,3,13,83,67,3.002
2025,4,7,3,14,104,77,3.574
2025,4,7,3,15,139,96,2.842
2025,4,7,3,16,148,109,2.315
2025,4,7,3,17,176,135,2.465
2025,4,7,3,18,236,171,1.97
2025,4,7,3,19,195,132,2.221
2025,4,7,3,20,210,156,2.882
2025,4,7,3,21,221,171,3.309
2025,4,7,3,22,287,194,3.056
2025,4,7,3,23,268,188,2.677
2025,4,7,4,0,161,94,3.047
2025,4,7,4,1,114,67,2.985
2025,4,7,4,2,62,71,2.04
2025,4,7,4,3,47,22,2.571
2025,4,7,4,4,44,32,2.9
2025,4,7,4,5,20,7,1.918
2025,4,7,4,6,12,7,3.731
2025,4,7,4,7,19,8,5.9
2025,4,7,4,8,31,19,6.778
2025,4,7,4,9,40,29,3.79
2025,4,7,4,10,36,35,3.392
2025,4,7,4,11,54,47,3.564
2025,4,7,4,12,66,49,3.301
2025,4,7,4,13,83,51,3.024
2025,4,7,4,14,84,54,3.909
2025,4,7,4,15,106,77,3.416
2025,4,7,4,16,144,102,2.722
2025,4,7,4,17,163,116,2.526
2025,4,7,4,18,161,121,2.452
2025,4,7,4,19,183,142,2.046
2025,4,7,4,20,235,205,3.34
2025,4,7,4,21,215,177,450.716
2025,4,7,4,22,221,194,3.094
2025,4,7,4,23,298,246,2.569
2025,4,7,5,0,312,272,2.809
2025,4,7,5,1,276,239,2.252
2025,4,7,5,2,204,179,1.945
2025,4,7,5,3,108,61,1.988
2025,4,7,5,4,89,65,2.45
2025,4,7,5,5,28,11,2.79
2025,4,7,5,6,19,12,3.728
2025,4,7,5,7,27,14,5.386
2025,4,7,5,8,25,17,2.753
2025,4,7,5,9,35,23,4.092
2025,4,7,5,10,48,26,3.388
2025,4,7,5,11,74,42,3.335
2025,4,7,5,12,71,32,3.755
2025,4,7,5,13,104,74,3.172
2025,4,7,5,14,103,67,3.43
2025,4,7,5,15,118,108,3.047
2025,4,7,5,16,136,112,3.28
2025,4,7,5,17,149,129,3.107
2025,4,7,5,18,184,134,3.001
2025,4,7,5,19,190,138,3.397
2025,4,7,5,20,143,108,3.299
2025,4,7,5,21,175,154,3.32
2025,4,7,5,22,249,162,3.578
2025,4,7,5,23,299,241,2.728
2025,4,7,6,0,304,228,2.771
2025,4,7,6,1,288,243,1.945
2025,4,7,6,2,194,163,2.076
2025,4,7,6,3,128,92,2.245
2025,4,7,6,4,94,58,1.848
2025,4,7,6,5,34,18,2.951
2025,4,7,6,6,16,18,2.43
2025,4,7,6,7,22,12,5.298
2025,4,7,6,8,28,21,4.022
2025,4,7,6,9,36,28,3.451
2025,4,7,6,10,52,26,4.161
2025,4,7,6,11,64,49,3.063
2025,4,7,6,12,93,63,3.308
2025,4,7,6,13,103,52,3.368
2025,4,7,6,14,105,84,4.174
2025,4,7,6,15,121,91,3.745
2025,4,7,6,16,122,99,3.501
2025,4,7,6,17,121,97,3.344
2025,4,7,6,18,129,111,3.529
2025,4,7,6,19,137,129,3.441
2025,4,7,6,20,118,85,3.793
2025,4,7,6,21,145,115,4.163
2025,4,7,6,22,133,87,3.706
2025,4,7,6,23,112,81,5.779
2025,5,7,0,19,1,1,34.15
2025,5,7,2,21,1,1,29.01
2025,5,7,2,22,1,1,27.3
2025,5,7,3,10,1,0,34.52
2025,5,7,3,21,2,2,30.31
2025,5,7,4,16,1,4,29.93
2025,5,7,5,11,1,1,34.24
2025,5,7,5,16,1,0,24.77
2025,5,7,5,17,1,2,33.98
2025,5,7,5,21,1,2,34.07
2025,5,7,6,1,1,1,25.8
2025,5,7,6,4,1,0,25.48
2025,6,7,0,0,3,6,11.757
2025,6,7,0,1,2,2,3.275
2025,6,7,0,4,1,1,17.15
2025,6,7,0,8,1,1,24.09
2025,6,7,0,9,1,0,6.37
2025,6,7,0,12,4,3,15.955
2025,6,7,0,14,1,1,22.94
2025,6,7,0,21,1,1,4.37
2025,6,7,0,23,1,1,2.92
2025,6,7,1,0,2,2,4.27
2025,6,7,1,8,1,1,22.61
2025,6,7,1,9,1,0,1.22
2025,6,7,1,11,1,1,11.7
2025,6,7,1,14,4,9,16.835
2025,6,7,1,15,2,3,22.73
2025,6,7,1,17,4,7,11.615
2025,6,7,1,18,1,3,22.78
2025,6,7,1,20,2,1,14.625
2025,6,7,1,21,1,1,22.16
2025,6,7,1,22,2,1,5.4
2025,6,7,1,23,2,1,7.995
2025,6,7,2,0,3,2,12.517
2025,6,7,2,1,1,1,24.0
2025,6,7,2,2,1,1,6.84
2025,6,7,2,3,2,0,18.325
2025,6,7,2,4,1,0,3.8
2025,6,7,2,7,3,0,2.773
2025,6,7,2,8,2,1,15.325
2025,6,7,2,9,1,0,1.86
2025,6,7,2,12,2,2,18.79
2025,6,7,2,14,1,1,24.01
2025,6,7,2,15,1,0,6.34
2025,6,7,2,16,3,1,14.92
2025,6,7,2,18,1,1,22.85
2025,6,7,2,21,3,2,6.77
2025,6,7,2,22,1,1,5.31
2025,6,7,2,23,4,2,10.005
2025,6,7,3,0,1,1,22.9
2025,6,7,3,2,1,1,7.21
2025,6,7,3,3,2,2,15.59
2025,6,7,3,5,2,1,17.165
2025,6,7,3,6,1,0,1.64
2025,6,7,3,8,1,0,5.42
2025,6,7,3,9,1,0,3.71
2025,6,7,3,14,2,1,18.92
2025,6,7,3,16,1,1,14.06
2025,6,7,3,20,1,0,10.2
2025,6,7,3,21,1,0,14.18
2025,6,7,3,22,1,1,4.39
2025,6,7,3,23,1,1,2.38
2025,6,7,4,0,2,2,17.54
2025,6,7,4,1,1,1,0.59
2025,6,7,4,2,1,1,23.69
2025,6,7,4,4,2,1,5.865
2025,6,7,4,9,1,0,1.4
2025,6,7,4,13,1,1,22.9
2025,6,7,4,14,1,0,7.24
2025,6,7,4,17,1,1,22.15
2025,6,7,4,23,2,0,4.04
2025,6,7,5,1,4,2,10.785
2025,6,7,5,3,1,1,14.89
2025,6,7,5,4,1,1,12.3
2025,6,7,5,6,1,1,23.03
2025,6,7,5,8,1,0,3.07
2025,6,7,5,10,2,0,0.945
2025,6,7,5,13,2,4,22.79
2025,6,7,5,16,1,0,10.65
2025,6,7,5,17,1,1,23.67
2025,6,7,5,18,1,1,22.59
2025,6,7,5,20,1,2,12.07
2025,6,7,5,22,2,1,0.765
2025,6,7,6,0,1,1,33.61
2025,6,7,6,1,1,1,13.21
2025,6,7,6,2,2,1,12.4
2025,6,7,6,3,1,1,0.55
2025,6,7,6,4,1,1,5.1
2025,6,7,6,6,1,0,4.94
2025,6,7,6,9,1,1,11.65
2025,6,7,6,13,2,0,13.975
2025,6,7,6,14,2,1,10.425
2025,6,7,6,16,1,1,22.0
2025,6,7,6,18,1,2,22.7
2025,6,7,6,21,1,1,1.96
2025,6,7,6,22,2,1,8.87
2025,6,7,6,23,1,0,13.52
2025,7,7,0,0,145,84,5.855
2025,7,7,0,1,74,42,6.39
2025,7,7,0,2,44,23,5.74
2025,7,7,0,3,24,5,5.034
2025,7,7,0,4,25,10,4.376
2025,7,7,0,5,19,17,6.978
2025,7,7,0,6,14,4,6.039
2025,7,7,0,7,30,19,8.244
2025,7,7,0,8,32,16,6.258
2025,7,7,0,9,42,25,5.545
2025,7,7,0,10,32,20,4.313
2025,7,7,0,11,45,29,3.21
2025,7,7,0,12,38,32,3.787
2025,7,7,0,13,33,37,5.142
2025,7,7,0,14,53,56,5.227
2025,7,7,0,15,63,54,4.297
2025,7,7,0,16,68,64,4.138
2025,7,7,0,17,88,57,4.184
2025,7,7,0,18,89,56,3.8
2025,7,7,0,19,83,48,4.153
2025,7,7,0,20,105,63,5.403
2025,7,7,0,21,108,80,5.341
2025,7,7,0,22,116,65,5.288
2025,7,7,0,23,91,68,5.851
2025,7,7,1,0,132,99,5.827
2025,7,7,1,1,68,44,5.376
2025,7,7,1,2,32,19,4.608
2025,7,7,1,3,19,13,6.397
2025,7,7,1,4,13,8,6.532
2025,7,7,1,5,12,8,6.402
2025,7,7,1,6,17,5,5.029
2025,7,7,1,7,28,8,4.231
2025,7,7,1,8,36,17,4.383
2025,7,7,1,9,33,18,5.949
2025,7,7,1,10,51,31,3.613
2025,7,7,1,11,42,36,4.254
2025,7,7,1,12,71,73,5.13
2025,7,7,1,13,46,32,5.074
2025,7,7,1,14,41,29,4.951
2025,7,7,1,15,67,58,5.492
2025,7,7,1,16,74,59,4.491
2025,7,7,1,17,108,75,3.185
2025,7,7,1,18,103,70,3.683
2025,7,7,1,19,98,53,3.213
2025,7,7,1,20,107,71,5.504
2025,7,7,1,21,115,83,5.652
2025,7,7,1,22,128,105,5.522
2025,7,7,1,23,152,107,5.868
2025,7,7,2,0,149,121,6.343
2025,7,7,2,1,96,66,6.251
2025,7,7,2,2,51,33,5.784
2025,7,7,2,3,17,12,4.642
2025,7,7,2,4,26,11,5.163
2025,7,7,2,5,7,2,4.637
2025,7,7,2,6,14,10,4.052
2025,7,7,2,7,22,10,5.654
2025,7,7,2,8,30,19,5.323
2025,7,7,2,9,37,13,3.882
2025,7,7,2,10,48,24,4.3
2025,7,7,2,11,34,22,4.294
2025,7,7,2,12,47,45,5.164
2025,7,7,2,13,55,31,4.809
2025,7,7,2,14,84,55,5.378
2025,7,7,2,15,75,59,4.405
2025,7,7,2,16,87,71,3.849
2025,7,7,2,17,81,54,4.088
2025,7,7,2,18,118,79,3.21
2025,7,7,2,19,120,68,3.017
2025,7,7,2,20,108,77,5.282
2025,7,7,2,21,152,102,5.394
2025,7,7,2,22,171,137,5.318
2025,7,7,2,23,185,152,6.219
2025,7,7,3,0,140,89,6.151
2025,7,7,3,1,88,61,6.024
2025,7,7,3,2,53,32,5.143
2025,7,7,3,3,34,19,4.597
2025,7,7,3,4,25,14,5.319
2025,7,7,3,5,13,8,7.419
2025,7,7,3,6,14,11,6.125
2025,7,7,3,7,17,6,4.634
2025,7,7,3,8,37,22,4.301
2025,7,7,3,9,40,23,4.322
2025,7,7,3,10,34,28,5.261
2025,7,7,3,11,42,38,4.333
2025,7,7,3,12,47,47,4.947
2025,7,7,3,13,64,64,4.86
2025,7,7,3,14,83,79,5.018
2025,7,7,3,15,74,56,4.818
2025,7,7,3,16,95,68,4.62
2025,7,7,3,17,104,69,3.365
2025,7,7,3,18,117,82,3.327
2025,7,7,3,19,115,87,3.863
2025,7,7,3,20,112,83,5.91
2025,7,7,3,21,139,99,5.562
2025,7,7,3,22,147,111,5.437
2025,7,7,3,23,142,110,5.54
2025,7,7,4,0,128,92,6.38
2025,7,7,4,1,86,49,5.26
2025,7,7,4,2,67,41,5.67
2025,7,7,4,3,45,14,5.556
2025,7,7,4,4,36,25,5.065
2025,7,7,4,5,20,13,5.948
2025,7,7,4,6,15,8,7.203
2025,7,7,4,7,13,5,5.404
2025,7,7,4,8,28,21,4.396
2025,7,7,4,9,24,14,5.619
2025,7,7,4,10,33,26,3.552
2025,7,7,4,11,44,34,3.787
2025,7,7,4,12,43,45,4.754
2025,7,7,4,13,63,36,4.75
2025,7,7,4,14,68,41,4.524
2025,7,7,4,15,76,54,5.515
2025,7,7,4,16,77,55,3.537
2025,7,7,4,17,73,30,3.354
2025,7,7,4,18,86,55,3.396
2025,7,7,4,19,90,60,3.54
2025,7,7,4,20,87,72,5.51
2025,7,7,4,21,101,66,5.781
2025,7,7,4,22,144,104,5.497
2025,7,7,4,23,162,101,5.173
2025,7,7,5,0,185,104,5.408
2025,7,7,5,1,179,96,6.226
2025,7,7,5,2,137,72,6.168
2025,7,7,5,3,82,43,5.856
2025,7,7,5,4,95,36,5.585
2025,7,7,5,5,45,9,5.501
2025,7,7,5,6,23,10,6.916
2025,7,7,5,7,22,11,5.977
2025,7,7,5,8,26,12,4.527
2025,7,7,5,9,35,15,4.336
2025,7,7,5,10,52,17,4.336
2025,7,7,5,11,66,16,4.975
